Precinct,County,Registered Voters,Larry Smith (I) (Rep)_Election Day Votes,Larry Smith (I) (Rep)_Advanced Voting Votes,Larry Smith (I) (Rep)_Absentee by Mail Votes,Larry Smith (I) (Rep)_Provisional Votes,Larry Smith (I) (Rep)_Choice Total,Total,
Douglas,Bacon,6720,115,665,124,0,904,904,
