Precinct,County,Registered Voters,YES_Election Day Votes,YES_Advanced Voting Votes,YES_Absentee by Mail Votes,YES_Provisional Votes,YES_Choice Total,NO_Election Day Votes,NO_Advanced Voting Votes,NO_Absentee by Mail Votes,NO_Provisional Votes,NO_Choice Total,Total,
HARBINS A,Gwinnett,7182,556,2407,1054,7,4024,144,629,249,2,1024,5048,
ROCKBRIDGE A,Gwinnett,3987,298,1236,654,1,2189,66,303,133,0,502,2691,
DACULA,Gwinnett,4777,366,1529,675,2,2572,119,453,149,0,721,3293,
SUWANEE A,Gwinnett,1737,172,549,282,1,1004,40,111,47,0,198,1202,
BAYCREEK A,Gwinnett,2720,304,860,565,0,1729,69,179,79,0,327,2056,
GOODWINS A,Gwinnett,3921,428,1077,646,1,2152,119,256,121,1,497,2649,
DULUTH A,Gwinnett,5042,374,1573,1158,1,3106,77,332,178,1,588,3694,
DUNCANS A,Gwinnett,4729,374,1755,807,2,2938,106,465,138,0,709,3647,
PUCKETTS A,Gwinnett,5692,378,2212,921,0,3511,83,519,175,1,778,4289,
CATES A,Gwinnett,2387,225,665,483,1,1374,58,142,95,1,296,1670,
BERKSHIRE A,Gwinnett,2555,349,519,360,2,1230,81,128,59,0,268,1498,
BERKSHIRE B,Gwinnett,5338,328,1516,964,4,2812,84,341,169,3,597,3409,
DUNCANS C,Gwinnett,3040,324,1141,458,1,1924,86,262,104,0,452,2376,
GARNERS A,Gwinnett,3520,272,1206,764,1,2243,68,274,98,1,441,2684,
LAWRENCEVILLE A,Gwinnett,3635,306,864,524,1,1695,102,237,104,2,445,2140,
LAWRENCEVILLE B,Gwinnett,5097,279,1676,749,3,2707,69,401,219,1,690,3397,
MARTINS A,Gwinnett,3303,366,783,408,3,1560,87,203,101,3,394,1954,
MARTINS B,Gwinnett,3001,308,792,426,0,1526,87,179,84,1,351,1877,
MARTINS C,Gwinnett,2549,299,637,456,3,1395,98,167,57,2,324,1719,
PINCKNEYVILLE A,Gwinnett,2791,333,585,333,3,1254,103,148,77,2,330,1584,
