Precinct,County,Registered Voters,YES_Election Day Votes,YES_Advanced Voting Votes,YES_Absentee by Mail Votes,YES_Provisional Votes,YES_Choice Total,NO_Election Day Votes,NO_Advanced Voting Votes,NO_Absentee by Mail Votes,NO_Provisional Votes,NO_Choice Total,Total,
PINCKNEYVILLE B,Gwinnett,3485,313,792,416,5,1526,93,181,84,1,359,1885,
PINCKNEYVILLE C,Gwinnett,2082,295,518,550,3,1366,69,94,68,2,233,1599,
PINCKNEYVILLE D,Gwinnett,2264,281,462,242,4,989,65,112,47,1,225,1214,
SUGAR HILL A,Gwinnett,4654,516,1170,619,3,2308,135,307,150,1,593,2901,
SUGAR HILL B,Gwinnett,5596,609,1680,806,6,3101,176,400,170,9,755,3856,
HOG MOUNTAIN A,Gwinnett,5011,490,1449,800,1,2740,139,348,114,1,602,3342,
HOG MOUNTAIN B,Gwinnett,4583,422,1404,881,3,2710,136,379,159,1,675,3385,
ROCKYCREEK A,Gwinnett,5939,567,2036,815,3,3421,164,535,190,0,889,4310,
CATES B,Gwinnett,1587,185,466,316,2,969,39,90,49,0,178,1147,
CATES C,Gwinnett,2903,273,886,501,2,1662,81,190,106,2,379,2041,
HOG MOUNTAIN D,Gwinnett,3179,319,898,530,2,1749,108,242,99,0,449,2198,
BERKSHIRE D,Gwinnett,2945,199,918,688,3,1808,63,167,106,1,337,2145,
BERKSHIRE E,Gwinnett,1997,190,680,413,1,1284,49,126,74,0,249,1533,
BERKSHIRE F,Gwinnett,2254,283,495,377,1,1156,69,85,63,0,217,1373,
CATES D,Gwinnett,3755,334,1193,756,1,2284,79,245,126,0,450,2734,
CATES E,Gwinnett,2942,292,953,674,2,1921,68,185,106,0,359,2280,
PINCKNEYVILLE E,Gwinnett,2184,268,484,263,1,1016,72,102,54,8,236,1252,
PINCKNEYVILLE F,Gwinnett,2546,281,539,325,2,1147,69,144,70,1,284,1431,
DUNCANS D,Gwinnett,7153,722,2474,1154,2,4352,167,533,204,0,904,5256,
PINCKNEYVILLE H,Gwinnett,4536,457,1350,1063,3,2873,103,239,147,1,490,3363,
BAYCREEK B,Gwinnett,5969,520,1846,849,8,3223,164,488,183,2,837,4060,
LAWRENCEVILLE C,Gwinnett,3037,338,888,494,1,1721,95,193,99,0,387,2108,
MARTINS D,Gwinnett,2402,291,465,292,3,1051,68,107,66,0,241,1292,
ROCKBRIDGE B,Gwinnett,4177,352,1157,626,2,2137,85,309,117,0,511,2648,
GARNERS B,Gwinnett,3178,233,993,588,2,1816,69,243,97,1,410,2226,
CATES F,Gwinnett,1787,254,500,392,1,1147,58,99,53,1,211,1358,
CATES G,Gwinnett,2875,256,998,685,0,1939,67,185,89,0,341,2280,
DULUTH B,Gwinnett,3551,355,841,748,2,1946,83,202,139,4,428,2374,
GARNERS C,Gwinnett,2030,196,630,329,2,1157,51,101,55,0,207,1364,
PINCKNEYVILLE I,Gwinnett,2635,267,598,341,1,1207,91,152,75,0,318,1525,
PINCKNEYVILLE J,Gwinnett,2613,268,623,262,2,1155,71,127,60,1,259,1414,
BERKSHIRE G,Gwinnett,2419,203,836,464,1,1504,64,198,69,0,331,1835,
CATES H,Gwinnett,3924,316,1044,556,1,1917,100,281,108,0,489,2406,
SUGAR HILL C,Gwinnett,5085,661,1617,817,1,3096,145,355,122,0,622,3718,
SUGAR HILL D,Gwinnett,4624,385,1480,606,7,2478,121,416,133,1,671,3149,
DULUTH C,Gwinnett,2229,272,549,436,2,1259,61,124,77,2,264,1523,
DULUTH D,Gwinnett,5077,410,1351,801,11,2573,121,315,148,7,591,3164,
PINCKNEYVILLE K,Gwinnett,3754,382,798,455,7,1642,129,214,95,3,441,2083,
PINCKNEYVILLE N,Gwinnett,3819,464,934,471,5,1874,115,197,60,1,373,2247,
LAWRENCEVILLE D,Gwinnett,5012,440,1043,557,7,2047,155,293,134,5,587,2634,
LAWRENCEVILLE E,Gwinnett,2355,230,599,454,1,1284,71,170,93,1,335,1619,
PINCKNEYVILLE L,Gwinnett,2330,329,574,782,0,1685,58,121,89,1,269,1954,
PINCKNEYVILLE M,Gwinnett,2673,344,788,709,0,1841,74,160,87,0,321,2162,
GARNERS D,Gwinnett,3490,261,936,637,0,1834,68,255,125,0,448,2282,
BERKSHIRE H,Gwinnett,1987,193,418,309,2,922,66,87,71,1,225,1147,
PINCKNEYVILLE O,Gwinnett,3359,330,854,364,4,1552,73,169,73,1,316,1868,
PUCKETTS E,Gwinnett,5660,406,1710,897,4,3017,128,437,153,0,718,3735,
CATES I,Gwinnett,3537,365,1130,710,0,2205,81,248,128,0,457,2662,
CATES J,Gwinnett,3478,330,1023,694,3,2050,90,223,128,0,441,2491,
GOODWINS B,Gwinnett,3960,388,1225,740,0,2353,121,278,118,1,518,2871,
LAWRENCEVILLE F,Gwinnett,4061,366,1195,618,4,2183,100,271,113,0,484,2667,
MARTINS E,Gwinnett,6193,568,1273,611,6,2458,169,355,133,1,658,3116,
PINCKNEYVILLE P,Gwinnett,2185,285,527,501,1,1314,71,114,79,1,265,1579,
PINCKNEYVILLE Q,Gwinnett,1915,271,392,210,3,876,80,103,43,0,226,1102,
ROCKBRIDGE C,Gwinnett,5125,329,1651,963,4,2947,93,405,184,2,684,3631,
ROCKBRIDGE D,Gwinnett,3642,209,1192,650,6,2057,67,323,160,1,551,2608,
GOODWINS C,Gwinnett,5804,565,1466,999,1,3031,143,329,184,0,656,3687,
BAYCREEK K,Gwinnett,3824,239,1293,722,1,2255,76,317,126,0,519,2774,
CATES K,Gwinnett,2810,324,860,551,2,1737,77,176,71,0,324,2061,
BAYCREEK C,Gwinnett,6499,531,2234,1033,3,3801,144,524,188,0,856,4657,
CATES L,Gwinnett,4185,377,1254,724,3,2358,111,284,136,0,531,2889,
DULUTH E,Gwinnett,4814,508,1323,843,10,2684,115,327,102,0,544,3228,
GOODWINS D,Gwinnett,4406,559,1102,706,3,2370,161,255,134,2,552,2922,
LAWRENCEVILLE G,Gwinnett,3046,275,827,445,1,1548,86,213,86,0,385,1933,
LAWRENCEVILLE H,Gwinnett,4296,418,1290,772,3,2483,100,286,129,2,517,3000,
MARTINS F,Gwinnett,2570,292,490,369,5,1156,79,133,55,1,268,1424,
PINCKNEYVILLE S,Gwinnett,3374,401,729,565,4,1699,115,192,84,3,394,2093,
ROCKBRIDGE E,Gwinnett,4638,415,1183,720,3,2321,117,302,144,1,564,2885,
SUGAR HILL E,Gwinnett,3589,381,1149,568,5,2103,94,254,113,2,463,2566,
LAWRENCEVILLE I,Gwinnett,3312,371,815,519,0,1705,106,202,84,1,393,2098,
BAYCREEK D,Gwinnett,4609,401,1504,807,1,2713,108,375,128,0,611,3324,
BERKSHIRE J,Gwinnett,2731,217,922,616,3,1758,56,196,99,1,352,2110,
CATES M,Gwinnett,3988,352,1376,851,3,2582,80,274,145,0,499,3081,
CATES N,Gwinnett,2567,283,769,526,1,1579,76,174,99,0,349,1928,
DULUTH F,Gwinnett,6161,507,1415,935,13,2870,150,355,200,4,709,3579,
DULUTH G,Gwinnett,3067,342,810,637,3,1792,104,189,125,0,418,2210,
GOODWINS E,Gwinnett,5491,566,1535,989,1,3091,166,333,164,1,664,3755,
GOODWINS F,Gwinnett,3212,286,848,603,0,1737,83,203,107,0,393,2130,
PINCKNEYVILLE T,Gwinnett,3201,347,707,556,5,1615,85,181,92,0,358,1973,
SUWANEE B,Gwinnett,4656,299,1700,860,0,2859,72,351,161,0,584,3443,
PINCKNEYVILLE U,Gwinnett,2090,338,509,364,2,1213,77,100,53,3,233,1446,
PUCKETTS B,Gwinnett,3096,306,1060,447,1,1814,96,269,77,0,442,2256,
BERKSHIRE L,Gwinnett,3265,357,729,473,2,1561,121,205,93,0,419,1980,
ROCKBRIDGE F,Gwinnett,5795,270,1958,843,3,3074,112,589,209,1,911,3985,
SUGAR HILL F,Gwinnett,4112,468,1201,689,7,2365,133,259,113,1,506,2871,
SUWANEE C,Gwinnett,5675,443,1660,1141,6,3250,104,350,175,1,630,3880,
CATES O,Gwinnett,1434,215,398,296,4,913,46,84,40,0,170,1083,
BAYCREEK E,Gwinnett,3265,303,934,499,5,1741,97,236,100,0,433,2174,
BERKSHIRE M,Gwinnett,1864,201,558,380,2,1141,75,100,58,1,234,1375,
MARTINS G,Gwinnett,2425,301,574,321,1,1197,88,127,53,1,269,1466,
DULUTH H,Gwinnett,2813,246,749,644,5,1644,66,145,107,0,318,1962,
BERKSHIRE N,Gwinnett,3128,168,1094,738,1,2001,35,262,117,0,414,2415,
PINCKNEYVILLE V,Gwinnett,1706,169,438,246,1,854,54,81,53,1,189,1043,
PINCKNEYVILLE W,Gwinnett,4253,412,1057,824,6,2299,98,225,102,0,425,2724,
MARTINS H,Gwinnett,5037,478,1239,800,10,2527,134,306,191,1,632,3159,
MARTINS I,Gwinnett,4078,407,880,582,6,1875,116,249,122,0,487,2362,
MARTINS J,Gwinnett,3923,462,915,502,6,1885,158,234,101,4,497,2382,
GARNERS F,Gwinnett,1796,181,559,334,2,1076,33,130,58,1,222,1298,
BERKSHIRE O,Gwinnett,2589,258,789,571,3,1621,55,146,84,0,285,1906,
BERKSHIRE P,Gwinnett,1476,179,298,203,2,682,47,95,57,0,199,881,
PINCKNEYVILLE X,Gwinnett,3412,330,949,838,13,2130,77,213,130,2,422,2552,
ROCKBRIDGE G,Gwinnett,5799,397,1807,909,10,3123,122,424,187,5,738,3861,
PINCKNEYVILLE Y,Gwinnett,3272,351,660,343,3,1357,108,162,64,0,334,1691,
GOODWINS G,Gwinnett,2661,303,673,381,3,1360,93,170,49,1,313,1673,
PINCKNEYVILLE Z,Gwinnett,1898,309,457,525,0,1291,71,97,85,0,253,1544,
PINCKNEYVILLE A1,Gwinnett,2694,340,787,782,0,1909,59,141,103,0,303,2212,
LAWRENCEVILLE J,Gwinnett,2249,251,613,323,3,1190,87,147,54,0,288,1478,
GOODWINS H,Gwinnett,2796,291,814,481,1,1587,88,190,76,1,355,1942,
DUNCANS B,Gwinnett,5387,617,1900,774,5,3296,147,455,173,1,776,4072,
SUWANEE D,Gwinnett,4732,493,1635,958,2,3088,96,334,140,1,571,3659,
SUWANEE E,Gwinnett,4256,384,1488,853,2,2727,96,329,121,0,546,3273,
LAWRENCEVILLE K,Gwinnett,3282,335,950,636,0,1921,103,245,111,0,459,2380,
HARBINS B,Gwinnett,4845,404,1618,571,4,2597,123,472,149,1,745,3342,
BAYCREEK F,Gwinnett,4608,388,1506,703,8,2605,132,373,141,3,649,3254,
PUCKETTS C,Gwinnett,3367,298,1065,472,1,1836,84,309,73,0,466,2302,
HOG MOUNTAIN C,Gwinnett,4292,387,1309,678,2,2376,140,294,112,0,546,2922,
ROCKYCREEK B,Gwinnett,5061,460,1766,698,3,2927,129,397,160,0,686,3613,
DULUTH I,Gwinnett,5105,388,1358,1256,0,3002,95,314,227,0,636,3638,
MARTINS K,Gwinnett,5352,528,1402,811,4,2745,153,334,194,0,681,3426,
SUWANEE H,Gwinnett,3785,359,1405,757,1,2522,76,269,122,0,467,2989,
SUGAR HILL G,Gwinnett,2814,292,935,520,1,1748,62,218,102,0,382,2130,
SUWANEE F,Gwinnett,3966,380,1276,710,4,2370,80,222,134,0,436,2806,
LAWRENCEVILLE L,Gwinnett,4802,402,1520,855,1,2778,94,318,159,1,572,3350,
LAWRENCEVILLE M,Gwinnett,7255,589,2047,1059,6,3701,172,521,200,1,894,4595,
BAYCREEK G,Gwinnett,6241,461,2128,965,0,3554,116,539,187,1,843,4397,
BAYCREEK H,Gwinnett,6811,546,2420,1173,2,4141,141,621,227,3,992,5133,
BAYCREEK I,Gwinnett,5899,424,1742,916,7,3089,136,528,182,2,848,3937,
BERKSHIRE Q,Gwinnett,1802,214,472,342,0,1028,48,106,49,1,204,1232,
GOODWINS I,Gwinnett,2501,327,715,520,0,1562,72,130,86,0,288,1850,
DULUTH K,Gwinnett,2786,230,564,314,1,1109,67,140,63,1,271,1380,
HARBINS C,Gwinnett,2850,426,952,367,3,1748,112,242,66,0,420,2168,
ROCKYCREEK C,Gwinnett,4806,426,1693,726,3,2848,133,432,137,1,703,3551,
LAWRENCEVILLE N,Gwinnett,2573,282,600,352,5,1239,83,151,67,1,302,1541,
PUCKETTS D,Gwinnett,3622,300,1187,592,4,2083,90,322,103,1,516,2599,
SUWANEE G,Gwinnett,3904,412,1270,686,0,2368,98,253,108,0,459,2827,
BAYCREEK J,Gwinnett,4567,371,1424,709,3,2507,128,354,142,1,625,3132,
