index,County,Precinct,Registered Voters,Glyn Thrift (I) (Rep)_Election Day Votes,Glyn Thrift (I) (Rep)_Advanced Voting Votes,Glyn Thrift (I) (Rep)_Absentee by Mail Votes,Glyn Thrift (I) (Rep)_Provisional Votes,Glyn Thrift (I) (Rep)_Choice Total,Total,
0,Candler,Jack Strickland Comm Center,6300,548,2587,560,0,3695,3695,
