County,Init_nRegistered_Black_Male,Init_nVoted_Black_Male,Init_pctVoted_Black_Male,Init_nRegistered_Black_Female,Init_nVoted_Black_Female,Init_pctVoted_Black_Female,Init_nRegistered_Black_Unknown,Init_nVoted_Black_Unknown,Init_pctVoted_Black_Unknown,Init_nRegistered_White_Male,Init_nVoted_White_Male,Init_nRegistered_White_Female,Init_nVoted_White_Female,Init_nRegistered_White_Unknown,Init_nVoted_White_Unknown,Init_pctVoted_White_Unknown,Init_nRegistered_Asia-pi_Male,Init_nVoted_Asia-pi_Male,Init_pctVoted_Asia-pi_Male,Init_nRegistered_Asia-pi_Female,Init_nVoted_Asia-pi_Female,Init_pctVoted_Asia-pi_Female,Init_nRegistered_Asia-pi_Unknown,Init_nVoted_Asia-pi_Unknown,Init_pctVoted_Asia-pi_Unknown,Init_nRegistered_Hisp-lt_Male,Init_nVoted_Hisp-lt_Male,Init_nRegistered_Hisp-lt_Female,Init_nVoted_Hisp-lt_Female,Init_pctVoted_Hisp-lt_Female,Init_nRegistered_Hisp-lt_Unknown,Init_nVoted_Hisp-lt_Unknown,Init_pctVoted_Hisp-lt_Unknown,Init_nRegistered_Native-am_Male,Init_nVoted_Native-am_Male,Init_pctVoted_Native-am_Male,Init_nRegistered_Native-am_Female,Init_nVoted_Native-am_Female,Init_pctVoted_Native-am_Female,Init_nRegistered_Native-am_Unknown,Init_nVoted_Native-am_Unknown,Init_pctVoted_Native-am_Unknown,Init_nRegistered_Other_Male,Init_nVoted_Other_Male,Init_pctVoted_Other_Male,Init_nRegistered_Other_Female,Init_nVoted_Other_Female,Init_pctVoted_Other_Female,Init_nRegistered_Other_Unknown,Init_nVoted_Other_Unknown,Init_pctVoted_Other_Unknown,Init_nRegistered_Unknown_Male,Init_nVoted_Unknown_Male,Init_pctVoted_Unknown_Male,Init_nRegistered_Unknown_Female,Init_nVoted_Unknown_Female,Init_pctVoted_Unknown_Female,Init_nRegistered_Unknown_Unknown,Init_nVoted_Unknown_Unknown,Init_pctVoted_Unknown_Unknown,Init_nRegistered_All_All,Init_nVoted_All_All,Init_pctVoted_All_All,Runoff_nRegistered_Black_Male,Runoff_nVoted_Black_Male,Runoff_pctVoted_Black_Male,Runoff_nRegistered_Black_Female,Runoff_nVoted_Black_Female,Runoff_pctVoted_Black_Female,Runoff_nRegistered_Black_Unknown,Runoff_nVoted_Black_Unknown,Runoff_pctVoted_Black_Unknown,Runoff_nRegistered_White_Male,Runoff_nVoted_White_Male,Runoff_nRegistered_White_Female,Runoff_nVoted_White_Female,Runoff_nRegistered_White_Unknown,Runoff_nVoted_White_Unknown,Runoff_pctVoted_White_Unknown,Runoff_nRegistered_Asia-pi_Male,Runoff_nVoted_Asia-pi_Male,Runoff_pctVoted_Asia-pi_Male,Runoff_nRegistered_Asia-pi_Female,Runoff_nVoted_Asia-pi_Female,Runoff_pctVoted_Asia-pi_Female,Runoff_nRegistered_Asia-pi_Unknown,Runoff_nVoted_Asia-pi_Unknown,Runoff_pctVoted_Asia-pi_Unknown,Runoff_nRegistered_Hisp-lt_Male,Runoff_nVoted_Hisp-lt_Male,Runoff_pctVoted_Hisp-lt_Male,Runoff_nRegistered_Hisp-lt_Female,Runoff_nVoted_Hisp-lt_Female,Runoff_pctVoted_Hisp-lt_Female,Runoff_nRegistered_Hisp-lt_Unknown,Runoff_nVoted_Hisp-lt_Unknown,Runoff_pctVoted_Hisp-lt_Unknown,Runoff_nRegistered_Native-am_Male,Runoff_nVoted_Native-am_Male,Runoff_pctVoted_Native-am_Male,Runoff_nRegistered_Native-am_Female,Runoff_nVoted_Native-am_Female,Runoff_pctVoted_Native-am_Female,Runoff_nRegistered_Native-am_Unknown,Runoff_nVoted_Native-am_Unknown,Runoff_pctVoted_Native-am_Unknown,Runoff_nRegistered_Other_Male,Runoff_nVoted_Other_Male,Runoff_pctVoted_Other_Male,Runoff_nRegistered_Other_Female,Runoff_nVoted_Other_Female,Runoff_pctVoted_Other_Female,Runoff_nRegistered_Other_Unknown,Runoff_nVoted_Other_Unknown,Runoff_pctVoted_Other_Unknown,Runoff_nRegistered_Unknown_Male,Runoff_nVoted_Unknown_Male,Runoff_pctVoted_Unknown_Male,Runoff_nRegistered_Unknown_Female,Runoff_nVoted_Unknown_Female,Runoff_pctVoted_Unknown_Female,Runoff_nRegistered_Unknown_Unknown,Runoff_nVoted_Unknown_Unknown,Runoff_pctVoted_Unknown_Unknown,Runoff_nRegistered_All_All,Runoff_nVoted_All_All,Runoff_pctVoted_All_All,Init_nRegistered_All_Male,Init_nVoted_All_Male,Runoff_nRegistered_All_Male,Runoff_nVoted_All_Male,Init_nRegistered_Black_All,Init_nVoted_Black_All,Runoff_nRegistered_Black_All,Runoff_nVoted_Black_All,Init_nRegistered_All_Female,Init_nVoted_All_Female,Runoff_nRegistered_All_Female,Runoff_nVoted_All_Female,Init_nRegistered_White_All,Init_nVoted_White_All,Runoff_nRegistered_White_All,Runoff_nVoted_White_All,Init_nRegistered_Asia-pi_All,Init_nVoted_Asia-pi_All,Runoff_nRegistered_Asia-pi_All,Runoff_nVoted_Asia-pi_All,Init_nRegistered_Hisp-lt_All,Init_nVoted_Hisp-lt_All,Runoff_nRegistered_Hisp-lt_All,Runoff_nVoted_Hisp-lt_All,Init_nRegistered_Native-am_All,Init_nVoted_Native-am_All,Runoff_nRegistered_Native-am_All,Runoff_nVoted_Native-am_All,Init_nRegistered_Other_All,Init_nVoted_Other_All,Runoff_nRegistered_Other_All,Runoff_nVoted_Other_All,Init_nRegistered_Unknown_All,Init_nVoted_Unknown_All,Runoff_nRegistered_Unknown_All,Runoff_nVoted_Unknown_All,Delta_nVoted_All_All,pctChange_nVoted_All_All,Delta_nRegistered_All_All,pctChange_nRegistered_All_All,Delta_nVoted_All_Female,pctChange_nVoted_All_Female,Delta_nRegistered_All_Female,pctChange_nRegistered_All_Female,Delta_nVoted_All_Male,pctChange_nVoted_All_Male,Delta_nRegistered_All_Male,pctChange_nRegistered_All_Male,Delta_nVoted_Asia-pi_All,pctChange_nVoted_Asia-pi_All,Delta_nRegistered_Asia-pi_All,pctChange_nRegistered_Asia-pi_All,Delta_nVoted_Asia-pi_Female,pctChange_nVoted_Asia-pi_Female,Delta_nRegistered_Asia-pi_Female,pctChange_nRegistered_Asia-pi_Female,Delta_nVoted_Asia-pi_Male,pctChange_nVoted_Asia-pi_Male,Delta_nRegistered_Asia-pi_Male,pctChange_nRegistered_Asia-pi_Male,Delta_nVoted_Asia-pi_Unknown,pctChange_nVoted_Asia-pi_Unknown,Delta_nRegistered_Asia-pi_Unknown,pctChange_nRegistered_Asia-pi_Unknown,Delta_nVoted_Black_All,pctChange_nVoted_Black_All,Delta_nRegistered_Black_All,pctChange_nRegistered_Black_All,Delta_nVoted_Black_Female,pctChange_nVoted_Black_Female,Delta_nRegistered_Black_Female,pctChange_nRegistered_Black_Female,Delta_nVoted_Black_Male,pctChange_nVoted_Black_Male,Delta_nRegistered_Black_Male,pctChange_nRegistered_Black_Male,Delta_nVoted_Black_Unknown,pctChange_nVoted_Black_Unknown,Delta_nRegistered_Black_Unknown,pctChange_nRegistered_Black_Unknown,Delta_nVoted_Hisp-lt_All,pctChange_nVoted_Hisp-lt_All,Delta_nRegistered_Hisp-lt_All,pctChange_nRegistered_Hisp-lt_All,Delta_nVoted_Hisp-lt_Female,pctChange_nVoted_Hisp-lt_Female,Delta_nRegistered_Hisp-lt_Female,pctChange_nRegistered_Hisp-lt_Female,Delta_nVoted_Hisp-lt_Male,pctChange_nVoted_Hisp-lt_Male,Delta_nRegistered_Hisp-lt_Male,pctChange_nRegistered_Hisp-lt_Male,Delta_nVoted_Hisp-lt_Unknown,pctChange_nVoted_Hisp-lt_Unknown,Delta_nRegistered_Hisp-lt_Unknown,pctChange_nRegistered_Hisp-lt_Unknown,Delta_nVoted_Native-am_All,pctChange_nVoted_Native-am_All,Delta_nRegistered_Native-am_All,pctChange_nRegistered_Native-am_All,Delta_nVoted_Native-am_Female,pctChange_nVoted_Native-am_Female,Delta_nRegistered_Native-am_Female,pctChange_nRegistered_Native-am_Female,Delta_nVoted_Native-am_Male,pctChange_nVoted_Native-am_Male,Delta_nRegistered_Native-am_Male,pctChange_nRegistered_Native-am_Male,Delta_nVoted_Native-am_Unknown,pctChange_nVoted_Native-am_Unknown,Delta_nRegistered_Native-am_Unknown,pctChange_nRegistered_Native-am_Unknown,Delta_nVoted_Other_All,pctChange_nVoted_Other_All,Delta_nRegistered_Other_All,pctChange_nRegistered_Other_All,Delta_nVoted_Other_Female,pctChange_nVoted_Other_Female,Delta_nRegistered_Other_Female,pctChange_nRegistered_Other_Female,Delta_nVoted_Other_Male,pctChange_nVoted_Other_Male,Delta_nRegistered_Other_Male,pctChange_nRegistered_Other_Male,Delta_nVoted_Other_Unknown,pctChange_nVoted_Other_Unknown,Delta_nRegistered_Other_Unknown,pctChange_nRegistered_Other_Unknown,Delta_nVoted_Unknown_Unknown,pctChange_nVoted_Unknown_Unknown,Delta_nRegistered_Unknown_Unknown,pctChange_nRegistered_Unknown_Unknown,Delta_nVoted_Unknown_All,pctChange_nVoted_Unknown_All,Delta_nRegistered_Unknown_All,pctChange_nRegistered_Unknown_All,Delta_nVoted_Unknown_Female,pctChange_nVoted_Unknown_Female,Delta_nRegistered_Unknown_Female,pctChange_nRegistered_Unknown_Female,Delta_nVoted_Unknown_Male,pctChange_nVoted_Unknown_Male,Delta_nRegistered_Unknown_Male,pctChange_nRegistered_Unknown_Male,Delta_nVoted_White_All,pctChange_nVoted_White_All,Delta_nRegistered_White_All,pctChange_nRegistered_White_All,Delta_nVoted_White_Female,pctChange_nVoted_White_Female,Delta_nRegistered_White_Female,pctChange_nRegistered_White_Female,Delta_nVoted_White_Male,pctChange_nVoted_White_Male,Delta_nRegistered_White_Male,pctChange_nRegistered_White_Male,Delta_nVoted_White_Unknown,pctChange_nVoted_White_Unknown,Delta_nRegistered_White_Unknown,pctChange_nRegistered_White_Unknown,Init_pctVoted_Asia-pi_All,Runoff_pctVoted_Asia-pi_All,Init_pctVoted_Black_All,Runoff_pctVoted_Black_All,Init_pctVoted_Hisp-lt_All,Runoff_pctVoted_Hisp-lt_All,Init_pctVoted_Native-am_All,Runoff_pctVoted_Native-am_All,Init_pctVoted_Other_All,Runoff_pctVoted_Other_All,Init_pctVoted_Unknown_All,Runoff_pctVoted_Unknown_All,Init_pctVoted_White_All,Runoff_pctVoted_White_All,Init_pctVoted_All_Female,Runoff_pctVoted_All_Female,Init_pctVoted_White_Female,Runoff_pctVoted_White_Female,Init_pctVoted_All_Male,Runoff_pctVoted_All_Male,Init_pctVoted_Hisp-lt_Male,Init_pctVoted_White_Male,Runoff_pctVoted_White_Male
APPLING,919.0,135.0,14.69,1228.0,226.0,18.4,0.0,0.0,,3854.0,1971.0,4439.0,2168.0,1.0,0.0,0.0,21.0,1.0,4.76,22.0,3.0,13.64,0.0,0.0,,70.0,9.0,82.0,9.0,10.98,0.0,0.0,,4.0,0.0,0.0,0.0,0.0,,0.0,0.0,,25.0,1.0,4.0,26.0,5.0,19.23,0.0,0.0,,131.0,18.0,13.74,114.0,23.0,20.18,0.0,0.0,,10935.0,4569.0,41.78,917.0,0.0,0.0,1222.0,0.0,0.0,0.0,0.0,,3844.0,0.0,4420.0,0.0,1.0,0.0,0.0,21.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,,70.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,,4.0,0.0,0.0,0.0,0.0,,0.0,0.0,,25.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,,131.0,0.0,0.0,114.0,0.0,0.0,0.0,0.0,,10900.0,0.0,0.0,5024.0,2135.0,5012.0,0.0,2147.0,361.0,2139.0,0.0,5911.0,2434.0,5888.0,0.0,8293.0,4139.0,8264.0,0.0,43.0,4.0,43.0,0.0,152.0,18.0,153.0,0.0,4.0,0.0,4.0,0.0,51.0,6.0,52.0,0.0,245.0,41.0,245.0,0.0,-4569.0,-1.0,-35.0,-0.003200731595793324,-2434.0,-1.0,-23.0,-0.0038910505836575876,-2135.0,-1.0,-12.0,-0.0023885350318471337,-4.0,-1.0,0.0,0.0,-3.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,,0.0,,-361.0,-1.0,-8.0,-0.0037261294829995344,-226.0,-1.0,-6.0,-0.004885993485342019,-135.0,-1.0,-2.0,-0.002176278563656148,0.0,,0.0,,-18.0,-1.0,1.0,0.006578947368421052,-9.0,-1.0,1.0,0.012195121951219513,-9.0,-1.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,,0.0,,-6.0,-1.0,1.0,0.0196078431372549,-5.0,-1.0,1.0,0.038461538461538464,-1.0,-1.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,-41.0,-1.0,0.0,0.0,-23.0,-1.0,0.0,0.0,-18.0,-1.0,0.0,0.0,-4139.0,-1.0,-29.0,-0.003496925117569034,-2168.0,-1.0,-19.0,-0.004280243298040099,-1971.0,-1.0,-10.0,-0.002594706798131811,0.0,,0.0,0.0,9.3,0.0,16.81,0.0,11.84,0.0,0.0,0.0,11.76,0.0,16.73,0.0,49.91,0.0,41.18,0.0,48.84,0.0,42.5,0.0,12.86,51.14,0.0
ATKINSON,397.0,0.0,0.0,525.0,2.0,0.38,1.0,0.0,0.0,1457.0,61.0,1713.0,59.0,0.0,0.0,,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,,87.0,0.0,115.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,3.0,0.0,0.0,0.0,0.0,,8.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,,28.0,0.0,0.0,30.0,0.0,0.0,2.0,0.0,0.0,4370.0,122.0,2.79,397.0,0.0,0.0,523.0,0.0,0.0,1.0,0.0,0.0,1454.0,0.0,1709.0,0.0,0.0,0.0,,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,,87.0,0.0,0.0,113.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,3.0,0.0,0.0,0.0,0.0,,8.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,,28.0,0.0,0.0,31.0,0.0,0.0,2.0,0.0,0.0,4360.0,0.0,0.0,1979.0,61.0,1976.0,0.0,922.0,2.0,920.0,0.0,2391.0,61.0,2384.0,0.0,3170.0,120.0,3163.0,0.0,2.0,0.0,2.0,0.0,202.0,0.0,200.0,0.0,3.0,0.0,3.0,0.0,13.0,0.0,13.0,0.0,58.0,0.0,59.0,0.0,-122.0,-1.0,-10.0,-0.002288329519450801,-61.0,-1.0,-7.0,-0.0029276453366792136,-61.0,-1.0,-3.0,-0.0015159171298635675,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,,0.0,,-2.0,-1.0,-2.0,-0.0021691973969631237,-2.0,-1.0,-2.0,-0.0038095238095238095,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,-2.0,-0.009900990099009901,0.0,,-2.0,-0.017391304347826087,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,,1.0,0.017241379310344827,0.0,,1.0,0.03333333333333333,0.0,,0.0,0.0,-120.0,-1.0,-7.0,-0.0022082018927444794,-59.0,-1.0,-4.0,-0.002335084646818447,-61.0,-1.0,-3.0,-0.002059025394646534,0.0,,0.0,,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.79,0.0,2.55,0.0,3.44,0.0,3.08,0.0,0.0,4.19,0.0
BACON,333.0,55.0,16.52,549.0,122.0,22.22,1.0,0.0,0.0,2269.0,1116.0,2599.0,1188.0,1.0,0.0,0.0,8.0,2.0,25.0,9.0,0.0,0.0,0.0,0.0,,24.0,3.0,30.0,3.0,10.0,0.0,0.0,,3.0,1.0,33.33,0.0,0.0,,0.0,0.0,,8.0,1.0,12.5,12.0,0.0,0.0,0.0,0.0,,138.0,35.0,25.36,137.0,39.0,28.47,1.0,0.0,0.0,6119.0,2565.0,41.92,329.0,17.0,5.17,547.0,47.0,8.59,1.0,0.0,0.0,2268.0,895.0,2594.0,905.0,2.0,0.0,0.0,8.0,1.0,12.5,9.0,1.0,11.11,0.0,0.0,,24.0,2.0,8.33,30.0,0.0,0.0,0.0,0.0,,3.0,1.0,33.33,0.0,0.0,,0.0,0.0,,8.0,1.0,12.5,12.0,0.0,0.0,0.0,0.0,,137.0,23.0,16.79,137.0,30.0,21.9,1.0,0.0,0.0,6106.0,1923.0,31.49,2783.0,1213.0,2777.0,940.0,882.0,177.0,876.0,64.0,3336.0,1352.0,3329.0,983.0,4868.0,2304.0,4862.0,1800.0,17.0,2.0,17.0,2.0,54.0,6.0,54.0,2.0,3.0,1.0,3.0,1.0,20.0,1.0,20.0,1.0,275.0,74.0,274.0,53.0,-642.0,-0.25029239766081873,-13.0,-0.0021245301519856184,-369.0,-0.2729289940828402,-7.0,-0.0020983213429256594,-273.0,-0.22506183017312448,-6.0,-0.0021559468199784403,0.0,0.0,0.0,0.0,1.0,inf,0.0,0.0,-1.0,-0.5,0.0,0.0,0.0,,0.0,,-113.0,-0.6384180790960452,-6.0,-0.006802721088435374,-75.0,-0.6147540983606558,-2.0,-0.0036429872495446266,-38.0,-0.6909090909090909,-4.0,-0.012012012012012012,0.0,,0.0,0.0,-4.0,-0.6666666666666666,0.0,0.0,-3.0,-1.0,0.0,0.0,-1.0,-0.3333333333333333,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,-21.0,-0.28378378378378377,-1.0,-0.0036363636363636364,-9.0,-0.23076923076923078,0.0,0.0,-12.0,-0.34285714285714286,-1.0,-0.007246376811594203,-504.0,-0.21875,-6.0,-0.0012325390304026294,-283.0,-0.2382154882154882,-5.0,-0.001923816852635629,-221.0,-0.19802867383512546,-1.0,-0.00044072278536800354,0.0,,1.0,1.0,11.76,11.76,20.07,7.31,11.11,3.7,33.33,33.33,5.0,5.0,26.91,19.34,47.33,37.02,40.53,29.53,45.71,34.89,43.59,33.85,12.5,49.18,39.46
BAKER,419.0,2.0,0.48,563.0,0.0,0.0,0.0,0.0,,530.0,7.0,594.0,6.0,0.0,0.0,,4.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,,2.0,0.0,9.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,,14.0,0.0,0.0,15.0,1.0,6.67,0.0,0.0,,2163.0,16.0,0.74,418.0,0.0,0.0,562.0,0.0,0.0,0.0,0.0,,527.0,0.0,592.0,0.0,0.0,0.0,,4.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,,14.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,,2156.0,0.0,0.0,972.0,9.0,968.0,0.0,982.0,2.0,980.0,0.0,1191.0,7.0,1188.0,0.0,1124.0,13.0,1119.0,0.0,9.0,0.0,9.0,0.0,11.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0,29.0,1.0,29.0,0.0,-16.0,-1.0,-7.0,-0.003236245954692557,-7.0,-1.0,-3.0,-0.0025188916876574307,-9.0,-1.0,-4.0,-0.00411522633744856,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,-2.0,-1.0,-2.0,-0.002036659877800407,0.0,,-1.0,-0.0017761989342806395,-2.0,-1.0,-1.0,-0.002386634844868735,0.0,,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,-1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,,0.0,0.0,-13.0,-1.0,-5.0,-0.004448398576512456,-6.0,-1.0,-2.0,-0.003367003367003367,-7.0,-1.0,-3.0,-0.005660377358490566,0.0,,0.0,,0.0,0.0,0.2,0.0,0.0,0.0,,,0.0,0.0,3.45,0.0,1.16,0.0,0.59,0.0,1.01,0.0,0.93,0.0,0.0,1.32,0.0
BALDWIN,4026.0,23.0,0.57,5892.0,18.0,0.31,2.0,0.0,0.0,6096.0,1540.0,7078.0,1658.0,3.0,0.0,0.0,80.0,3.0,3.75,98.0,6.0,6.12,0.0,0.0,,59.0,1.0,89.0,6.0,6.74,0.0,0.0,,6.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,,51.0,4.0,7.84,66.0,4.0,6.06,0.0,0.0,,340.0,25.0,7.35,315.0,20.0,6.35,0.0,0.0,,24206.0,3308.0,13.67,4010.0,0.0,0.0,5869.0,0.0,0.0,2.0,0.0,0.0,6065.0,0.0,7035.0,0.0,3.0,0.0,0.0,80.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,,59.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,,6.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,,50.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,,337.0,0.0,0.0,309.0,0.0,0.0,0.0,0.0,,24083.0,0.0,0.0,10658.0,1596.0,10607.0,0.0,9918.0,41.0,9879.0,0.0,13548.0,1712.0,13476.0,0.0,13174.0,3198.0,13100.0,0.0,178.0,9.0,178.0,0.0,148.0,7.0,149.0,0.0,16.0,0.0,16.0,0.0,117.0,8.0,115.0,0.0,655.0,45.0,646.0,0.0,-3308.0,-1.0,-123.0,-0.005081384780632901,-1712.0,-1.0,-72.0,-0.005314437555358724,-1596.0,-1.0,-51.0,-0.004785137924563708,-9.0,-1.0,0.0,0.0,-6.0,-1.0,0.0,0.0,-3.0,-1.0,0.0,0.0,0.0,,0.0,,-41.0,-1.0,-39.0,-0.003932244404113733,-18.0,-1.0,-23.0,-0.003903598099117447,-23.0,-1.0,-16.0,-0.003974167908594138,0.0,,0.0,0.0,-7.0,-1.0,1.0,0.006756756756756757,-6.0,-1.0,1.0,0.011235955056179775,-1.0,-1.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,-8.0,-1.0,-2.0,-0.017094017094017096,-4.0,-1.0,-1.0,-0.015151515151515152,-4.0,-1.0,-1.0,-0.0196078431372549,0.0,,0.0,,0.0,,0.0,,-45.0,-1.0,-9.0,-0.013740458015267175,-20.0,-1.0,-6.0,-0.01904761904761905,-25.0,-1.0,-3.0,-0.008823529411764706,-3198.0,-1.0,-74.0,-0.005617124639441324,-1658.0,-1.0,-43.0,-0.0060751624752755015,-1540.0,-1.0,-31.0,-0.005085301837270341,0.0,,0.0,0.0,5.06,0.0,0.41,0.0,4.73,0.0,0.0,0.0,6.84,0.0,6.87,0.0,24.28,0.0,12.64,0.0,23.42,0.0,14.97,0.0,1.69,25.26,0.0
BANKS,106.0,8.0,7.55,88.0,4.0,4.55,0.0,0.0,,4359.0,1472.0,4729.0,1478.0,2.0,0.0,0.0,39.0,3.0,7.69,37.0,1.0,2.7,0.0,0.0,,79.0,3.0,60.0,1.0,1.67,0.0,0.0,,1.0,1.0,100.0,6.0,0.0,0.0,0.0,0.0,,19.0,5.0,26.32,13.0,1.0,7.69,0.0,0.0,,243.0,22.0,9.05,199.0,32.0,16.08,0.0,0.0,,9978.0,3031.0,30.38,106.0,3.0,2.83,88.0,0.0,0.0,0.0,0.0,,4354.0,585.0,4725.0,553.0,2.0,0.0,0.0,39.0,1.0,2.56,37.0,0.0,0.0,0.0,0.0,,79.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,,19.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,,243.0,2.0,0.82,199.0,5.0,2.51,0.0,0.0,,9970.0,1149.0,11.52,4846.0,1514.0,4842.0,591.0,194.0,12.0,194.0,3.0,5132.0,1517.0,5128.0,558.0,9088.0,2950.0,9079.0,1138.0,76.0,4.0,76.0,1.0,139.0,4.0,139.0,0.0,7.0,1.0,8.0,0.0,32.0,6.0,32.0,0.0,442.0,54.0,442.0,7.0,-1882.0,-0.6209171890465193,-8.0,-0.0008017638805371818,-959.0,-0.6321687541199736,-4.0,-0.000779423226812159,-923.0,-0.6096433289299867,-4.0,-0.0008254230293025176,-3.0,-0.75,0.0,0.0,-1.0,-1.0,0.0,0.0,-2.0,-0.6666666666666666,0.0,0.0,0.0,,0.0,,-9.0,-0.75,0.0,0.0,-4.0,-1.0,0.0,0.0,-5.0,-0.625,0.0,0.0,0.0,,0.0,,-4.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-3.0,-1.0,0.0,0.0,0.0,,0.0,,-1.0,-1.0,1.0,0.14285714285714285,0.0,,0.0,0.0,-1.0,-1.0,1.0,1.0,0.0,,0.0,,-6.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-5.0,-1.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,-47.0,-0.8703703703703703,0.0,0.0,-27.0,-0.84375,0.0,0.0,-20.0,-0.9090909090909091,0.0,0.0,-1812.0,-0.6142372881355932,-9.0,-0.0009903169014084507,-925.0,-0.6258457374830853,-4.0,-0.0008458447874814971,-887.0,-0.6025815217391305,-5.0,-0.0011470520761642578,0.0,,0.0,0.0,5.26,1.32,6.19,1.55,2.88,0.0,14.29,0.0,18.75,0.0,12.22,1.58,32.46,12.53,29.56,10.88,31.25,11.7,31.24,12.21,3.8,33.77,13.44
