Precinct,County,Registered Voters,Donald J. Trump (I) (Rep)_Election Day Votes,Donald J. Trump (I) (Rep)_Advanced Voting Votes,Donald J. Trump (I) (Rep)_Absentee by Mail Votes,Donald J. Trump (I) (Rep)_Provisional Votes,Donald J. Trump (I) (Rep)_Choice Total,Joseph R. Biden (Dem)_Election Day Votes,Joseph R. Biden (Dem)_Advanced Voting Votes,Joseph R. Biden (Dem)_Absentee by Mail Votes,Joseph R. Biden (Dem)_Provisional Votes,Joseph R. Biden (Dem)_Choice Total,Jo Jorgensen (Lib)_Election Day Votes,Jo Jorgensen (Lib)_Advanced Voting Votes,Jo Jorgensen (Lib)_Absentee by Mail Votes,Jo Jorgensen (Lib)_Provisional Votes,Jo Jorgensen (Lib)_Choice Total,Total,
Yatesville,Upson,1347,350,366,67,0,783,65,71,114,0,250,2,2,0,0,4,1037,
Salem,Upson,370,14,21,9,0,44,69,77,120,0,266,1,1,0,0,2,312,
Redbone,Upson,8219,600,3486,628,3,4717,170,621,489,0,1280,8,26,6,0,40,6037,
Town,Upson,8239,400,2190,471,3,3064,342,1214,849,0,2405,17,19,14,0,50,5519,
