Precinct,County,Registered Voters,YES_Election Day Votes,YES_Advanced Voting Votes,YES_Absentee by Mail Votes,YES_Provisional Votes,YES_Choice Total,NO_Election Day Votes,NO_Advanced Voting Votes,NO_Absentee by Mail Votes,NO_Provisional Votes,NO_Choice Total,Total,
East Macon 1,Bibb,2108,185,275,234,4,698,51,97,88,2,238,936,
East Macon 2,Bibb,3932,372,760,531,5,1668,101,260,228,1,590,2258,
East Macon 3,Bibb,3494,317,747,469,5,1538,97,241,173,2,513,2051,
East Macon 4,Bibb,2280,293,392,327,6,1018,76,118,121,0,315,1333,
East Macon 5,Bibb,2552,253,502,329,0,1084,103,203,183,2,491,1575,
Godfrey 1,Bibb,6283,495,1179,683,7,2364,128,346,310,0,784,3148,
Godfrey 2,Bibb,2158,172,262,194,1,629,51,95,70,0,216,845,
Godfrey 3,Bibb,3292,299,577,303,5,1184,108,170,152,1,431,1615,
Godfrey 4,Bibb,2231,218,269,184,1,672,56,107,95,1,259,931,
Godfrey 5,Bibb,4761,530,871,465,2,1868,147,277,225,2,651,2519,
Hazzard 1,Bibb,3377,368,594,370,5,1337,116,219,164,0,499,1836,
Hazzard 2,Bibb,4173,632,909,456,6,2003,209,337,149,1,696,2699,
Hazzard 3,Bibb,7068,602,1664,837,11,3114,186,629,371,4,1190,4304,
Hazzard 4,Bibb,4745,571,1329,650,5,2555,223,520,257,0,1000,3555,
Howard 1,Bibb,3436,344,878,588,3,1813,137,382,209,0,728,2541,
Howard 2,Bibb,3394,388,903,514,3,1808,128,377,193,2,700,2508,
Howard 3,Bibb,6397,659,1645,900,2,3206,213,678,297,2,1190,4396,
Howard 4,Bibb,1711,187,453,235,1,876,58,166,63,0,287,1163,
Howard 5,Bibb,2272,293,542,195,2,1032,93,163,86,2,344,1376,
Howard 6,Bibb,2213,238,614,301,10,1163,74,207,88,2,371,1534,
Howard 7,Bibb,2897,343,818,415,2,1578,137,273,175,0,585,2163,
Rutland 1,Bibb,5704,810,1402,664,2,2878,321,590,296,1,1208,4086,
Rutland 2,Bibb,3409,549,729,330,3,1611,271,308,140,3,722,2333,
Vineville 1,Bibb,3572,351,782,474,3,1610,99,228,153,1,481,2091,
Vineville 2,Bibb,2067,223,377,296,0,896,73,123,91,1,288,1184,
Vineville 3,Bibb,3127,256,602,363,4,1225,85,184,179,0,448,1673,
Vineville 4,Bibb,4097,429,751,440,7,1627,148,265,196,2,611,2238,
Vineville 5,Bibb,2359,259,645,325,2,1231,90,219,126,0,435,1666,
Vineville 6,Bibb,3021,365,695,431,4,1495,110,223,158,3,494,1989,
Warrior 1,Bibb,2617,497,515,268,4,1284,208,231,129,0,568,1852,
Warrior 2,Bibb,3232,435,824,346,4,1609,205,368,132,2,707,2316,
