Precinct,County,Registered Voters,William A. Enloe_Election Day Votes,William A. Enloe_Advanced Voting Votes,William A. Enloe_Absentee by Mail Votes,William A. Enloe_Provisional Votes,William A. Enloe_Choice Total,Total,
Rabun County,Rabun,13072,1250,4748,2037,0,8035,8035,
