Precinct,County,Registered Voters,David Bishop_Election Day Votes,David Bishop_Advanced Voting Votes,David Bishop_Absentee by Mail Votes,David Bishop_Provisional Votes,David Bishop_Choice Total,Total,
Courthouse Annex,Pulaski,5687,408,2364,473,1,3246,3246,
