Precinct,County,Registered Voters,YES_Election Day Votes,YES_Advanced Voting Votes,YES_Absentee by Mail Votes,YES_Provisional Votes,YES_Choice Total,NO_Election Day Votes,NO_Advanced Voting Votes,NO_Absentee by Mail Votes,NO_Provisional Votes,NO_Choice Total,Total,
Precinct 1,Seminole,1292,185,302,60,0,547,61,138,52,0,251,798,
Precinct 2,Seminole,1122,98,324,67,0,489,39,127,35,0,201,690,
Precinct 3,Seminole,1174,118,241,56,0,415,34,82,36,0,152,567,
Precinct 4,Seminole,1121,168,257,46,0,471,105,111,28,0,244,715,
Precinct 5,Seminole,1227,216,241,70,0,527,120,100,37,0,257,784,
