Precinct,County,Registered Voters,YES_Election Day Votes,YES_Advanced Voting Votes,YES_Absentee by Mail Votes,YES_Provisional Votes,YES_Choice Total,NO_Election Day Votes,NO_Advanced Voting Votes,NO_Absentee by Mail Votes,NO_Provisional Votes,NO_Choice Total,Total,
Habersham North,Habersham,9096,509,3124,1015,4,4652,197,1331,342,5,1875,6527,
Habersham South,Habersham,6171,463,1727,575,3,2768,162,660,241,2,1065,3833,
Demorest,Habersham,4963,367,1537,450,2,2356,164,668,203,0,1035,3391,
Town of Mt Airy,Habersham,790,81,203,56,1,341,37,82,29,1,149,490,
City of Baldwin,Habersham,1252,134,263,95,0,492,45,96,40,0,181,673,
Mud Creek,Habersham,4435,383,1262,385,1,2031,168,499,195,1,863,2894,
Amys Creek,Habersham,1557,201,497,208,0,906,85,140,61,0,286,1192,
