Precinct,County,Registered Voters,Keith Harper (I) (Rep)_Election Day Votes,Keith Harper (I) (Rep)_Advanced Voting Votes,Keith Harper (I) (Rep)_Absentee by Mail Votes,Keith Harper (I) (Rep)_Provisional Votes,Keith Harper (I) (Rep)_Choice Total,Total,
Elberton,Elbert,3798,175,862,285,0,1322,1322,
