Precinct,County,Registered Voters,Lynn Smith (I) (Rep)_Election Day Votes,Lynn Smith (I) (Rep)_Advanced Voting Votes,Lynn Smith (I) (Rep)_Absentee by Mail Votes,Lynn Smith (I) (Rep)_Provisional Votes,Lynn Smith (I) (Rep)_Choice Total,Total,
Whitesburg,Carroll,2190,567,594,159,0,1320,1320,
