Precinct,County,Registered Voters,YES_Election Day Votes,YES_Advanced Voting Votes,YES_Absentee by Mail Votes,YES_Provisional Votes,YES_Choice Total,NO_Election Day Votes,NO_Advanced Voting Votes,NO_Absentee by Mail Votes,NO_Provisional Votes,NO_Choice Total,Total,
1A,Clarke,3017,429,540,528,2,1499,115,134,95,2,346,1845,
1B,Clarke,3645,252,914,843,4,2013,82,185,129,0,396,2409,
1C,Clarke,2242,240,651,652,0,1543,41,117,67,0,225,1768,
1D,Clarke,2830,276,778,909,0,1963,52,114,91,0,257,2220,
2A,Clarke,4341,438,660,627,0,1725,138,204,143,1,486,2211,
2B,Clarke,5136,401,968,628,3,2000,128,257,136,2,523,2523,
3A,Clarke,2938,222,531,399,4,1156,78,124,72,1,275,1431,
3B,Clarke,4122,314,1048,530,3,1895,66,122,80,1,269,2164,
4A,Clarke,2072,196,555,340,0,1091,47,76,55,1,179,1270,
4B,Clarke,4096,405,1260,679,1,2345,60,152,83,1,296,2641,
5A,Clarke,3007,232,1016,693,1,1942,51,157,85,0,293,2235,
5B,Clarke,3030,293,718,698,1,1710,74,172,115,0,361,2071,
5C,Clarke,2053,157,776,462,1,1396,25,65,35,0,125,1521,
5D,Clarke,3087,298,657,474,1,1430,107,181,83,4,375,1805,
6A,Clarke,3780,317,985,827,3,2132,79,229,123,1,432,2564,
6B,Clarke,3865,320,932,968,0,2220,79,216,109,1,405,2625,
6C,Clarke,3129,307,842,747,0,1896,52,133,99,0,284,2180,
6D,Clarke,1701,180,513,403,0,1096,42,64,42,0,148,1244,
7A,Clarke,2968,279,806,717,1,1803,65,142,78,0,285,2088,
7B,Clarke,3166,231,883,739,2,1855,53,135,66,0,254,2109,
7C,Clarke,2733,290,828,642,2,1762,40,115,69,0,224,1986,
8A,Clarke,3319,253,758,779,2,1792,60,139,99,1,299,2091,
8B,Clarke,2317,228,506,573,0,1307,60,90,51,0,201,1508,
8C,Clarke,3910,357,971,798,4,2130,76,139,84,0,299,2429,
