Precinct,County,Registered Voters,Stanley Corbett (I) (Rep)_Election Day Votes,Stanley Corbett (I) (Rep)_Advanced Voting Votes,Stanley Corbett (I) (Rep)_Absentee by Mail Votes,Stanley Corbett (I) (Rep)_Provisional Votes,Stanley Corbett (I) (Rep)_Choice Total,Total,
Statenville,Echols,2156,233,935,135,0,1303,1303,
