Precinct,County,Registered Voters,Tripp Fitzner (Rep)_Election Day Votes,Tripp Fitzner (Rep)_Advanced Voting Votes,Tripp Fitzner (Rep)_Absentee by Mail Votes,Tripp Fitzner (Rep)_Provisional Votes,Tripp Fitzner (Rep)_Choice Total,Total,
Jack Strickland Comm Center,Candler,6300,544,2611,546,0,3701,3701,
