Precinct,County,Registered Voters,YES_Election Day Votes,YES_Advanced Voting Votes,YES_Absentee by Mail Votes,YES_Provisional Votes,YES_Choice Total,NO_Election Day Votes,NO_Advanced Voting Votes,NO_Absentee by Mail Votes,NO_Provisional Votes,NO_Choice Total,Total,
Greensboro,Greene,3999,253,1080,442,5,1780,94,504,221,1,820,2600,
Union Point,Greene,1873,206,396,202,0,804,77,217,99,0,393,1197,
Siloam,Greene,991,108,226,119,0,453,47,108,41,0,196,649,
White Plains,Greene,347,40,88,32,0,160,19,53,16,0,88,248,
Old Salem,Greene,6961,382,2678,1061,2,4123,130,1150,382,2,1664,5787,
