Precinct,County,Registered Voters,YES_Election Day Votes,YES_Advanced Voting Votes,YES_Absentee by Mail Votes,YES_Provisional Votes,YES_Choice Total,NO_Election Day Votes,NO_Advanced Voting Votes,NO_Absentee by Mail Votes,NO_Provisional Votes,NO_Choice Total,Total,
Acworth 1A,Cobb,5458,398,1569,1247,3,3217,78,332,197,0,607,3824,
Acworth 1B,Cobb,5214,542,1375,989,5,2911,132,293,181,0,606,3517,
Acworth 1C,Cobb,5110,381,1411,869,6,2667,104,345,183,3,635,3302,
Addison 01,Cobb,2444,310,571,748,0,1629,63,111,100,1,275,1904,
Austell 1A,Cobb,5329,394,1217,920,10,2541,138,313,202,3,656,3197,
Bells Ferry 02,Cobb,3127,378,769,716,1,1864,89,147,105,1,342,2206,
Bells Ferry 03,Cobb,2436,378,511,464,2,1355,83,109,68,1,261,1616,
Bells Ferry 04,Cobb,3646,556,896,775,5,2232,111,169,96,0,376,2608,
Big Shanty 01,Cobb,2385,303,545,472,1,1321,67,104,65,4,240,1561,
Big Shanty 02,Cobb,3236,402,852,780,2,2036,79,179,107,0,365,2401,
Baker 01,Cobb,4773,546,1383,807,7,2743,110,272,117,1,500,3243,
Birney 01,Cobb,2727,273,550,571,8,1402,81,153,102,2,338,1740,
Birney 02,Cobb,3894,298,1031,1001,4,2334,80,226,169,1,476,2810,
Bryant 01,Cobb,2142,161,581,374,2,1118,53,154,106,1,314,1432,
Bryant 02,Cobb,6209,422,1180,654,4,2260,159,396,172,1,728,2988,
Blackwell 01,Cobb,2698,314,653,692,3,1662,90,141,94,0,325,1987,
Chattahoochee 01,Cobb,5969,558,1601,1054,6,3219,130,297,138,3,568,3787,
Cheatham Hill 02,Cobb,3085,364,900,835,1,2100,62,161,79,0,302,2402,
Cheatham Hill 03,Cobb,4029,380,1278,1082,0,2740,83,251,123,1,458,3198,
Chalker 01,Cobb,6065,667,1447,1031,2,3147,137,291,144,1,573,3720,
Clarkdale 01,Cobb,1937,179,418,363,2,962,59,108,74,1,242,1204,
Clarkdale 02,Cobb,5372,542,1333,933,4,2812,155,363,172,2,692,3504,
Cooper 01,Cobb,5252,420,1199,921,2,2542,125,331,199,1,656,3198,
Chestnut Ridge 01,Cobb,3162,373,804,1056,0,2233,64,159,120,0,343,2576,
Dickerson 01,Cobb,2828,301,764,939,4,2008,56,127,100,0,283,2291,
Dobbins 01,Cobb,3024,268,446,370,7,1091,85,109,79,5,278,1369,
Dobbins 02,Cobb,3984,454,957,554,6,1971,100,188,101,1,390,2361,
Dowell 01,Cobb,3197,358,924,784,4,2070,62,187,106,0,355,2425,
Dodgen 01,Cobb,2100,295,547,662,3,1507,46,81,80,0,207,1714,
Durham 01,Cobb,4256,407,1543,931,2,2883,77,272,131,0,480,3363,
Davis 01,Cobb,2093,369,529,512,1,1411,79,90,65,0,234,1645,
Eastside 01,Cobb,3040,374,730,1047,4,2155,58,155,101,0,314,2469,
Eastside 02,Cobb,4074,342,998,1451,1,2792,95,174,174,1,444,3236,
Elizabeth 01,Cobb,4065,449,912,613,2,1976,98,218,96,2,414,2390,
Elizabeth 02,Cobb,2434,307,561,670,4,1542,76,118,90,0,284,1826,
Elizabeth 03,Cobb,2767,349,653,844,1,1847,84,151,96,1,332,2179,
Elizabeth 04,Cobb,3011,408,600,638,1,1647,111,127,98,0,336,1983,
Elizabeth 05,Cobb,2884,407,703,818,1,1929,76,107,94,0,277,2206,
East Piedmont 01,Cobb,2627,362,600,559,0,1521,91,111,85,0,287,1808,
Fair Oaks 02,Cobb,5779,545,1119,1017,3,2684,181,314,202,3,700,3384,
Fair Oaks 04,Cobb,5322,589,736,731,4,2060,190,209,140,4,543,2603,
Fullers Park 01,Cobb,3452,401,880,1077,0,2358,96,152,132,0,380,2738,
Ford 01,Cobb,3161,326,1076,689,0,2091,67,234,87,1,389,2480,
Frey 01,Cobb,2582,186,928,524,0,1638,52,199,73,0,324,1962,
Garrison Mill 01,Cobb,2872,386,793,780,1,1960,79,141,77,0,297,2257,
Gritters 01,Cobb,4033,552,951,940,2,2445,126,186,142,0,454,2899,
Harmony-Leland 01,Cobb,6394,349,1852,1383,4,3588,127,440,261,0,828,4416,
Harrison 01,Cobb,3122,357,981,715,0,2053,74,210,84,0,368,2421,
Hightower 01,Cobb,4262,431,1023,1543,0,2997,72,203,164,0,439,3436,
Hayes 01,Cobb,4111,399,1243,1034,1,2677,84,270,116,0,470,3147,
Kennesaw 1A,Cobb,2499,332,626,377,9,1344,80,134,48,6,268,1612,
Kennesaw 2A,Cobb,3944,410,1049,760,3,2222,110,205,90,2,407,2629,
Kennesaw 3A,Cobb,6477,547,1726,1184,4,3461,138,355,159,3,655,4116,
Kennesaw 4A,Cobb,3783,346,1016,821,3,2186,82,218,115,0,415,2601,
Kennesaw 5A,Cobb,5855,726,1816,1147,1,3690,121,327,177,0,625,4315,
Kell 01,Cobb,2006,344,450,508,1,1303,82,80,43,0,205,1508,
Kemp 01,Cobb,1960,277,572,459,0,1308,41,108,69,0,218,1526,
