Precinct,County,Registered Voters,YES_Election Day Votes,YES_Advanced Voting Votes,YES_Absentee by Mail Votes,YES_Provisional Votes,YES_Choice Total,NO_Election Day Votes,NO_Advanced Voting Votes,NO_Absentee by Mail Votes,NO_Provisional Votes,NO_Choice Total,Total,
Kemp 02,Cobb,4049,438,1158,1023,6,2625,96,248,128,1,473,3098,
Kemp 03,Cobb,3955,521,1261,826,3,2611,92,283,137,0,512,3123,
Lassiter 01,Cobb,3647,480,1003,1022,0,2505,86,163,140,0,389,2894,
Lindley 01,Cobb,4797,350,1470,1233,0,3053,105,303,195,0,603,3656,
Lost Mountain 01,Cobb,3604,229,1295,888,1,2413,68,283,127,0,478,2891,
Lost Mountain 02,Cobb,4121,379,1571,949,0,2899,77,326,95,0,498,3397,
Lost Mountain 03,Cobb,5387,341,2001,1203,2,3547,59,473,148,0,680,4227,
Lost Mountain 04,Cobb,2629,276,897,623,0,1796,42,175,66,1,284,2080,
Mableton 01,Cobb,5127,313,1283,1191,2,2789,99,353,218,2,672,3461,
Mableton 02,Cobb,3330,282,631,562,0,1475,98,176,130,0,404,1879,
Mableton 03,Cobb,3010,301,747,692,2,1742,66,176,113,1,356,2098,
Mableton 04,Cobb,1581,171,418,474,0,1063,40,93,59,0,192,1255,
Mabry 01,Cobb,1656,245,458,467,3,1173,50,80,38,1,169,1342,
Macland 01,Cobb,4213,329,1151,826,1,2307,87,302,150,1,540,2847,
Murdock 01,Cobb,4059,512,968,1358,0,2838,78,184,146,0,408,3246,
McEachern 01,Cobb,3549,231,1064,827,1,2123,63,260,169,0,492,2615,
McCleskey 01,Cobb,1736,264,442,468,0,1174,64,96,64,0,224,1398,
McClure 01,Cobb,3290,410,1022,698,3,2133,82,210,103,0,395,2528,
Marietta 1A,Cobb,4468,433,825,652,1,1911,82,187,90,4,363,2274,
Marietta 2A,Cobb,2059,342,558,575,0,1475,49,96,69,0,214,1689,
Marietta 2B,Cobb,4447,455,1115,928,2,2500,127,229,137,1,494,2994,
Marietta 3A,Cobb,4388,430,1116,1086,1,2633,94,224,147,2,467,3100,
Marietta 3B,Cobb,2218,175,460,417,1,1053,45,130,83,0,258,1311,
Marietta 4A,Cobb,1956,414,453,548,0,1415,66,85,57,0,208,1623,
Marietta 4B,Cobb,2056,243,504,519,1,1267,54,99,58,0,211,1478,
Marietta 4C,Cobb,2781,332,853,720,0,1905,53,153,99,0,305,2210,
Marietta 5A,Cobb,3324,346,668,621,3,1638,100,158,109,2,369,2007,
Marietta 5B,Cobb,3084,337,551,404,3,1295,67,123,105,0,295,1590,
Marietta 6A,Cobb,2647,272,574,388,4,1238,93,126,54,1,274,1512,
Marietta 6B,Cobb,2910,324,756,810,0,1890,76,143,98,0,317,2207,
Marietta 7A,Cobb,3745,305,735,434,1,1475,64,161,77,3,305,1780,
Mars Hill 01,Cobb,3633,422,1118,689,1,2230,96,265,78,1,440,2670,
Mars Hill 02,Cobb,2916,367,821,538,0,1726,55,174,88,0,317,2043,
Mt Bethel 01,Cobb,4125,423,1013,1451,4,2891,84,177,154,2,417,3308,
Mt Bethel 03,Cobb,3294,250,939,1025,0,2214,47,160,119,0,326,2540,
Mt Bethel 04,Cobb,2981,282,753,1006,0,2041,57,108,126,0,291,2332,
North Cobb 01,Cobb,2317,259,647,465,1,1372,66,134,66,0,266,1638,
Nickajack 01,Cobb,4889,385,1466,1052,3,2906,88,292,116,2,498,3404,
Norton Park 01,Cobb,4922,455,1017,1080,8,2560,143,217,144,1,505,3065,
Nicholson 01,Cobb,2455,370,583,572,1,1526,56,121,83,0,260,1786,
Oakdale 01,Cobb,3944,345,1065,1135,0,2545,82,189,121,0,392,2937,
Oregon 01,Cobb,1614,216,495,363,2,1076,36,125,65,0,226,1302,
Oregon 02,Cobb,5671,485,1348,1228,2,3063,141,297,216,0,654,3717,
Oregon 03,Cobb,5713,519,1067,895,4,2485,137,248,174,4,563,3048,
Oregon 04,Cobb,4673,379,1112,1017,3,2511,122,263,212,1,598,3109,
Oregon 05,Cobb,3846,391,1225,923,1,2540,90,266,105,0,461,3001,
Pebblebrook 01,Cobb,5218,401,1216,860,5,2482,138,353,222,1,714,3196,
Powers Ferry 01,Cobb,3504,431,819,829,2,2081,104,144,121,1,370,2451,
Pine Mountain 01,Cobb,3491,399,1165,801,5,2370,77,192,102,0,371,2741,
Pine Mountain 02,Cobb,3127,391,973,804,2,2170,82,170,103,0,355,2525,
Post Oak 01,Cobb,3660,424,1056,1028,3,2511,86,160,113,1,360,2871,
Pope 01,Cobb,3153,313,850,955,0,2118,71,173,118,0,362,2480,
Palmer 01,Cobb,2760,334,661,625,0,1620,103,152,95,0,350,1970,
Powders Springs 1A,Cobb,4755,269,1500,1145,4,2918,66,327,179,1,573,3491,
Powders Springs 2A,Cobb,3536,229,902,616,0,1747,85,261,133,2,481,2228,
Powders Springs 3A,Cobb,3991,283,1090,682,1,2056,89,362,123,0,574,2630,
Pitner 01,Cobb,2814,429,761,567,2,1759,100,132,69,0,301,2060,
Rocky Mount 01,Cobb,3390,494,855,862,2,2213,112,153,118,0,383,2596,
Riverside 01,Cobb,2133,172,387,251,1,811,76,129,73,1,279,1090,
Roswell 01,Cobb,5374,553,1412,1902,1,3868,108,202,199,0,509,4377,
Roswell 02,Cobb,3701,454,865,1264,2,2585,76,169,150,1,396,2981,
Sandy Plains 01,Cobb,2933,391,743,817,2,1953,73,143,105,0,321,2274,
Shallowford Falls 01,Cobb,3387,443,862,1095,0,2400,86,161,107,1,355,2755,
Simpson 01,Cobb,1868,207,557,493,1,1258,40,102,59,0,201,1459,
Sewell Mill 01,Cobb,3493,399,913,1024,0,2336,99,138,158,0,395,2731,
Sewell Mill 03,Cobb,4759,567,964,1012,4,2547,126,215,150,2,493,3040,
Smyrna 1A,Cobb,4152,450,857,725,2,2034,111,167,117,2,397,2431,
Smyrna 2A,Cobb,5539,464,1460,1131,2,3057,123,246,140,0,509,3566,
Smyrna 3A,Cobb,4573,366,1216,1003,4,2589,90,251,159,0,500,3089,
Smyrna 3B,Cobb,2496,251,699,650,3,1603,46,131,79,0,256,1859,
Smyrna 4A,Cobb,5842,472,1611,1862,4,3949,99,255,271,1,626,4575,
Smyrna 5A,Cobb,4319,448,954,882,8,2292,104,212,141,1,458,2750,
Smyrna 6A,Cobb,5936,522,1631,1658,4,3815,104,320,206,3,633,4448,
Smyrna 7A,Cobb,6378,384,2067,1931,0,4382,66,336,245,0,647,5029,
Sope Creek 01,Cobb,2163,315,514,733,1,1563,55,81,78,0,214,1777,
Sope Creek 02,Cobb,4729,472,1217,1335,3,3027,91,222,170,1,484,3511,
Sope Creek 03,Cobb,2886,374,751,788,0,1913,60,119,107,0,286,2199,
Sweetwater 01,Cobb,3235,307,889,602,0,1798,86,225,120,1,432,2230,
Sweetwater 02,Cobb,3367,279,590,612,12,1493,70,187,133,8,398,1891,
Terrell Mill 01,Cobb,5816,543,1214,1053,11,2821,153,278,175,0,606,3427,
Timber Ridge 01,Cobb,2448,292,622,824,1,1739,48,108,82,0,238,1977,
Vaughan 01,Cobb,3146,391,1112,617,0,2120,63,220,61,0,344,2464,
Vinings 01,Cobb,3260,331,851,775,1,1958,70,155,72,0,297,2255,
Vinings 02,Cobb,6400,578,1669,1516,4,3767,112,256,177,2,547,4314,
Vinings 03,Cobb,4407,321,1240,1109,4,2674,78,245,140,1,464,3138,
Vinings 04,Cobb,3405,522,806,896,0,2224,82,139,115,1,337,2561,
Wade Green 02,Cobb,4718,557,1283,1033,0,2873,113,246,156,1,516,3389,
Willeo 01,Cobb,2836,408,711,908,0,2027,64,117,97,1,279,2306,
