Precinct,County,Registered Voters,Randy Kasprzyk (Rep)_Election Day Votes,Randy Kasprzyk (Rep)_Advanced Voting Votes,Randy Kasprzyk (Rep)_Absentee by Mail Votes,Randy Kasprzyk (Rep)_Provisional Votes,Randy Kasprzyk (Rep)_Choice Total,Jeffrey Wooten (Rep)_Election Day Votes,Jeffrey Wooten (Rep)_Advanced Voting Votes,Jeffrey Wooten (Rep)_Absentee by Mail Votes,Jeffrey Wooten (Rep)_Provisional Votes,Jeffrey Wooten (Rep)_Choice Total,Total,calc_participation
107.0,Putnam,4293.0,209.0,573.0,205.0,0.0,987.0,383.0,1045.0,558.0,0.0,1986.0,2973.0,69.3
