Precinct,County,Registered Voters,Tyler Gregory_Election Day Votes,Tyler Gregory_Advanced Voting Votes,Tyler Gregory_Absentee by Mail Votes,Tyler Gregory_Provisional Votes,Tyler Gregory_Choice Total,Spencer Lynn Seay_Election Day Votes,Spencer Lynn Seay_Advanced Voting Votes,Spencer Lynn Seay_Absentee by Mail Votes,Spencer Lynn Seay_Provisional Votes,Spencer Lynn Seay_Choice Total,Total,calc_participation
South Monroe,Walton,3910.0,69.0,208.0,101.0,0.0,378.0,21.0,89.0,30.0,0.0,140.0,518.0,13.2
