Precinct,County,Registered Voters,"Tommy Manry, Jr. (I) (Dem)_Election Day Votes","Tommy Manry, Jr. (I) (Dem)_Advanced Voting Votes","Tommy Manry, Jr. (I) (Dem)_Absentee by Mail Votes","Tommy Manry, Jr. (I) (Dem)_Provisional Votes","Tommy Manry, Jr. (I) (Dem)_Choice Total",Total,calc_participation
Edison-Arlington,Calhoun,594.0,105.0,170.0,91.0,0.0,366.0,366.0,61.6
