Precinct,County,Registered Voters,Kelsey Nicole Malcom_Election Day Votes,Kelsey Nicole Malcom_Advanced Voting Votes,Kelsey Nicole Malcom_Absentee by Mail Votes,Kelsey Nicole Malcom_Provisional Votes,Kelsey Nicole Malcom_Choice Total,Total,calc_participation
Good Hope,Walton,2149.0,96.0,85.0,22.0,0.0,203.0,203.0,9.4
