Precinct,County,Registered Voters,J. Collins (I) (Rep)_Election Day Votes,J. Collins (I) (Rep)_Advanced Voting Votes,J. Collins (I) (Rep)_Absentee by Mail Votes,J. Collins (I) (Rep)_Provisional Votes,J. Collins (I) (Rep)_Choice Total,Total,
Dog River Library,Douglas,4915,469,2233,602,0,3304,3304,
