Precinct,County,Registered Voters,Mandisha A. Thomas (Dem)_Election Day Votes,Mandisha A. Thomas (Dem)_Advanced Voting Votes,Mandisha A. Thomas (Dem)_Absentee by Mail Votes,Mandisha A. Thomas (Dem)_Provisional Votes,Mandisha A. Thomas (Dem)_Choice Total,Total,
Church At Chapel Hill,Douglas,6353,440,2155,1065,0,3660,3660,
