Precinct,County,Registered Voters,Sam Johnson (I) (Dem)_Election Day Votes,Sam Johnson (I) (Dem)_Advanced Voting Votes,Sam Johnson (I) (Dem)_Absentee by Mail Votes,Sam Johnson (I) (Dem)_Provisional Votes,Sam Johnson (I) (Dem)_Choice Total,Total,
Court House,Clay,390,61,109,57,0,227,227,
