Precinct,County,Registered Voters,David A. Perdue (I) (Rep)_Election Day Votes,David A. Perdue (I) (Rep)_Advanced Voting Votes,David A. Perdue (I) (Rep)_Absentee by Mail Votes,David A. Perdue (I) (Rep)_Provisional Votes,David A. Perdue (I) (Rep)_Choice Total,Jon Ossoff (Dem)_Election Day Votes,Jon Ossoff (Dem)_Advanced Voting Votes,Jon Ossoff (Dem)_Absentee by Mail Votes,Jon Ossoff (Dem)_Provisional Votes,Jon Ossoff (Dem)_Choice Total,Shane Hazel (Lib)_Election Day Votes,Shane Hazel (Lib)_Advanced Voting Votes,Shane Hazel (Lib)_Absentee by Mail Votes,Shane Hazel (Lib)_Provisional Votes,Shane Hazel (Lib)_Choice Total,Total,
West Berrien,Berrien,999,327,270,84,1,682,20,29,24,0,73,8,7,3,0,18,773,
Ray City,Berrien,1946,321,582,124,1,1028,70,79,62,0,211,25,13,6,0,44,1283,
Nashville,Berrien,6079,551,2406,386,2,3345,109,343,184,0,636,13,50,14,0,77,4058,
Enigma,Berrien,1111,306,237,70,4,617,40,25,21,1,87,6,1,2,0,9,713,
Alapaha,Berrien,1140,284,265,64,1,614,85,72,40,0,197,4,4,4,0,12,823,
