Precinct,County,Registered Voters,Donald Britt_Election Day Votes,Donald Britt_Advanced Voting Votes,Donald Britt_Absentee by Mail Votes,Donald Britt_Provisional Votes,Donald Britt_Choice Total,Kay Brumbelow_Election Day Votes,Kay Brumbelow_Advanced Voting Votes,Kay Brumbelow_Absentee by Mail Votes,Kay Brumbelow_Provisional Votes,Kay Brumbelow_Choice Total,Total,
Brooks,Fayette,2567,42,54,37,1,134,77,127,37,1,242,376,
