Precinct,County,Registered Voters,YES_Election Day Votes,YES_Advanced Voting Votes,YES_Absentee by Mail Votes,YES_Provisional Votes,YES_Choice Total,NO_Election Day Votes,NO_Advanced Voting Votes,NO_Absentee by Mail Votes,NO_Provisional Votes,NO_Choice Total,Total,
Beards Creek,Long,1539,228,307,109,2,646,61,75,20,0,156,802,
Rye Patch/Oak Dale,Long,3131,333,792,184,4,1313,81,174,37,1,293,1606,
South Ludowici,Long,1392,120,281,72,2,475,30,87,27,1,145,620,
North Ludowici,Long,2281,199,533,133,3,868,54,160,33,0,247,1115,
Tibet,Long,920,132,231,27,0,390,29,72,11,0,112,502,
Alma Flournoy,Long,298,51,74,13,0,138,16,21,6,2,45,183,
Faith Baptist Annex,Long,909,91,227,42,0,360,17,86,3,1,107,467,
