Precinct,County,Registered Voters,"John """"John Boy"""" Reddish (Rep)_Election Day Votes","John """"John Boy"""" Reddish (Rep)_Advanced Voting Votes","John """"John Boy"""" Reddish (Rep)_Absentee by Mail Votes","John """"John Boy"""" Reddish (Rep)_Provisional Votes","John """"John Boy"""" Reddish (Rep)_Choice Total",Total,
Rye Patch/Oak Dale,Long,3131,392,839,159,4,1394,1394,
