Precinct,County,Registered Voters,YES_Election Day Votes,YES_Advanced Voting Votes,YES_Absentee by Mail Votes,YES_Provisional Votes,YES_Choice Total,NO_Election Day Votes,NO_Advanced Voting Votes,NO_Absentee by Mail Votes,NO_Provisional Votes,NO_Choice Total,Total,
131,McDuffie,1172,67,265,164,0,496,29,119,71,0,219,715,
132,McDuffie,1507,89,540,109,0,738,33,283,92,0,408,1146,
133A,McDuffie,1278,113,323,89,0,525,31,201,72,0,304,829,
133B,McDuffie,1959,155,516,130,0,801,90,385,103,0,578,1379,
134,McDuffie,1908,134,486,264,0,884,38,255,123,0,416,1300,
135,McDuffie,3089,191,951,258,0,1400,68,477,172,0,717,2117,
136,McDuffie,1940,147,367,216,0,730,45,131,124,0,300,1030,
137,McDuffie,1202,64,413,93,0,570,30,251,82,0,363,933,
139,McDuffie,978,74,290,86,0,450,30,152,70,0,252,702,
