Precinct,County,Registered Voters,Lester Hutchins (I) (Dem)_Election Day Votes,Lester Hutchins (I) (Dem)_Advanced Voting Votes,Lester Hutchins (I) (Dem)_Absentee by Mail Votes,Lester Hutchins (I) (Dem)_Provisional Votes,Lester Hutchins (I) (Dem)_Choice Total,Total,
Arlington,Calhoun,684,130,152,128,0,410,410,
