Precinct,County,Registered Voters,Jason Shaw (I) (Rep)_Election Day Votes,Jason Shaw (I) (Rep)_Advanced Voting Votes,Jason Shaw (I) (Rep)_Absentee by Mail Votes,Jason Shaw (I) (Rep)_Provisional Votes,Jason Shaw (I) (Rep)_Choice Total,Robert G. Bryant (Dem)_Election Day Votes,Robert G. Bryant (Dem)_Advanced Voting Votes,Robert G. Bryant (Dem)_Absentee by Mail Votes,Robert G. Bryant (Dem)_Provisional Votes,Robert G. Bryant (Dem)_Choice Total,Elizabeth Melton (Lib)_Election Day Votes,Elizabeth Melton (Lib)_Advanced Voting Votes,Elizabeth Melton (Lib)_Absentee by Mail Votes,Elizabeth Melton (Lib)_Provisional Votes,Elizabeth Melton (Lib)_Choice Total,Total,
Bluffton,Clay,383,38,98,30,0,166,13,41,35,0,89,5,1,2,0,8,263,
Zetto,Clay,366,19,48,7,0,74,35,72,53,0,160,2,2,3,0,7,241,
Court House,Clay,390,12,35,10,0,57,47,80,55,0,182,0,2,3,0,5,244,
Old Head Start,Clay,453,22,84,19,0,125,36,54,75,0,165,1,4,2,0,7,297,
Days Cross Road,Clay,461,37,120,38,0,195,23,52,59,0,134,0,2,1,0,3,332,
