Precinct,County,Registered Voters,Jason Shaw (I) (Rep)_Election Day Votes,Jason Shaw (I) (Rep)_Advanced Voting Votes,Jason Shaw (I) (Rep)_Absentee by Mail Votes,Jason Shaw (I) (Rep)_Provisional Votes,Jason Shaw (I) (Rep)_Choice Total,Robert G. Bryant (Dem)_Election Day Votes,Robert G. Bryant (Dem)_Advanced Voting Votes,Robert G. Bryant (Dem)_Absentee by Mail Votes,Robert G. Bryant (Dem)_Provisional Votes,Robert G. Bryant (Dem)_Choice Total,Elizabeth Melton (Lib)_Election Day Votes,Elizabeth Melton (Lib)_Advanced Voting Votes,Elizabeth Melton (Lib)_Absentee by Mail Votes,Elizabeth Melton (Lib)_Provisional Votes,Elizabeth Melton (Lib)_Choice Total,Total,
Bloodworth,Wilkinson,434,183,100,22,0,305,9,12,11,0,32,3,1,1,0,5,342,
Griffin,Wilkinson,184,76,32,11,0,119,12,5,14,0,31,2,0,0,0,2,152,
High Hill,Wilkinson,173,70,29,8,0,107,9,10,6,0,25,2,0,1,0,3,135,
Irwinton,Wilkinson,875,74,187,22,1,284,42,194,103,0,339,3,6,2,0,11,634,
Ivey,Wilkinson,960,287,188,44,2,521,29,31,20,0,80,11,8,1,0,20,621,
Lord,Wilkinson,735,139,134,23,0,296,72,85,67,0,224,2,1,4,0,7,527,
Midway,Wilkinson,938,33,72,10,1,116,86,245,172,2,505,0,3,2,0,5,626,
Ramah,Wilkinson,1709,230,251,79,0,560,192,273,164,0,629,5,6,4,0,15,1204,
Turkey Creek,Wilkinson,462,143,70,20,0,233,42,36,15,0,93,3,1,3,0,7,333,
