County,Init_nRegistered_Black_Male,Init_nVoted_Black_Male,Init_pctVoted_Black_Male,Init_nRegistered_Black_Female,Init_nVoted_Black_Female,Init_pctVoted_Black_Female,Init_nRegistered_Black_Unknown,Init_nVoted_Black_Unknown,Init_pctVoted_Black_Unknown,Init_nRegistered_White_Male,Init_nVoted_White_Male,Init_pctVoted_White_Male,Init_nRegistered_White_Female,Init_nVoted_White_Female,Init_nRegistered_White_Unknown,Init_nVoted_White_Unknown,Init_pctVoted_White_Unknown,Init_nRegistered_Asia-pi_Male,Init_nVoted_Asia-pi_Male,Init_pctVoted_Asia-pi_Male,Init_nRegistered_Asia-pi_Female,Init_nVoted_Asia-pi_Female,Init_pctVoted_Asia-pi_Female,Init_nRegistered_Asia-pi_Unknown,Init_nVoted_Asia-pi_Unknown,Init_pctVoted_Asia-pi_Unknown,Init_nRegistered_Hisp-lt_Male,Init_nVoted_Hisp-lt_Male,Init_pctVoted_Hisp-lt_Male,Init_nRegistered_Hisp-lt_Female,Init_nVoted_Hisp-lt_Female,Init_pctVoted_Hisp-lt_Female,Init_nRegistered_Hisp-lt_Unknown,Init_nVoted_Hisp-lt_Unknown,Init_pctVoted_Hisp-lt_Unknown,Init_nRegistered_Native-am_Male,Init_nVoted_Native-am_Male,Init_pctVoted_Native-am_Male,Init_nRegistered_Native-am_Female,Init_nVoted_Native-am_Female,Init_pctVoted_Native-am_Female,Init_nRegistered_Native-am_Unknown,Init_nVoted_Native-am_Unknown,Init_pctVoted_Native-am_Unknown,Init_nRegistered_Other_Male,Init_nVoted_Other_Male,Init_pctVoted_Other_Male,Init_nRegistered_Other_Female,Init_nVoted_Other_Female,Init_pctVoted_Other_Female,Init_nRegistered_Other_Unknown,Init_nVoted_Other_Unknown,Init_pctVoted_Other_Unknown,Init_nRegistered_Unknown_Male,Init_nVoted_Unknown_Male,Init_pctVoted_Unknown_Male,Init_nRegistered_Unknown_Female,Init_nVoted_Unknown_Female,Init_pctVoted_Unknown_Female,Init_nRegistered_Unknown_Unknown,Init_nVoted_Unknown_Unknown,Init_pctVoted_Unknown_Unknown,Init_nRegistered_All_All,Init_nVoted_All_All,Init_pctVoted_All_All,Runoff_nRegistered_Black_Male,Runoff_nVoted_Black_Male,Runoff_pctVoted_Black_Male,Runoff_nRegistered_Black_Female,Runoff_nVoted_Black_Female,Runoff_pctVoted_Black_Female,Runoff_nRegistered_Black_Unknown,Runoff_nVoted_Black_Unknown,Runoff_pctVoted_Black_Unknown,Runoff_nRegistered_White_Male,Runoff_nVoted_White_Male,Runoff_nRegistered_White_Female,Runoff_nVoted_White_Female,Runoff_nRegistered_White_Unknown,Runoff_nVoted_White_Unknown,Runoff_pctVoted_White_Unknown,Runoff_nRegistered_Asia-pi_Male,Runoff_nVoted_Asia-pi_Male,Runoff_pctVoted_Asia-pi_Male,Runoff_nRegistered_Asia-pi_Female,Runoff_nVoted_Asia-pi_Female,Runoff_nRegistered_Asia-pi_Unknown,Runoff_nVoted_Asia-pi_Unknown,Runoff_pctVoted_Asia-pi_Unknown,Runoff_nRegistered_Hisp-lt_Male,Runoff_nVoted_Hisp-lt_Male,Runoff_nRegistered_Hisp-lt_Female,Runoff_nVoted_Hisp-lt_Female,Runoff_pctVoted_Hisp-lt_Female,Runoff_nRegistered_Hisp-lt_Unknown,Runoff_nVoted_Hisp-lt_Unknown,Runoff_pctVoted_Hisp-lt_Unknown,Runoff_nRegistered_Native-am_Male,Runoff_nVoted_Native-am_Male,Runoff_pctVoted_Native-am_Male,Runoff_nRegistered_Native-am_Female,Runoff_nVoted_Native-am_Female,Runoff_pctVoted_Native-am_Female,Runoff_nRegistered_Native-am_Unknown,Runoff_nVoted_Native-am_Unknown,Runoff_pctVoted_Native-am_Unknown,Runoff_nRegistered_Other_Male,Runoff_nVoted_Other_Male,Runoff_pctVoted_Other_Male,Runoff_nRegistered_Other_Female,Runoff_nVoted_Other_Female,Runoff_pctVoted_Other_Female,Runoff_nRegistered_Other_Unknown,Runoff_nVoted_Other_Unknown,Runoff_pctVoted_Other_Unknown,Runoff_nRegistered_Unknown_Male,Runoff_nVoted_Unknown_Male,Runoff_nRegistered_Unknown_Female,Runoff_nVoted_Unknown_Female,Runoff_nRegistered_Unknown_Unknown,Runoff_nVoted_Unknown_Unknown,Runoff_pctVoted_Unknown_Unknown,Runoff_nRegistered_All_All,Runoff_nVoted_All_All,Runoff_pctVoted_All_All,Init_nRegistered_All_Male,Init_nVoted_All_Male,Runoff_nRegistered_All_Male,Runoff_nVoted_All_Male,Init_nRegistered_Black_All,Init_nVoted_Black_All,Runoff_nRegistered_Black_All,Runoff_nVoted_Black_All,Init_nRegistered_All_Female,Init_nVoted_All_Female,Runoff_nRegistered_All_Female,Runoff_nVoted_All_Female,Init_nRegistered_White_All,Init_nVoted_White_All,Runoff_nRegistered_White_All,Runoff_nVoted_White_All,Init_nRegistered_Asia-pi_All,Init_nVoted_Asia-pi_All,Runoff_nRegistered_Asia-pi_All,Runoff_nVoted_Asia-pi_All,Init_nRegistered_Hisp-lt_All,Init_nVoted_Hisp-lt_All,Runoff_nRegistered_Hisp-lt_All,Runoff_nVoted_Hisp-lt_All,Init_nRegistered_Native-am_All,Init_nVoted_Native-am_All,Runoff_nRegistered_Native-am_All,Runoff_nVoted_Native-am_All,Init_nRegistered_Other_All,Init_nVoted_Other_All,Runoff_nRegistered_Other_All,Runoff_nVoted_Other_All,Init_nRegistered_Unknown_All,Init_nVoted_Unknown_All,Runoff_nRegistered_Unknown_All,Runoff_nVoted_Unknown_All,Delta_nVoted_All_All,pctChange_nVoted_All_All,Delta_nRegistered_All_All,pctChange_nRegistered_All_All,Delta_nVoted_All_Female,pctChange_nVoted_All_Female,Delta_nRegistered_All_Female,pctChange_nRegistered_All_Female,Delta_nVoted_All_Male,pctChange_nVoted_All_Male,Delta_nRegistered_All_Male,pctChange_nRegistered_All_Male,Delta_nVoted_Asia-pi_All,pctChange_nVoted_Asia-pi_All,Delta_nRegistered_Asia-pi_All,pctChange_nRegistered_Asia-pi_All,Delta_nVoted_Asia-pi_Female,pctChange_nVoted_Asia-pi_Female,Delta_nRegistered_Asia-pi_Female,pctChange_nRegistered_Asia-pi_Female,Delta_nVoted_Asia-pi_Male,pctChange_nVoted_Asia-pi_Male,Delta_nRegistered_Asia-pi_Male,pctChange_nRegistered_Asia-pi_Male,Delta_nVoted_Asia-pi_Unknown,pctChange_nVoted_Asia-pi_Unknown,Delta_nRegistered_Asia-pi_Unknown,pctChange_nRegistered_Asia-pi_Unknown,Delta_nVoted_Black_All,pctChange_nVoted_Black_All,Delta_nRegistered_Black_All,pctChange_nRegistered_Black_All,Delta_nVoted_Black_Female,pctChange_nVoted_Black_Female,Delta_nRegistered_Black_Female,pctChange_nRegistered_Black_Female,Delta_nVoted_Black_Male,pctChange_nVoted_Black_Male,Delta_nRegistered_Black_Male,pctChange_nRegistered_Black_Male,Delta_nVoted_Black_Unknown,pctChange_nVoted_Black_Unknown,Delta_nRegistered_Black_Unknown,pctChange_nRegistered_Black_Unknown,Delta_nVoted_Hisp-lt_All,pctChange_nVoted_Hisp-lt_All,Delta_nRegistered_Hisp-lt_All,pctChange_nRegistered_Hisp-lt_All,Delta_nVoted_Hisp-lt_Female,pctChange_nVoted_Hisp-lt_Female,Delta_nRegistered_Hisp-lt_Female,pctChange_nRegistered_Hisp-lt_Female,Delta_nVoted_Hisp-lt_Male,pctChange_nVoted_Hisp-lt_Male,Delta_nRegistered_Hisp-lt_Male,pctChange_nRegistered_Hisp-lt_Male,Delta_nVoted_Hisp-lt_Unknown,pctChange_nVoted_Hisp-lt_Unknown,Delta_nRegistered_Hisp-lt_Unknown,pctChange_nRegistered_Hisp-lt_Unknown,Delta_nVoted_Native-am_All,pctChange_nVoted_Native-am_All,Delta_nRegistered_Native-am_All,pctChange_nRegistered_Native-am_All,Delta_nVoted_Native-am_Female,pctChange_nVoted_Native-am_Female,Delta_nRegistered_Native-am_Female,pctChange_nRegistered_Native-am_Female,Delta_nVoted_Native-am_Male,pctChange_nVoted_Native-am_Male,Delta_nRegistered_Native-am_Male,pctChange_nRegistered_Native-am_Male,Delta_nVoted_Native-am_Unknown,pctChange_nVoted_Native-am_Unknown,Delta_nRegistered_Native-am_Unknown,pctChange_nRegistered_Native-am_Unknown,Delta_nVoted_Other_All,pctChange_nVoted_Other_All,Delta_nRegistered_Other_All,pctChange_nRegistered_Other_All,Delta_nVoted_Other_Female,pctChange_nVoted_Other_Female,Delta_nRegistered_Other_Female,pctChange_nRegistered_Other_Female,Delta_nVoted_Other_Male,pctChange_nVoted_Other_Male,Delta_nRegistered_Other_Male,pctChange_nRegistered_Other_Male,Delta_nVoted_Other_Unknown,pctChange_nVoted_Other_Unknown,Delta_nRegistered_Other_Unknown,pctChange_nRegistered_Other_Unknown,Delta_nVoted_Unknown_Unknown,pctChange_nVoted_Unknown_Unknown,Delta_nRegistered_Unknown_Unknown,pctChange_nRegistered_Unknown_Unknown,Delta_nVoted_Unknown_All,pctChange_nVoted_Unknown_All,Delta_nRegistered_Unknown_All,pctChange_nRegistered_Unknown_All,Delta_nVoted_Unknown_Female,pctChange_nVoted_Unknown_Female,Delta_nRegistered_Unknown_Female,pctChange_nRegistered_Unknown_Female,Delta_nVoted_Unknown_Male,pctChange_nVoted_Unknown_Male,Delta_nRegistered_Unknown_Male,pctChange_nRegistered_Unknown_Male,Delta_nVoted_White_All,pctChange_nVoted_White_All,Delta_nRegistered_White_All,pctChange_nRegistered_White_All,Delta_nVoted_White_Female,pctChange_nVoted_White_Female,Delta_nRegistered_White_Female,pctChange_nRegistered_White_Female,Delta_nVoted_White_Male,pctChange_nVoted_White_Male,Delta_nRegistered_White_Male,pctChange_nRegistered_White_Male,Delta_nVoted_White_Unknown,pctChange_nVoted_White_Unknown,Delta_nRegistered_White_Unknown,pctChange_nRegistered_White_Unknown,Init_pctVoted_Asia-pi_All,Runoff_pctVoted_Asia-pi_All,Init_pctVoted_Black_All,Runoff_pctVoted_Black_All,Init_pctVoted_Hisp-lt_All,Runoff_pctVoted_Hisp-lt_All,Init_pctVoted_Native-am_All,Runoff_pctVoted_Native-am_All,Init_pctVoted_Other_All,Runoff_pctVoted_Other_All,Init_pctVoted_Unknown_All,Runoff_pctVoted_Unknown_All,Init_pctVoted_White_All,Runoff_pctVoted_White_All,Init_pctVoted_All_Female,Runoff_pctVoted_All_Female,Runoff_pctVoted_Asia-pi_Female,Runoff_pctVoted_Unknown_Female,Init_pctVoted_White_Female,Runoff_pctVoted_White_Female,Init_pctVoted_All_Male,Runoff_pctVoted_All_Male,Runoff_pctVoted_Hisp-lt_Male,Runoff_pctVoted_Unknown_Male,Runoff_pctVoted_White_Male
APPLING,885.0,4.0,0.45,1173.0,4.0,0.34,0.0,0.0,,3757.0,960.0,25.55,4286.0,942.0,1.0,0.0,0.0,22.0,2.0,9.09,26.0,4.0,15.38,0.0,0.0,,84.0,2.0,2.38,92.0,2.0,2.17,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,,0.0,0.0,,21.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,,357.0,16.0,4.48,312.0,12.0,3.85,1.0,0.0,0.0,11050.0,1948.0,17.63,873.0,1.0,0.11,1161.0,1.0,0.09,0.0,0.0,,3746.0,755.0,4279.0,728.0,1.0,0.0,0.0,21.0,0.0,0.0,26.0,2.0,0.0,0.0,,84.0,2.0,93.0,2.0,2.15,1.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,20.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,,348.0,10.0,315.0,11.0,0.0,0.0,,11002.0,1512.0,13.74,5132.0,984.0,5098.0,768.0,2058.0,8.0,2034.0,2.0,5918.0,964.0,5904.0,744.0,8043.0,1902.0,8025.0,1483.0,48.0,6.0,47.0,2.0,176.0,4.0,177.0,4.0,6.0,0.0,7.0,0.0,50.0,0.0,49.0,0.0,669.0,28.0,663.0,21.0,-436.0,-0.22381930184804927,-48.0,-0.0043438914027149325,-220.0,-0.22821576763485477,-14.0,-0.0023656640757012504,-216.0,-0.21951219512195122,-34.0,-0.006625097427903352,-4.0,-0.6666666666666666,-1.0,-0.020833333333333332,-2.0,-0.5,0.0,0.0,-2.0,-1.0,-1.0,-0.045454545454545456,0.0,,0.0,,-6.0,-0.75,-24.0,-0.011661807580174927,-3.0,-0.75,-12.0,-0.010230179028132993,-3.0,-0.75,-12.0,-0.013559322033898305,0.0,,0.0,,0.0,0.0,1.0,0.005681818181818182,0.0,0.0,1.0,0.010869565217391304,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,1.0,0.16666666666666666,0.0,,1.0,inf,0.0,,0.0,0.0,0.0,,0.0,,0.0,,-1.0,-0.02,0.0,,0.0,0.0,0.0,,-1.0,-0.047619047619047616,0.0,,0.0,,0.0,,-1.0,-1.0,-7.0,-0.25,-6.0,-0.008968609865470852,-1.0,-0.08333333333333333,3.0,0.009615384615384616,-6.0,-0.375,-9.0,-0.025210084033613446,-419.0,-0.2202944269190326,-18.0,-0.002237970906378217,-214.0,-0.22717622080679406,-7.0,-0.0016332244517032197,-205.0,-0.21354166666666666,-11.0,-0.002927867979771094,0.0,,0.0,0.0,12.5,4.26,0.39,0.1,2.27,2.26,0.0,0.0,0.0,0.0,4.19,3.17,23.65,18.48,16.29,12.6,7.69,3.49,21.98,17.01,19.17,15.06,2.38,2.87,20.15
ATKINSON,382.0,3.0,0.79,507.0,2.0,0.39,1.0,0.0,0.0,1416.0,227.0,16.03,1645.0,245.0,0.0,0.0,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,102.0,1.0,0.98,142.0,2.0,1.41,1.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,,9.0,1.0,11.11,6.0,1.0,16.67,0.0,0.0,,79.0,1.0,1.27,84.0,0.0,0.0,3.0,0.0,0.0,4380.0,483.0,11.03,381.0,2.0,0.52,505.0,3.0,0.59,1.0,0.0,0.0,1413.0,263.0,1643.0,272.0,0.0,0.0,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,101.0,2.0,142.0,3.0,2.11,1.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,,9.0,2.0,22.22,6.0,1.0,16.67,0.0,0.0,,75.0,2.0,84.0,0.0,3.0,0.0,0.0,4367.0,550.0,12.59,1990.0,233.0,1981.0,271.0,889.0,5.0,886.0,5.0,2390.0,250.0,2386.0,279.0,3061.0,472.0,3056.0,535.0,2.0,0.0,2.0,0.0,244.0,3.0,243.0,5.0,6.0,0.0,6.0,0.0,15.0,2.0,15.0,3.0,163.0,1.0,159.0,2.0,67.0,0.13871635610766045,-13.0,-0.0029680365296803654,29.0,0.116,-4.0,-0.0016736401673640166,38.0,0.1630901287553648,-9.0,-0.004522613065326633,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,-3.0,-0.003374578177727784,1.0,0.5,-2.0,-0.0039447731755424065,-1.0,-0.3333333333333333,-1.0,-0.002617801047120419,0.0,,0.0,0.0,2.0,0.6666666666666666,-1.0,-0.004098360655737705,1.0,0.5,0.0,0.0,1.0,1.0,-1.0,-0.00980392156862745,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,1.0,1.0,-4.0,-0.024539877300613498,0.0,,0.0,0.0,1.0,1.0,-4.0,-0.05063291139240506,63.0,0.13347457627118645,-5.0,-0.001633453119895459,27.0,0.11020408163265306,-2.0,-0.0012158054711246201,36.0,0.15859030837004406,-3.0,-0.00211864406779661,0.0,,0.0,,0.0,0.0,0.56,0.56,1.23,2.06,0.0,0.0,13.33,20.0,0.61,1.26,15.42,17.51,10.46,11.69,0.0,0.0,14.89,16.56,11.71,13.68,1.98,2.67,18.61
BACON,313.0,0.0,0.0,534.0,2.0,0.37,1.0,0.0,0.0,2248.0,428.0,19.04,2619.0,395.0,2.0,0.0,0.0,8.0,1.0,12.5,9.0,0.0,0.0,0.0,0.0,,33.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,,4.0,1.0,25.0,1.0,0.0,0.0,0.0,0.0,,7.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,,220.0,13.0,5.91,195.0,8.0,4.1,1.0,0.0,0.0,6240.0,848.0,13.59,305.0,2.0,0.66,533.0,0.0,0.0,1.0,0.0,0.0,2232.0,396.0,2611.0,346.0,2.0,0.0,0.0,8.0,1.0,12.5,9.0,1.0,0.0,0.0,,33.0,0.0,37.0,0.0,0.0,0.0,0.0,,4.0,1.0,25.0,1.0,0.0,0.0,0.0,0.0,,7.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,,212.0,11.0,195.0,3.0,1.0,0.0,0.0,6199.0,761.0,12.28,2833.0,443.0,2801.0,411.0,847.0,2.0,838.0,2.0,3407.0,405.0,3398.0,350.0,4867.0,823.0,4843.0,742.0,17.0,1.0,17.0,2.0,70.0,0.0,70.0,0.0,5.0,1.0,5.0,1.0,19.0,0.0,19.0,0.0,415.0,21.0,407.0,14.0,-87.0,-0.10259433962264151,-41.0,-0.006570512820512821,-55.0,-0.13580246913580246,-9.0,-0.0026416201937188143,-32.0,-0.07223476297968397,-32.0,-0.011295446523120367,1.0,1.0,0.0,0.0,1.0,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,-9.0,-0.010625737898465172,-2.0,-1.0,-1.0,-0.0018726591760299626,2.0,inf,-8.0,-0.025559105431309903,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,-7.0,-0.3333333333333333,-8.0,-0.01927710843373494,-5.0,-0.625,0.0,0.0,-2.0,-0.15384615384615385,-8.0,-0.03636363636363636,-81.0,-0.09842041312272175,-24.0,-0.004931169098006986,-49.0,-0.1240506329113924,-8.0,-0.0030546009927453228,-32.0,-0.07476635514018691,-16.0,-0.0071174377224199285,0.0,,0.0,0.0,5.88,11.76,0.24,0.24,0.0,0.0,20.0,20.0,0.0,0.0,5.06,3.44,16.91,15.32,11.89,10.3,11.11,1.54,15.08,13.25,15.64,14.67,0.0,5.19,17.74
BAKER,416.0,0.0,0.0,533.0,2.0,0.38,0.0,0.0,,564.0,114.0,20.21,587.0,84.0,0.0,0.0,,3.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,,3.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,2.0,1.0,50.0,4.0,0.0,0.0,0.0,0.0,,39.0,1.0,2.56,40.0,2.0,5.0,0.0,0.0,,2208.0,204.0,9.24,411.0,0.0,0.0,531.0,1.0,0.19,0.0,0.0,,561.0,154.0,583.0,106.0,0.0,0.0,,3.0,0.0,0.0,6.0,0.0,0.0,0.0,,3.0,0.0,11.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,2.0,1.0,50.0,4.0,0.0,0.0,0.0,0.0,,40.0,0.0,40.0,1.0,0.0,0.0,,2195.0,263.0,11.98,1027.0,116.0,1020.0,155.0,949.0,2.0,942.0,1.0,1181.0,88.0,1175.0,108.0,1151.0,198.0,1144.0,260.0,9.0,0.0,9.0,0.0,14.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,6.0,1.0,79.0,3.0,80.0,1.0,59.0,0.28921568627450983,-13.0,-0.00588768115942029,20.0,0.22727272727272727,-6.0,-0.005080440304826418,39.0,0.33620689655172414,-7.0,-0.006815968841285297,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,-1.0,-0.5,-7.0,-0.007376185458377239,-1.0,-0.5,-2.0,-0.00375234521575985,0.0,,-5.0,-0.01201923076923077,0.0,,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,-2.0,-0.6666666666666666,1.0,0.012658227848101266,-1.0,-0.5,0.0,0.0,-1.0,-1.0,1.0,0.02564102564102564,62.0,0.31313131313131315,-7.0,-0.006081668114682885,22.0,0.2619047619047619,-4.0,-0.0068143100511073255,40.0,0.3508771929824561,-3.0,-0.005319148936170213,0.0,,0.0,,0.0,0.0,0.21,0.11,0.0,0.0,,,16.67,16.67,3.8,1.25,17.2,22.73,7.45,9.19,0.0,2.5,14.31,18.18,11.3,15.2,0.0,0.0,27.45
BALDWIN,4040.0,17.0,0.42,5855.0,12.0,0.2,3.0,0.0,0.0,5875.0,1176.0,20.02,6814.0,1108.0,5.0,1.0,20.0,92.0,2.0,2.17,100.0,3.0,3.0,0.0,0.0,,63.0,3.0,4.76,86.0,2.0,2.33,0.0,0.0,,12.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,,45.0,0.0,0.0,59.0,2.0,3.39,0.0,0.0,,578.0,20.0,3.46,437.0,12.0,2.75,2.0,0.0,0.0,24071.0,2357.0,9.79,3974.0,12.0,0.3,5831.0,9.0,0.15,3.0,0.0,0.0,5831.0,1313.0,6777.0,1250.0,5.0,0.0,0.0,93.0,3.0,3.23,100.0,3.0,0.0,0.0,,62.0,1.0,86.0,3.0,3.49,0.0,0.0,,12.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,,45.0,1.0,2.22,58.0,2.0,3.45,0.0,0.0,,550.0,23.0,431.0,14.0,2.0,0.0,0.0,23866.0,2634.0,11.04,10705.0,1218.0,10567.0,1353.0,9895.0,29.0,9805.0,21.0,13366.0,1139.0,13299.0,1281.0,12689.0,2284.0,12608.0,2563.0,192.0,5.0,193.0,6.0,149.0,5.0,148.0,4.0,27.0,0.0,28.0,0.0,104.0,2.0,103.0,3.0,1015.0,32.0,981.0,37.0,277.0,0.1175222740772168,-205.0,-0.00851647210336089,142.0,0.12467076382791922,-67.0,-0.00501271883884483,135.0,0.11083743842364532,-138.0,-0.012891172349369453,1.0,0.2,1.0,0.005208333333333333,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.010869565217391304,0.0,,0.0,,-8.0,-0.27586206896551724,-90.0,-0.009095502779181405,-3.0,-0.25,-24.0,-0.004099060631938514,-5.0,-0.29411764705882354,-66.0,-0.016336633663366337,0.0,,0.0,0.0,-1.0,-0.2,-1.0,-0.006711409395973154,1.0,0.5,0.0,0.0,-2.0,-0.6666666666666666,-1.0,-0.015873015873015872,0.0,,0.0,,0.0,,1.0,0.037037037037037035,0.0,,1.0,0.06666666666666667,0.0,,0.0,0.0,0.0,,0.0,,1.0,0.5,-1.0,-0.009615384615384616,0.0,0.0,-1.0,-0.01694915254237288,1.0,inf,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,5.0,0.15625,-34.0,-0.033497536945812804,2.0,0.16666666666666666,-6.0,-0.013729977116704805,3.0,0.15,-28.0,-0.04844290657439446,279.0,0.12215411558669002,-81.0,-0.006383481755851525,142.0,0.12815884476534295,-37.0,-0.005429997064866451,137.0,0.11649659863945579,-44.0,-0.00748936170212766,-1.0,-1.0,0.0,0.0,2.6,3.11,0.29,0.21,3.36,2.7,0.0,0.0,1.92,2.91,3.15,3.77,18.0,20.33,8.52,9.63,3.0,3.25,16.26,18.44,11.38,12.8,1.61,4.18,22.52
BANKS,119.0,6.0,5.04,93.0,3.0,3.23,1.0,0.0,0.0,4629.0,1257.0,27.15,4885.0,1160.0,6.0,0.0,0.0,40.0,2.0,5.0,46.0,2.0,4.35,0.0,0.0,,95.0,5.0,5.26,77.0,0.0,0.0,0.0,0.0,,4.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,,24.0,2.0,8.33,21.0,2.0,9.52,0.0,0.0,,486.0,28.0,5.76,364.0,27.0,7.42,4.0,0.0,0.0,10890.0,2494.0,22.9,118.0,0.0,0.0,92.0,0.0,0.0,1.0,0.0,0.0,4623.0,1097.0,4884.0,961.0,6.0,0.0,0.0,40.0,2.0,5.0,46.0,0.0,0.0,0.0,,95.0,6.0,77.0,3.0,3.9,0.0,0.0,,4.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,,24.0,1.0,4.17,21.0,4.0,19.05,0.0,0.0,,487.0,30.0,365.0,29.0,4.0,0.0,0.0,10883.0,2133.0,19.6,5397.0,1300.0,5391.0,1136.0,212.0,9.0,210.0,0.0,5493.0,1194.0,5492.0,997.0,9514.0,2417.0,9507.0,2058.0,86.0,4.0,86.0,2.0,172.0,5.0,172.0,9.0,11.0,0.0,11.0,0.0,45.0,4.0,45.0,5.0,850.0,55.0,852.0,59.0,-361.0,-0.14474739374498796,-7.0,-0.0006427915518824609,-197.0,-0.16499162479061977,-1.0,-0.0001820498816675769,-164.0,-0.12615384615384614,-6.0,-0.0011117287381878821,-2.0,-0.5,0.0,0.0,-2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,-9.0,-1.0,-2.0,-0.009433962264150943,-3.0,-1.0,-1.0,-0.010752688172043012,-6.0,-1.0,-1.0,-0.008403361344537815,0.0,,0.0,0.0,4.0,0.8,0.0,0.0,3.0,inf,0.0,0.0,1.0,0.2,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,1.0,0.25,0.0,0.0,2.0,1.0,0.0,0.0,-1.0,-0.5,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,4.0,0.07272727272727272,2.0,0.002352941176470588,2.0,0.07407407407407407,1.0,0.0027472527472527475,2.0,0.07142857142857142,1.0,0.00205761316872428,-359.0,-0.14853123707074886,-7.0,-0.0007357578305654825,-199.0,-0.17155172413793104,-1.0,-0.00020470829068577277,-160.0,-0.12728719172633254,-6.0,-0.0012961762799740765,0.0,,0.0,0.0,4.65,2.33,4.25,0.0,2.91,5.23,0.0,0.0,8.89,11.11,6.47,6.92,25.4,21.65,21.74,18.15,0.0,7.95,23.75,19.68,24.09,21.07,6.32,6.16,23.73
