Precinct,County,Registered Voters,Justin Spillers (I) (Rep)_Election Day Votes,Justin Spillers (I) (Rep)_Advanced Voting Votes,Justin Spillers (I) (Rep)_Absentee by Mail Votes,Justin Spillers (I) (Rep)_Provisional Votes,Justin Spillers (I) (Rep)_Choice Total,Total,
District 3,Crawford,1738,207,745,144,0,1096,1096,
