Precinct,County,Registered Voters,YES_Election Day Votes,YES_Advanced Voting Votes,YES_Absentee by Mail Votes,YES_Provisional Votes,YES_Choice Total,NO_Election Day Votes,NO_Advanced Voting Votes,NO_Absentee by Mail Votes,NO_Provisional Votes,NO_Choice Total,Total,
District 1A,Crawford,516,44,74,25,0,143,61,77,39,0,177,320,
District 1B,Crawford,1025,38,180,69,1,288,53,259,77,0,389,677,
District 2,Crawford,1659,70,284,120,0,474,112,423,143,1,679,1153,
District 3,Crawford,1738,78,312,76,0,466,150,488,99,0,737,1203,
District 4,Crawford,1805,139,289,99,0,527,234,365,95,0,694,1221,
District 5,Crawford,1769,161,280,96,0,537,221,354,95,0,670,1207,
