Precinct,County,Registered Voters,YES_Election Day Votes,YES_Advanced Voting Votes,YES_Absentee by Mail Votes,YES_Provisional Votes,YES_Choice Total,NO_Election Day Votes,NO_Advanced Voting Votes,NO_Absentee by Mail Votes,NO_Provisional Votes,NO_Choice Total,Total,
District 1A,Crawford,516,73,104,47,0,224,28,45,17,0,90,314,
District 1B,Crawford,1025,62,292,97,1,452,24,134,44,0,202,654,
District 2,Crawford,1659,109,443,155,1,708,69,237,107,0,413,1121,
District 3,Crawford,1738,154,525,91,0,770,66,255,81,0,402,1172,
District 4,Crawford,1805,265,458,122,0,845,107,182,72,0,361,1206,
District 5,Crawford,1769,253,448,106,0,807,125,182,77,0,384,1191,
