Precinct,County,Registered Voters,"John M. Thomas, Sr. (I) (Rep)_Election Day Votes","John M. Thomas, Sr. (I) (Rep)_Advanced Voting Votes","John M. Thomas, Sr. (I) (Rep)_Absentee by Mail Votes","John M. Thomas, Sr. (I) (Rep)_Provisional Votes","John M. Thomas, Sr. (I) (Rep)_Choice Total",Total,
District 4,Crawford,1805,369,636,181,0,1186,1186,
