Precinct,County,Registered Voters,Jason Shaw (I) (Rep)_Election Day Votes,Jason Shaw (I) (Rep)_Advanced Voting Votes,Jason Shaw (I) (Rep)_Absentee by Mail Votes,Jason Shaw (I) (Rep)_Provisional Votes,Jason Shaw (I) (Rep)_Choice Total,Robert G. Bryant (Dem)_Election Day Votes,Robert G. Bryant (Dem)_Advanced Voting Votes,Robert G. Bryant (Dem)_Absentee by Mail Votes,Robert G. Bryant (Dem)_Provisional Votes,Robert G. Bryant (Dem)_Choice Total,Elizabeth Melton (Lib)_Election Day Votes,Elizabeth Melton (Lib)_Advanced Voting Votes,Elizabeth Melton (Lib)_Absentee by Mail Votes,Elizabeth Melton (Lib)_Provisional Votes,Elizabeth Melton (Lib)_Choice Total,Total,
District 1A,Crawford,516,58,96,24,0,178,39,48,40,0,127,6,4,0,0,10,315,
District 1B,Crawford,1025,40,206,37,1,284,53,230,107,0,390,3,7,6,0,16,690,
District 2,Crawford,1659,122,451,98,0,671,56,254,176,1,487,9,18,8,0,35,1193,
District 3,Crawford,1738,187,707,118,0,1012,28,84,55,0,167,8,16,4,0,28,1207,
District 4,Crawford,1805,348,602,144,0,1094,27,66,52,0,145,11,12,9,0,32,1271,
District 5,Crawford,1769,349,572,116,0,1037,34,75,62,0,171,15,11,10,0,36,1244,
