Precinct,County,Registered Voters,YES_Election Day Votes,YES_Advanced Voting Votes,YES_Absentee by Mail Votes,YES_Provisional Votes,YES_Choice Total,NO_Election Day Votes,NO_Advanced Voting Votes,NO_Absentee by Mail Votes,NO_Provisional Votes,NO_Choice Total,Total,
Young Harris,Towns,3323,347,1075,490,1,1913,65,244,72,0,381,2294,
Macedonia,Towns,3828,271,1276,505,1,2053,69,317,85,1,472,2525,
Hiawassee,Towns,3542,237,1280,535,3,2055,49,279,84,0,412,2467,
