Precinct,County,Registered Voters,Marcus Edgy (I) (Rep)_Election Day Votes,Marcus Edgy (I) (Rep)_Advanced Voting Votes,Marcus Edgy (I) (Rep)_Absentee by Mail Votes,Marcus Edgy (I) (Rep)_Provisional Votes,Marcus Edgy (I) (Rep)_Choice Total,Total,Kelly Poole (I) (Rep)_Election Day Votes,Kelly Poole (I) (Rep)_Advanced Voting Votes,Kelly Poole (I) (Rep)_Absentee by Mail Votes,Kelly Poole (I) (Rep)_Provisional Votes,Kelly Poole (I) (Rep)_Choice Total,Henry Ford (I) (Rep)_Election Day Votes,Henry Ford (I) (Rep)_Advanced Voting Votes,Henry Ford (I) (Rep)_Absentee by Mail Votes,Henry Ford (I) (Rep)_Provisional Votes,Henry Ford (I) (Rep)_Choice Total,Larry Allen (I) (Dem)_Election Day Votes,Larry Allen (I) (Dem)_Advanced Voting Votes,Larry Allen (I) (Dem)_Absentee by Mail Votes,Larry Allen (I) (Dem)_Provisional Votes,Larry Allen (I) (Dem)_Choice Total,Eddie D. Elsberry (I) (Dem)_Election Day Votes,Eddie D. Elsberry (I) (Dem)_Advanced Voting Votes,Eddie D. Elsberry (I) (Dem)_Absentee by Mail Votes,Eddie D. Elsberry (I) (Dem)_Provisional Votes,Eddie D. Elsberry (I) (Dem)_Choice Total,Doug Westmoreland (I) (Rep)_Election Day Votes,Doug Westmoreland (I) (Rep)_Advanced Voting Votes,Doug Westmoreland (I) (Rep)_Absentee by Mail Votes,Doug Westmoreland (I) (Rep)_Provisional Votes,Doug Westmoreland (I) (Rep)_Choice Total,"Brian """"Coach"""" Green_Election Day Votes","Brian """"Coach"""" Green_Advanced Voting Votes","Brian """"Coach"""" Green_Absentee by Mail Votes","Brian """"Coach"""" Green_Provisional Votes","Brian """"Coach"""" Green_Choice Total",Shawnda Griffin_Election Day Votes,Shawnda Griffin_Advanced Voting Votes,Shawnda Griffin_Absentee by Mail Votes,Shawnda Griffin_Provisional Votes,Shawnda Griffin_Choice Total,Abbis Y. Bivins_Election Day Votes,Abbis Y. Bivins_Advanced Voting Votes,Abbis Y. Bivins_Absentee by Mail Votes,Abbis Y. Bivins_Provisional Votes,Abbis Y. Bivins_Choice Total,Alice Green_Election Day Votes,Alice Green_Advanced Voting Votes,Alice Green_Absentee by Mail Votes,Alice Green_Provisional Votes,Alice Green_Choice Total,Randy Hough (Rep)_Election Day Votes,Randy Hough (Rep)_Advanced Voting Votes,Randy Hough (Rep)_Absentee by Mail Votes,Randy Hough (Rep)_Provisional Votes,Randy Hough (Rep)_Choice Total,Candice Aaron (Dem)_Election Day Votes,Candice Aaron (Dem)_Advanced Voting Votes,Candice Aaron (Dem)_Absentee by Mail Votes,Candice Aaron (Dem)_Provisional Votes,Candice Aaron (Dem)_Choice Total,"Anton """"Mudd"""" Turner (Dem)_Election Day Votes","Anton """"Mudd"""" Turner (Dem)_Advanced Voting Votes","Anton """"Mudd"""" Turner (Dem)_Absentee by Mail Votes","Anton """"Mudd"""" Turner (Dem)_Provisional Votes","Anton """"Mudd"""" Turner (Dem)_Choice Total",Joretha Ryles (Ind)_Election Day Votes,Joretha Ryles (Ind)_Advanced Voting Votes,Joretha Ryles (Ind)_Absentee by Mail Votes,Joretha Ryles (Ind)_Provisional Votes,Joretha Ryles (Ind)_Choice Total,"Wayne H. """"Chip"""" Carroll, Jr. (Rep)_Election Day Votes","Wayne H. """"Chip"""" Carroll, Jr. (Rep)_Advanced Voting Votes","Wayne H. """"Chip"""" Carroll, Jr. (Rep)_Absentee by Mail Votes","Wayne H. """"Chip"""" Carroll, Jr. (Rep)_Provisional Votes","Wayne H. """"Chip"""" Carroll, Jr. (Rep)_Choice Total",Francisco X. R. Artley (Rep)_Election Day Votes,Francisco X. R. Artley (Rep)_Advanced Voting Votes,Francisco X. R. Artley (Rep)_Absentee by Mail Votes,Francisco X. R. Artley (Rep)_Provisional Votes,Francisco X. R. Artley (Rep)_Choice Total,Devetrion Caldwell (I) (Dem)_Election Day Votes,Devetrion Caldwell (I) (Dem)_Advanced Voting Votes,Devetrion Caldwell (I) (Dem)_Absentee by Mail Votes,Devetrion Caldwell (I) (Dem)_Provisional Votes,Devetrion Caldwell (I) (Dem)_Choice Total,James William Butler (Dem)_Election Day Votes,James William Butler (Dem)_Advanced Voting Votes,James William Butler (Dem)_Absentee by Mail Votes,James William Butler (Dem)_Provisional Votes,James William Butler (Dem)_Choice Total,Doris N. Cook (I) (Rep)_Election Day Votes,Doris N. Cook (I) (Rep)_Advanced Voting Votes,Doris N. Cook (I) (Rep)_Absentee by Mail Votes,Doris N. Cook (I) (Rep)_Provisional Votes,Doris N. Cook (I) (Rep)_Choice Total,Ron Johnson (I) (Rep)_Election Day Votes,Ron Johnson (I) (Rep)_Advanced Voting Votes,Ron Johnson (I) (Rep)_Absentee by Mail Votes,Ron Johnson (I) (Rep)_Provisional Votes,Ron Johnson (I) (Rep)_Choice Total,Leroy M. Bush (I) (Dem)_Election Day Votes,Leroy M. Bush (I) (Dem)_Advanced Voting Votes,Leroy M. Bush (I) (Dem)_Absentee by Mail Votes,Leroy M. Bush (I) (Dem)_Provisional Votes,Leroy M. Bush (I) (Dem)_Choice Total,Robert Youngblood (I) (Dem)_Election Day Votes,Robert Youngblood (I) (Dem)_Advanced Voting Votes,Robert Youngblood (I) (Dem)_Absentee by Mail Votes,Robert Youngblood (I) (Dem)_Provisional Votes,Robert Youngblood (I) (Dem)_Choice Total,Keith Harper (I) (Rep)_Election Day Votes,Keith Harper (I) (Rep)_Advanced Voting Votes,Keith Harper (I) (Rep)_Absentee by Mail Votes,Keith Harper (I) (Rep)_Provisional Votes,Keith Harper (I) (Rep)_Choice Total,Sharon Locklear (Dem)_Election Day Votes,Sharon Locklear (Dem)_Advanced Voting Votes,Sharon Locklear (Dem)_Absentee by Mail Votes,Sharon Locklear (Dem)_Provisional Votes,Sharon Locklear (Dem)_Choice Total,Theresa Lyons (I) (Rep)_Election Day Votes,Theresa Lyons (I) (Rep)_Advanced Voting Votes,Theresa Lyons (I) (Rep)_Absentee by Mail Votes,Theresa Lyons (I) (Rep)_Provisional Votes,Theresa Lyons (I) (Rep)_Choice Total,Omassis Mendonca (Dem)_Election Day Votes,Omassis Mendonca (Dem)_Advanced Voting Votes,Omassis Mendonca (Dem)_Absentee by Mail Votes,Omassis Mendonca (Dem)_Provisional Votes,Omassis Mendonca (Dem)_Choice Total,Janna Akins (I) (Rep)_Election Day Votes,Janna Akins (I) (Rep)_Advanced Voting Votes,Janna Akins (I) (Rep)_Absentee by Mail Votes,Janna Akins (I) (Rep)_Provisional Votes,Janna Akins (I) (Rep)_Choice Total,William L. Sparky Roberts (I) (Rep)_Election Day Votes,William L. Sparky Roberts (I) (Rep)_Advanced Voting Votes,William L. Sparky Roberts (I) (Rep)_Absentee by Mail Votes,William L. Sparky Roberts (I) (Rep)_Provisional Votes,William L. Sparky Roberts (I) (Rep)_Choice Total,Lonnie Robinson (I) (Dem)_Election Day Votes,Lonnie Robinson (I) (Dem)_Advanced Voting Votes,Lonnie Robinson (I) (Dem)_Absentee by Mail Votes,Lonnie Robinson (I) (Dem)_Provisional Votes,Lonnie Robinson (I) (Dem)_Choice Total,Cheryl Bland (I) (Dem)_Election Day Votes,Cheryl Bland (I) (Dem)_Advanced Voting Votes,Cheryl Bland (I) (Dem)_Absentee by Mail Votes,Cheryl Bland (I) (Dem)_Provisional Votes,Cheryl Bland (I) (Dem)_Choice Total,Collin V. Cherry (I) (Rep)_Election Day Votes,Collin V. Cherry (I) (Rep)_Advanced Voting Votes,Collin V. Cherry (I) (Rep)_Absentee by Mail Votes,Collin V. Cherry (I) (Rep)_Provisional Votes,Collin V. Cherry (I) (Rep)_Choice Total,Noah D. Merck (Dem)_Election Day Votes,Noah D. Merck (Dem)_Advanced Voting Votes,Noah D. Merck (Dem)_Absentee by Mail Votes,Noah D. Merck (Dem)_Provisional Votes,Noah D. Merck (Dem)_Choice Total,Jon Estes (I) (Rep)_Election Day Votes,Jon Estes (I) (Rep)_Advanced Voting Votes,Jon Estes (I) (Rep)_Absentee by Mail Votes,Jon Estes (I) (Rep)_Provisional Votes,Jon Estes (I) (Rep)_Choice Total,Anthony Seabolt (I) (Rep)_Election Day Votes,Anthony Seabolt (I) (Rep)_Advanced Voting Votes,Anthony Seabolt (I) (Rep)_Absentee by Mail Votes,Anthony Seabolt (I) (Rep)_Provisional Votes,Anthony Seabolt (I) (Rep)_Choice Total,Glenda Latimore (I) (Dem)_Election Day Votes,Glenda Latimore (I) (Dem)_Advanced Voting Votes,Glenda Latimore (I) (Dem)_Absentee by Mail Votes,Glenda Latimore (I) (Dem)_Provisional Votes,Glenda Latimore (I) (Dem)_Choice Total,Toni Banes (I) (Dem)_Election Day Votes,Toni Banes (I) (Dem)_Advanced Voting Votes,Toni Banes (I) (Dem)_Absentee by Mail Votes,Toni Banes (I) (Dem)_Provisional Votes,Toni Banes (I) (Dem)_Choice Total,Randy Scamihorn (I) (Rep)_Election Day Votes,Randy Scamihorn (I) (Rep)_Advanced Voting Votes,Randy Scamihorn (I) (Rep)_Absentee by Mail Votes,Randy Scamihorn (I) (Rep)_Provisional Votes,Randy Scamihorn (I) (Rep)_Choice Total,Vickie H.W. Benson (Dem)_Election Day Votes,Vickie H.W. Benson (Dem)_Advanced Voting Votes,Vickie H.W. Benson (Dem)_Absentee by Mail Votes,Vickie H.W. Benson (Dem)_Provisional Votes,Vickie H.W. Benson (Dem)_Choice Total,Karen Lee Stoker (I) (Rep)_Election Day Votes,Karen Lee Stoker (I) (Rep)_Advanced Voting Votes,Karen Lee Stoker (I) (Rep)_Absentee by Mail Votes,Karen Lee Stoker (I) (Rep)_Provisional Votes,Karen Lee Stoker (I) (Rep)_Choice Total,Marilyn R. Burks (I) (Dem)_Election Day Votes,Marilyn R. Burks (I) (Dem)_Advanced Voting Votes,Marilyn R. Burks (I) (Dem)_Absentee by Mail Votes,Marilyn R. Burks (I) (Dem)_Provisional Votes,Marilyn R. Burks (I) (Dem)_Choice Total,Brenda J. Wood Henderson (I) (Rep)_Election Day Votes,Brenda J. Wood Henderson (I) (Rep)_Advanced Voting Votes,Brenda J. Wood Henderson (I) (Rep)_Absentee by Mail Votes,Brenda J. Wood Henderson (I) (Rep)_Provisional Votes,Brenda J. Wood Henderson (I) (Rep)_Choice Total,calc_participation
Dirttown,Chattooga,897.0,,,,,,545.0,,,,,,,,,,,,,,,,229.0,227.0,89.0,0.0,545.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.8
Seminole,Chattooga,138.0,,,,,,90.0,,,,,,,,,,,,,,,,34.0,38.0,18.0,0.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.2
Subligna,Chattooga,489.0,,,,,,298.0,,,,,,,,,,,,,,,,141.0,104.0,52.0,1.0,298.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.9
Alpine,Chattooga,872.0,,,,,,556.0,,,,,,,,,,,,,,,,248.0,219.0,89.0,0.0,556.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.8
Cloudland,Chattooga,378.0,,,,,,223.0,,,,,,,,,,,,,,,,74.0,106.0,43.0,0.0,223.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.0
Pennville,Chattooga,588.0,,,,,,301.0,,,,,,,,,,,,,,,,70.0,184.0,47.0,0.0,301.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.2
Habersham North,Habersham,9096.0,,,,,,6044.0,,,,,,,,,,,,,,,,,,,,,691.0,4237.0,1111.0,5.0,6044.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.4
Habersham South,Habersham,6171.0,,,,,,3587.0,,,,,,,,,,,,,,,,,,,,,608.0,2298.0,675.0,6.0,3587.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.1
Demorest,Habersham,4963.0,,,,,,3221.0,,,,,,,,,,,,,,,,,,,,,518.0,2136.0,565.0,2.0,3221.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.9
Town of Mt Airy,Habersham,790.0,,,,,,452.0,,,,,,,,,,,,,,,,,,,,,113.0,264.0,73.0,2.0,452.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.2
City of Baldwin,Habersham,1252.0,,,,,,629.0,,,,,,,,,,,,,,,,,,,,,175.0,341.0,113.0,0.0,629.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.2
Mud Creek,Habersham,4435.0,,,,,,2739.0,,,,,,,,,,,,,,,,,,,,,525.0,1709.0,503.0,2.0,2739.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.8
Amys Creek,Habersham,1557.0,,,,,,1073.0,,,,,,,,,,,,,,,,,,,,,279.0,595.0,199.0,0.0,1073.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.9
101,Richmond,896.0,,,,,,548.0,,,,,,,,,,,,,,,,,,,,,,,,,,107.0,129.0,83.0,1.0,320.0,48.0,101.0,79.0,0.0,228.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.2
102,Richmond,1278.0,,,,,,556.0,,,,,,,,,,,,,,,,,,,,,,,,,,71.0,103.0,84.0,0.0,258.0,93.0,89.0,116.0,0.0,298.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.5
103,Richmond,1428.0,,,,,,711.0,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,117.0,108.0,0.0,297.0,79.0,166.0,168.0,1.0,414.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.8
104,Richmond,2976.0,,,,,,1536.0,,,,,,,,,,,,,,,,,,,,,,,,,,212.0,217.0,219.0,0.0,648.0,223.0,319.0,343.0,3.0,888.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.6
105,Richmond,832.0,,,,,,481.0,,,,,,,,,,,,,,,,,,,,,,,,,,54.0,84.0,62.0,0.0,200.0,54.0,126.0,100.0,1.0,281.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.8
106,Richmond,1182.0,,,,,,445.0,,,,,,,,,,,,,,,,,,,,,,,,,,71.0,56.0,64.0,0.0,191.0,96.0,81.0,77.0,0.0,254.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.6
107,Richmond,1800.0,,,,,,1055.0,,,,,,,,,,,,,,,,,,,,,,,,,,165.0,280.0,198.0,0.0,643.0,91.0,156.0,164.0,1.0,412.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.6
108,Richmond,517.0,,,,,,286.0,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,51.0,42.0,0.0,123.0,42.0,54.0,67.0,0.0,163.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.3
109,Richmond,1052.0,,,,,,566.0,,,,,,,,,,,,,,,,,,,,,,,,,,62.0,108.0,85.0,0.0,255.0,57.0,154.0,100.0,0.0,311.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.8
111,Richmond,1578.0,,,,,,799.0,,,,,,,,,,,,,,,,,,,,,,,,,,110.0,144.0,134.0,0.0,388.0,100.0,155.0,156.0,0.0,411.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.6
112,Richmond,882.0,,,,,,440.0,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,86.0,118.0,0.0,230.0,33.0,83.0,94.0,0.0,210.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.9
114,Richmond,856.0,,,,,,400.0,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,44.0,56.0,0.0,150.0,72.0,91.0,87.0,0.0,250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.7
115,Richmond,1332.0,,,,,,218.0,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,45.0,31.0,0.0,114.0,34.0,27.0,43.0,0.0,104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.4
Agri-Center,Sumter,2059.0,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.0,0.0,0.0,3.0,1.0,5.0,5.0,1.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7
Airport,Sumter,1767.0,,,,,,606.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,156.0,72.0,0.0,265.0,64.0,193.0,84.0,0.0,341.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.3
Reese Park,Sumter,3064.0,,,,,,1092.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0,336.0,159.0,0.0,591.0,82.0,267.0,152.0,0.0,501.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.6
Fayetteville West,Fayette,2362.0,,,,,,1284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.0,344.0,124.0,0.0,562.0,72.0,411.0,238.0,1.0,722.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.4
Morning Creek,Fayette,3059.0,,,,,,244.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,75.0,61.0,0.0,150.0,5.0,43.0,46.0,0.0,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
Rareover,Fayette,3045.0,,,,,,2310.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.0,1221.0,203.0,3.0,1573.0,59.0,507.0,171.0,0.0,737.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.9
Sandy Creek,Fayette,4848.0,,,,,,1281.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.0,534.0,130.0,1.0,734.0,49.0,346.0,152.0,0.0,547.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.4
Shakerag East,Fayette,1689.0,,,,,,1238.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.0,479.0,127.0,2.0,803.0,62.0,233.0,140.0,0.0,435.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.3
