Precinct,County,Registered Voters,YES_Election Day Votes,YES_Advanced Voting Votes,YES_Absentee by Mail Votes,YES_Provisional Votes,YES_Choice Total,NO_Election Day Votes,NO_Advanced Voting Votes,NO_Absentee by Mail Votes,NO_Provisional Votes,NO_Choice Total,Total,calc_participation
101.0,Putnam,3264.0,207.0,768.0,335.0,0.0,1310.0,90.0,485.0,230.0,0.0,805.0,2115.0,64.8
104.0,Putnam,3380.0,193.0,802.0,407.0,0.0,1402.0,104.0,473.0,229.0,0.0,806.0,2208.0,65.3
105.0,Putnam,3734.0,276.0,890.0,481.0,1.0,1648.0,184.0,743.0,382.0,0.0,1309.0,2957.0,79.2
106.0,Putnam,1332.0,158.0,249.0,98.0,0.0,505.0,151.0,216.0,105.0,0.0,472.0,977.0,73.3
107.0,Putnam,4293.0,367.0,901.0,427.0,0.0,1695.0,249.0,757.0,405.0,0.0,1411.0,3106.0,72.4
