Precinct,County,Registered Voters,Blake Christian (Rep)_Election Day Votes,Blake Christian (Rep)_Advanced Voting Votes,Blake Christian (Rep)_Absentee by Mail Votes,Blake Christian (Rep)_Provisional Votes,Blake Christian (Rep)_Choice Total,"Daryl Hall, Sr. (Dem)_Election Day Votes","Daryl Hall, Sr. (Dem)_Advanced Voting Votes","Daryl Hall, Sr. (Dem)_Absentee by Mail Votes","Daryl Hall, Sr. (Dem)_Provisional Votes","Daryl Hall, Sr. (Dem)_Choice Total",Total,"Kevin """"Troop"""" Johnson (Rep)_Election Day Votes","Kevin """"Troop"""" Johnson (Rep)_Advanced Voting Votes","Kevin """"Troop"""" Johnson (Rep)_Absentee by Mail Votes","Kevin """"Troop"""" Johnson (Rep)_Provisional Votes","Kevin """"Troop"""" Johnson (Rep)_Choice Total",Marcia Callaway-Ingram (I) (Rep)_Election Day Votes,Marcia Callaway-Ingram (I) (Rep)_Advanced Voting Votes,Marcia Callaway-Ingram (I) (Rep)_Absentee by Mail Votes,Marcia Callaway-Ingram (I) (Rep)_Provisional Votes,Marcia Callaway-Ingram (I) (Rep)_Choice Total,Wallace Harrell (I) (Rep)_Election Day Votes,Wallace Harrell (I) (Rep)_Advanced Voting Votes,Wallace Harrell (I) (Rep)_Absentee by Mail Votes,Wallace Harrell (I) (Rep)_Provisional Votes,Wallace Harrell (I) (Rep)_Choice Total,James E. Drane (I) (Rep)_Election Day Votes,James E. Drane (I) (Rep)_Advanced Voting Votes,James E. Drane (I) (Rep)_Absentee by Mail Votes,James E. Drane (I) (Rep)_Provisional Votes,James E. Drane (I) (Rep)_Choice Total,John D. Gass (I) (Rep)_Election Day Votes,John D. Gass (I) (Rep)_Advanced Voting Votes,John D. Gass (I) (Rep)_Absentee by Mail Votes,John D. Gass (I) (Rep)_Provisional Votes,John D. Gass (I) (Rep)_Choice Total,Chris A. Davenport (I) (Rep)_Election Day Votes,Chris A. Davenport (I) (Rep)_Advanced Voting Votes,Chris A. Davenport (I) (Rep)_Absentee by Mail Votes,Chris A. Davenport (I) (Rep)_Provisional Votes,Chris A. Davenport (I) (Rep)_Choice Total,Tracy L. Maddux (I) (Rep)_Election Day Votes,Tracy L. Maddux (I) (Rep)_Advanced Voting Votes,Tracy L. Maddux (I) (Rep)_Absentee by Mail Votes,Tracy L. Maddux (I) (Rep)_Provisional Votes,Tracy L. Maddux (I) (Rep)_Choice Total,"Gerald """"Jerry"""" Johnson (I) (Rep)_Election Day Votes","Gerald """"Jerry"""" Johnson (I) (Rep)_Advanced Voting Votes","Gerald """"Jerry"""" Johnson (I) (Rep)_Absentee by Mail Votes","Gerald """"Jerry"""" Johnson (I) (Rep)_Provisional Votes","Gerald """"Jerry"""" Johnson (I) (Rep)_Choice Total",Emory P. (Bubba) Lamb (Dem)_Election Day Votes,Emory P. (Bubba) Lamb (Dem)_Advanced Voting Votes,Emory P. (Bubba) Lamb (Dem)_Absentee by Mail Votes,Emory P. (Bubba) Lamb (Dem)_Provisional Votes,Emory P. (Bubba) Lamb (Dem)_Choice Total,"Manzie T. Broxton, Sr. (Dem)_Election Day Votes","Manzie T. Broxton, Sr. (Dem)_Advanced Voting Votes","Manzie T. Broxton, Sr. (Dem)_Absentee by Mail Votes","Manzie T. Broxton, Sr. (Dem)_Provisional Votes","Manzie T. Broxton, Sr. (Dem)_Choice Total",Tracy K. Hall (Rep)_Election Day Votes,Tracy K. Hall (Rep)_Advanced Voting Votes,Tracy K. Hall (Rep)_Absentee by Mail Votes,Tracy K. Hall (Rep)_Provisional Votes,Tracy K. Hall (Rep)_Choice Total,Crystal Cleveland (Dem)_Election Day Votes,Crystal Cleveland (Dem)_Advanced Voting Votes,Crystal Cleveland (Dem)_Absentee by Mail Votes,Crystal Cleveland (Dem)_Provisional Votes,Crystal Cleveland (Dem)_Choice Total,Shane M. Geeter (I) (Dem)_Election Day Votes,Shane M. Geeter (I) (Dem)_Advanced Voting Votes,Shane M. Geeter (I) (Dem)_Absentee by Mail Votes,Shane M. Geeter (I) (Dem)_Provisional Votes,Shane M. Geeter (I) (Dem)_Choice Total,Keisha Wright Hill (Dem)_Election Day Votes,Keisha Wright Hill (Dem)_Advanced Voting Votes,Keisha Wright Hill (Dem)_Absentee by Mail Votes,Keisha Wright Hill (Dem)_Provisional Votes,Keisha Wright Hill (Dem)_Choice Total,David L. Brown (I) (Dem)_Election Day Votes,David L. Brown (I) (Dem)_Advanced Voting Votes,David L. Brown (I) (Dem)_Absentee by Mail Votes,David L. Brown (I) (Dem)_Provisional Votes,David L. Brown (I) (Dem)_Choice Total,Caroline Power Evans (I) (Rep)_Election Day Votes,Caroline Power Evans (I) (Rep)_Advanced Voting Votes,Caroline Power Evans (I) (Rep)_Absentee by Mail Votes,Caroline Power Evans (I) (Rep)_Provisional Votes,Caroline Power Evans (I) (Rep)_Choice Total,Phinia Aten (I) (Dem)_Election Day Votes,Phinia Aten (I) (Dem)_Advanced Voting Votes,Phinia Aten (I) (Dem)_Absentee by Mail Votes,Phinia Aten (I) (Dem)_Provisional Votes,Phinia Aten (I) (Dem)_Choice Total,"Frank N. """"Buck"""" Wilder, IV (I) (Rep)_Election Day Votes","Frank N. """"Buck"""" Wilder, IV (I) (Rep)_Advanced Voting Votes","Frank N. """"Buck"""" Wilder, IV (I) (Rep)_Absentee by Mail Votes","Frank N. """"Buck"""" Wilder, IV (I) (Rep)_Provisional Votes","Frank N. """"Buck"""" Wilder, IV (I) (Rep)_Choice Total",George Ammons (I) (Dem)_Election Day Votes,George Ammons (I) (Dem)_Advanced Voting Votes,George Ammons (I) (Dem)_Absentee by Mail Votes,George Ammons (I) (Dem)_Provisional Votes,George Ammons (I) (Dem)_Choice Total,Dawn Braddy (Rep)_Election Day Votes,Dawn Braddy (Rep)_Advanced Voting Votes,Dawn Braddy (Rep)_Absentee by Mail Votes,Dawn Braddy (Rep)_Provisional Votes,Dawn Braddy (Rep)_Choice Total,Regina Jones (Dem)_Election Day Votes,Regina Jones (Dem)_Advanced Voting Votes,Regina Jones (Dem)_Absentee by Mail Votes,Regina Jones (Dem)_Provisional Votes,Regina Jones (Dem)_Choice Total,Tony Tarnacki (Rep)_Election Day Votes,Tony Tarnacki (Rep)_Advanced Voting Votes,Tony Tarnacki (Rep)_Absentee by Mail Votes,Tony Tarnacki (Rep)_Provisional Votes,Tony Tarnacki (Rep)_Choice Total,Jason R. Troiano (I) (Rep)_Election Day Votes,Jason R. Troiano (I) (Rep)_Advanced Voting Votes,Jason R. Troiano (I) (Rep)_Absentee by Mail Votes,Jason R. Troiano (I) (Rep)_Provisional Votes,Jason R. Troiano (I) (Rep)_Choice Total,Pat Pollock (I) (Rep)_Election Day Votes,Pat Pollock (I) (Rep)_Advanced Voting Votes,Pat Pollock (I) (Rep)_Absentee by Mail Votes,Pat Pollock (I) (Rep)_Provisional Votes,Pat Pollock (I) (Rep)_Choice Total,"Stephen J. """"Steve"""" Ingram (I) (Rep)_Election Day Votes","Stephen J. """"Steve"""" Ingram (I) (Rep)_Advanced Voting Votes","Stephen J. """"Steve"""" Ingram (I) (Rep)_Absentee by Mail Votes","Stephen J. """"Steve"""" Ingram (I) (Rep)_Provisional Votes","Stephen J. """"Steve"""" Ingram (I) (Rep)_Choice Total",Isaac H. Owens (Dem)_Election Day Votes,Isaac H. Owens (Dem)_Advanced Voting Votes,Isaac H. Owens (Dem)_Absentee by Mail Votes,Isaac H. Owens (Dem)_Provisional Votes,Isaac H. Owens (Dem)_Choice Total,Melinda Anderson (I) (Dem)_Election Day Votes,Melinda Anderson (I) (Dem)_Advanced Voting Votes,Melinda Anderson (I) (Dem)_Absentee by Mail Votes,Melinda Anderson (I) (Dem)_Provisional Votes,Melinda Anderson (I) (Dem)_Choice Total,Mike Burke (I) (Rep)_Election Day Votes,Mike Burke (I) (Rep)_Advanced Voting Votes,Mike Burke (I) (Rep)_Absentee by Mail Votes,Mike Burke (I) (Rep)_Provisional Votes,Mike Burke (I) (Rep)_Choice Total,Martin E. Valbuena (I) (Rep)_Election Day Votes,Martin E. Valbuena (I) (Rep)_Advanced Voting Votes,Martin E. Valbuena (I) (Rep)_Absentee by Mail Votes,Martin E. Valbuena (I) (Rep)_Provisional Votes,Martin E. Valbuena (I) (Rep)_Choice Total,Pat Rasbury (I) (Rep)_Election Day Votes,Pat Rasbury (I) (Rep)_Advanced Voting Votes,Pat Rasbury (I) (Rep)_Absentee by Mail Votes,Pat Rasbury (I) (Rep)_Provisional Votes,Pat Rasbury (I) (Rep)_Choice Total,Brenda Jennings (I) (Rep)_Election Day Votes,Brenda Jennings (I) (Rep)_Advanced Voting Votes,Brenda Jennings (I) (Rep)_Absentee by Mail Votes,Brenda Jennings (I) (Rep)_Provisional Votes,Brenda Jennings (I) (Rep)_Choice Total,"Johnny Floyd, Jr. (Dem)_Election Day Votes","Johnny Floyd, Jr. (Dem)_Advanced Voting Votes","Johnny Floyd, Jr. (Dem)_Absentee by Mail Votes","Johnny Floyd, Jr. (Dem)_Provisional Votes","Johnny Floyd, Jr. (Dem)_Choice Total",Carolyn_Election Day Votes,Carolyn_Advanced Voting Votes,Carolyn_Absentee by Mail Votes,Carolyn_Provisional Votes,Carolyn_Choice Total,Casey Rouse (Rep)_Election Day Votes,Casey Rouse (Rep)_Advanced Voting Votes,Casey Rouse (Rep)_Absentee by Mail Votes,Casey Rouse (Rep)_Provisional Votes,Casey Rouse (Rep)_Choice Total,Brandon Bryson (I) (Rep)_Election Day Votes,Brandon Bryson (I) (Rep)_Advanced Voting Votes,Brandon Bryson (I) (Rep)_Absentee by Mail Votes,Brandon Bryson (I) (Rep)_Provisional Votes,Brandon Bryson (I) (Rep)_Choice Total,Margaret S. Gregory (I) (Rep)_Election Day Votes,Margaret S. Gregory (I) (Rep)_Advanced Voting Votes,Margaret S. Gregory (I) (Rep)_Absentee by Mail Votes,Margaret S. Gregory (I) (Rep)_Provisional Votes,Margaret S. Gregory (I) (Rep)_Choice Total,Berryl A. Anderson (I) (Dem)_Election Day Votes,Berryl A. Anderson (I) (Dem)_Advanced Voting Votes,Berryl A. Anderson (I) (Dem)_Absentee by Mail Votes,Berryl A. Anderson (I) (Dem)_Provisional Votes,Berryl A. Anderson (I) (Dem)_Choice Total,Bryan Oakley Selph (I) (Dem)_Election Day Votes,Bryan Oakley Selph (I) (Dem)_Advanced Voting Votes,Bryan Oakley Selph (I) (Dem)_Absentee by Mail Votes,Bryan Oakley Selph (I) (Dem)_Provisional Votes,Bryan Oakley Selph (I) (Dem)_Choice Total,Shelia J. Thompson (I) (Rep)_Election Day Votes,Shelia J. Thompson (I) (Rep)_Advanced Voting Votes,Shelia J. Thompson (I) (Rep)_Absentee by Mail Votes,Shelia J. Thompson (I) (Rep)_Provisional Votes,Shelia J. Thompson (I) (Rep)_Choice Total,B. Jean Crane (I) (Rep)_Election Day Votes,B. Jean Crane (I) (Rep)_Advanced Voting Votes,B. Jean Crane (I) (Rep)_Absentee by Mail Votes,B. Jean Crane (I) (Rep)_Provisional Votes,B. Jean Crane (I) (Rep)_Choice Total,Bryan P. Cavenaugh (Rep)_Election Day Votes,Bryan P. Cavenaugh (Rep)_Advanced Voting Votes,Bryan P. Cavenaugh (Rep)_Absentee by Mail Votes,Bryan P. Cavenaugh (Rep)_Provisional Votes,Bryan P. Cavenaugh (Rep)_Choice Total,Alan Morris (I) (Rep)_Election Day Votes,Alan Morris (I) (Rep)_Advanced Voting Votes,Alan Morris (I) (Rep)_Absentee by Mail Votes,Alan Morris (I) (Rep)_Provisional Votes,Alan Morris (I) (Rep)_Choice Total,calc_participation
Andersonville,Sumter,434.0,,,,,,,,,,,357.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.0,79.0,24.0,1.0,267.0,28.0,35.0,27.0,0.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.3
Browns Mill,Sumter,929.0,,,,,,,,,,,676.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.0,271.0,51.0,1.0,464.0,41.0,100.0,71.0,0.0,212.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.8
Concord,Sumter,376.0,,,,,,,,,,,293.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.0,77.0,22.0,9.0,255.0,5.0,24.0,9.0,0.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.9
GSW Conf Center,Sumter,3044.0,,,,,,,,,,,2057.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.0,787.0,232.0,0.0,1166.0,126.0,499.0,264.0,2.0,891.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.6
Leslie,Sumter,1687.0,,,,,,,,,,,1164.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.0,398.0,85.0,0.0,773.0,99.0,155.0,135.0,2.0,391.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.0
Plains,Sumter,1061.0,,,,,,,,,,,761.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.0,200.0,54.0,1.0,402.0,118.0,130.0,111.0,0.0,359.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.7
Rec Dept,Sumter,2667.0,,,,,,,,,,,1719.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0,197.0,79.0,0.0,327.0,251.0,681.0,459.0,1.0,1392.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.5
Reese Park,Sumter,3064.0,,,,,,,,,,,1711.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0,226.0,96.0,0.0,384.0,236.0,667.0,424.0,0.0,1327.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.8
Thompson,Sumter,712.0,,,,,,,,,,,435.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.0,86.0,37.0,0.0,220.0,66.0,91.0,57.0,1.0,215.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.1
South Milledgeville,Baldwin,1259.0,,,,,,,,,,,643.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.0,351.0,180.0,0.0,643.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.1
City Hall Annex,Baldwin,957.0,,,,,,,,,,,411.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.0,193.0,124.0,1.0,411.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.9
Boddie,Baldwin,1381.0,,,,,,,,,,,587.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.0,285.0,151.0,0.0,587.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.5
Courthouse,Baldwin,506.0,,,,,,,,,,,231.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0,120.0,62.0,0.0,231.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7
Fire Dept,Baldwin,1481.0,,,,,,,,,,,795.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.0,438.0,241.0,0.0,795.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.7
North Milledgeville,Baldwin,2211.0,,,,,,,,,,,1352.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.0,815.0,305.0,1.0,1352.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.1
Meriweather,Baldwin,2832.0,,,,,,,,,,,1716.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.0,1074.0,347.0,0.0,1716.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.6
East Baldwin,Baldwin,3826.0,,,,,,,,,,,2162.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375.0,1350.0,437.0,0.0,2162.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.5
Scottsboro,Baldwin,1101.0,,,,,,,,,,,517.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.0,264.0,112.0,1.0,517.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0
North Baldwin,Baldwin,3515.0,,,,,,,,,,,2040.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.0,1320.0,414.0,0.0,2040.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0
West Baldwin,Baldwin,1862.0,,,,,,,,,,,1061.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.0,590.0,242.0,0.0,1061.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0
East Hardwick,Baldwin,1313.0,,,,,,,,,,,557.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.0,232.0,171.0,0.0,557.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.4
West Hardwick,Baldwin,2903.0,,,,,,,,,,,1580.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.0,791.0,497.0,0.0,1580.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.4
Coopers,Baldwin,1574.0,,,,,,,,,,,818.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.0,421.0,154.0,0.0,818.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0
Ellenwood 1,Clayton,3020.0,,,,,,,,,,,2076.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.0,1189.0,648.0,5.0,2076.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.7
Ellenwood 2,Clayton,3273.0,,,,,,,,,,,2168.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.0,1326.0,583.0,4.0,2168.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.2
Forest Park 1,Clayton,3566.0,,,,,,,,,,,1355.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433.0,532.0,381.0,9.0,1355.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0
Forest Park 2,Clayton,2821.0,,,,,,,,,,,1287.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.0,573.0,383.0,10.0,1287.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.6
Forest Park 3,Clayton,2845.0,,,,,,,,,,,1145.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.0,487.0,362.0,17.0,1145.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.2
Forest Park 4,Clayton,1783.0,,,,,,,,,,,780.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.0,396.0,193.0,0.0,780.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.7
Forest Park 5,Clayton,3924.0,,,,,,,,,,,1635.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429.0,787.0,401.0,18.0,1635.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.7
