Precinct,County,Registered Voters,Lester Hutchins (I) (Dem)_Election Day Votes,Lester Hutchins (I) (Dem)_Advanced Voting Votes,Lester Hutchins (I) (Dem)_Absentee by Mail Votes,Lester Hutchins (I) (Dem)_Provisional Votes,Lester Hutchins (I) (Dem)_Choice Total,Total,calc_participation,Dem_total
Arlington,Calhoun,684.0,130.0,152.0,128.0,0.0,410.0,410.0,59.9,410.0
