Precinct,County,Registered Voters,Josh Burkhalter (I)_Election Day Votes,Josh Burkhalter (I)_Advanced Voting Votes,Josh Burkhalter (I)_Absentee by Mail Votes,Josh Burkhalter (I)_Provisional Votes,Josh Burkhalter (I)_Choice Total,Total,calc_participation,Ind_total
South Jackson,Jackson,8012.0,413.0,1446.0,441.0,0.0,2300.0,2300.0,28.7,2300.0
