Precinct,County,Registered Voters,David Mathis (Rep)_Election Day Votes,David Mathis (Rep)_Advanced Voting Votes,David Mathis (Rep)_Absentee by Mail Votes,David Mathis (Rep)_Provisional Votes,David Mathis (Rep)_Choice Total,Total,Brad Smith (I) (Rep)_Election Day Votes,Brad Smith (I) (Rep)_Advanced Voting Votes,Brad Smith (I) (Rep)_Absentee by Mail Votes,Brad Smith (I) (Rep)_Provisional Votes,Brad Smith (I) (Rep)_Choice Total,Lia Abney_Election Day Votes,Lia Abney_Advanced Voting Votes,Lia Abney_Absentee by Mail Votes,Lia Abney_Provisional Votes,Lia Abney_Choice Total,Wayne Frazier (I)_Election Day Votes,Wayne Frazier (I)_Advanced Voting Votes,Wayne Frazier (I)_Absentee by Mail Votes,Wayne Frazier (I)_Provisional Votes,Wayne Frazier (I)_Choice Total,JaVonne Jones_Election Day Votes,JaVonne Jones_Advanced Voting Votes,JaVonne Jones_Absentee by Mail Votes,JaVonne Jones_Provisional Votes,JaVonne Jones_Choice Total,Berry Collier (I) (Rep)_Election Day Votes,Berry Collier (I) (Rep)_Advanced Voting Votes,Berry Collier (I) (Rep)_Absentee by Mail Votes,Berry Collier (I) (Rep)_Provisional Votes,Berry Collier (I) (Rep)_Choice Total,Rick H. Barnes_Election Day Votes,Rick H. Barnes_Advanced Voting Votes,Rick H. Barnes_Absentee by Mail Votes,Rick H. Barnes_Provisional Votes,Rick H. Barnes_Choice Total,Curtis Porter_Election Day Votes,Curtis Porter_Advanced Voting Votes,Curtis Porter_Absentee by Mail Votes,Curtis Porter_Provisional Votes,Curtis Porter_Choice Total,Brooks Robinson_Election Day Votes,Brooks Robinson_Advanced Voting Votes,Brooks Robinson_Absentee by Mail Votes,Brooks Robinson_Provisional Votes,Brooks Robinson_Choice Total,Anderson Bailey (Dem)_Election Day Votes,Anderson Bailey (Dem)_Advanced Voting Votes,Anderson Bailey (Dem)_Absentee by Mail Votes,Anderson Bailey (Dem)_Provisional Votes,Anderson Bailey (Dem)_Choice Total,Shirley Lee Stokes (I) (Dem)_Election Day Votes,Shirley Lee Stokes (I) (Dem)_Advanced Voting Votes,Shirley Lee Stokes (I) (Dem)_Absentee by Mail Votes,Shirley Lee Stokes (I) (Dem)_Provisional Votes,Shirley Lee Stokes (I) (Dem)_Choice Total,Sandy McDonald (I) (Rep)_Election Day Votes,Sandy McDonald (I) (Rep)_Advanced Voting Votes,Sandy McDonald (I) (Rep)_Absentee by Mail Votes,Sandy McDonald (I) (Rep)_Provisional Votes,Sandy McDonald (I) (Rep)_Choice Total,"Carlton Mahone, Sr. (I) (Dem)_Election Day Votes","Carlton Mahone, Sr. (I) (Dem)_Advanced Voting Votes","Carlton Mahone, Sr. (I) (Dem)_Absentee by Mail Votes","Carlton Mahone, Sr. (I) (Dem)_Provisional Votes","Carlton Mahone, Sr. (I) (Dem)_Choice Total",Roger Slaton (I) (Rep)_Election Day Votes,Roger Slaton (I) (Rep)_Advanced Voting Votes,Roger Slaton (I) (Rep)_Absentee by Mail Votes,Roger Slaton (I) (Rep)_Provisional Votes,Roger Slaton (I) (Rep)_Choice Total,Charles Pitts (I) (Dem)_Election Day Votes,Charles Pitts (I) (Dem)_Advanced Voting Votes,Charles Pitts (I) (Dem)_Absentee by Mail Votes,Charles Pitts (I) (Dem)_Provisional Votes,Charles Pitts (I) (Dem)_Choice Total,Coleman A. Landers (I) (Rep)_Election Day Votes,Coleman A. Landers (I) (Rep)_Advanced Voting Votes,Coleman A. Landers (I) (Rep)_Absentee by Mail Votes,Coleman A. Landers (I) (Rep)_Provisional Votes,Coleman A. Landers (I) (Rep)_Choice Total,Michael Kirkland (I) (Rep)_Election Day Votes,Michael Kirkland (I) (Rep)_Advanced Voting Votes,Michael Kirkland (I) (Rep)_Absentee by Mail Votes,Michael Kirkland (I) (Rep)_Provisional Votes,Michael Kirkland (I) (Rep)_Choice Total,Carolyn Moses Bradford (I) (Rep)_Election Day Votes,Carolyn Moses Bradford (I) (Rep)_Advanced Voting Votes,Carolyn Moses Bradford (I) (Rep)_Absentee by Mail Votes,Carolyn Moses Bradford (I) (Rep)_Provisional Votes,Carolyn Moses Bradford (I) (Rep)_Choice Total,Mike Turner (Rep)_Election Day Votes,Mike Turner (Rep)_Advanced Voting Votes,Mike Turner (Rep)_Absentee by Mail Votes,Mike Turner (Rep)_Provisional Votes,Mike Turner (Rep)_Choice Total,Lillvian Jones (Dem)_Election Day Votes,Lillvian Jones (Dem)_Advanced Voting Votes,Lillvian Jones (Dem)_Absentee by Mail Votes,Lillvian Jones (Dem)_Provisional Votes,Lillvian Jones (Dem)_Choice Total,Matthew P. Sands (I) (Rep)_Election Day Votes,Matthew P. Sands (I) (Rep)_Advanced Voting Votes,Matthew P. Sands (I) (Rep)_Absentee by Mail Votes,Matthew P. Sands (I) (Rep)_Provisional Votes,Matthew P. Sands (I) (Rep)_Choice Total,Brenda Moore (Rep)_Election Day Votes,Brenda Moore (Rep)_Advanced Voting Votes,Brenda Moore (Rep)_Absentee by Mail Votes,Brenda Moore (Rep)_Provisional Votes,Brenda Moore (Rep)_Choice Total,Deborah Collett (Rep)_Election Day Votes,Deborah Collett (Rep)_Advanced Voting Votes,Deborah Collett (Rep)_Absentee by Mail Votes,Deborah Collett (Rep)_Provisional Votes,Deborah Collett (Rep)_Choice Total,Eugene Smith (I) (Rep)_Election Day Votes,Eugene Smith (I) (Rep)_Advanced Voting Votes,Eugene Smith (I) (Rep)_Absentee by Mail Votes,Eugene Smith (I) (Rep)_Provisional Votes,Eugene Smith (I) (Rep)_Choice Total,Perry Lee_Election Day Votes,Perry Lee_Advanced Voting Votes,Perry Lee_Absentee by Mail Votes,Perry Lee_Provisional Votes,Perry Lee_Choice Total,Michael Bowens (I) (Dem)_Election Day Votes,Michael Bowens (I) (Dem)_Advanced Voting Votes,Michael Bowens (I) (Dem)_Absentee by Mail Votes,Michael Bowens (I) (Dem)_Provisional Votes,Michael Bowens (I) (Dem)_Choice Total,Greg Shoemaker (I) (Rep)_Election Day Votes,Greg Shoemaker (I) (Rep)_Advanced Voting Votes,Greg Shoemaker (I) (Rep)_Absentee by Mail Votes,Greg Shoemaker (I) (Rep)_Provisional Votes,Greg Shoemaker (I) (Rep)_Choice Total,Darla Sexton Light (I) (Rep)_Election Day Votes,Darla Sexton Light (I) (Rep)_Advanced Voting Votes,Darla Sexton Light (I) (Rep)_Absentee by Mail Votes,Darla Sexton Light (I) (Rep)_Provisional Votes,Darla Sexton Light (I) (Rep)_Choice Total,Jake Willcox (Rep)_Election Day Votes,Jake Willcox (Rep)_Advanced Voting Votes,Jake Willcox (Rep)_Absentee by Mail Votes,Jake Willcox (Rep)_Provisional Votes,Jake Willcox (Rep)_Choice Total,Chris Hayes (Rep)_Election Day Votes,Chris Hayes (Rep)_Advanced Voting Votes,Chris Hayes (Rep)_Absentee by Mail Votes,Chris Hayes (Rep)_Provisional Votes,Chris Hayes (Rep)_Choice Total,Butch Emerson (Rep)_Election Day Votes,Butch Emerson (Rep)_Advanced Voting Votes,Butch Emerson (Rep)_Absentee by Mail Votes,Butch Emerson (Rep)_Provisional Votes,Butch Emerson (Rep)_Choice Total,Dexter Jones (Dem)_Election Day Votes,Dexter Jones (Dem)_Advanced Voting Votes,Dexter Jones (Dem)_Absentee by Mail Votes,Dexter Jones (Dem)_Provisional Votes,Dexter Jones (Dem)_Choice Total,Nath Morris (I) (Rep)_Election Day Votes,Nath Morris (I) (Rep)_Advanced Voting Votes,Nath Morris (I) (Rep)_Absentee by Mail Votes,Nath Morris (I) (Rep)_Provisional Votes,Nath Morris (I) (Rep)_Choice Total,Atha Dalton (I) (Rep)_Election Day Votes,Atha Dalton (I) (Rep)_Advanced Voting Votes,Atha Dalton (I) (Rep)_Absentee by Mail Votes,Atha Dalton (I) (Rep)_Provisional Votes,Atha Dalton (I) (Rep)_Choice Total,"C. Wayne McInvale, II (Rep)_Election Day Votes","C. Wayne McInvale, II (Rep)_Advanced Voting Votes","C. Wayne McInvale, II (Rep)_Absentee by Mail Votes","C. Wayne McInvale, II (Rep)_Provisional Votes","C. Wayne McInvale, II (Rep)_Choice Total",Danny Ray Smith (I) (Rep)_Election Day Votes,Danny Ray Smith (I) (Rep)_Advanced Voting Votes,Danny Ray Smith (I) (Rep)_Absentee by Mail Votes,Danny Ray Smith (I) (Rep)_Provisional Votes,Danny Ray Smith (I) (Rep)_Choice Total,Jon Hutcheson (I) (Rep)_Election Day Votes,Jon Hutcheson (I) (Rep)_Advanced Voting Votes,Jon Hutcheson (I) (Rep)_Absentee by Mail Votes,Jon Hutcheson (I) (Rep)_Provisional Votes,Jon Hutcheson (I) (Rep)_Choice Total,Dale Wilson (I) (Rep)_Election Day Votes,Dale Wilson (I) (Rep)_Advanced Voting Votes,Dale Wilson (I) (Rep)_Absentee by Mail Votes,Dale Wilson (I) (Rep)_Provisional Votes,Dale Wilson (I) (Rep)_Choice Total,Martha G. Smith (I) (Rep)_Election Day Votes,Martha G. Smith (I) (Rep)_Advanced Voting Votes,Martha G. Smith (I) (Rep)_Absentee by Mail Votes,Martha G. Smith (I) (Rep)_Provisional Votes,Martha G. Smith (I) (Rep)_Choice Total,calc_participation,Rep_total,Rep_steal,Ind_total,Dem_total,Dem_steal
Ashburn,Turner,3509.0,43.0,220.0,21.0,0.0,284.0,284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.1,,,,,
Sycamore,Turner,1609.0,11.0,116.0,17.0,0.0,144.0,144.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9,,,,,
Rebecca,Turner,464.0,123.0,155.0,31.0,0.0,309.0,309.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.6,,,,,
Chalybeate,Meriwether,451.0,,,,,,329.0,178.0,107.0,44.0,0.0,329.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.9,,,,,
Gill I,Meriwether,1662.0,,,,,,789.0,300.0,308.0,180.0,1.0,789.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.5,,,,,
Gill II,Meriwether,1000.0,,,,,,234.0,60.0,101.0,73.0,0.0,234.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.4,,,,,
Cove,Meriwether,202.0,,,,,,35.0,21.0,9.0,5.0,0.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.3,,,,,
401,Richmond,2093.0,,,,,,1457.0,,,,,,35.0,72.0,45.0,0.0,152.0,121.0,350.0,266.0,0.0,737.0,94.0,288.0,186.0,0.0,568.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.6,,,737.0,,
402,Richmond,3311.0,,,,,,1595.0,,,,,,62.0,66.0,53.0,0.0,181.0,271.0,340.0,303.0,0.0,914.0,138.0,161.0,199.0,2.0,500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.2,,,914.0,,
404,Richmond,1748.0,,,,,,1121.0,,,,,,36.0,36.0,50.0,1.0,123.0,132.0,273.0,210.0,1.0,616.0,87.0,177.0,117.0,1.0,382.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.1,,,616.0,,
405,Richmond,4424.0,,,,,,3023.0,,,,,,40.0,119.0,108.0,1.0,268.0,178.0,771.0,643.0,0.0,1592.0,149.0,614.0,398.0,2.0,1163.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.3,,,1592.0,,
406,Richmond,3221.0,,,,,,2231.0,,,,,,34.0,95.0,76.0,0.0,205.0,203.0,493.0,455.0,0.0,1151.0,123.0,460.0,291.0,1.0,875.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.3,,,1151.0,,
Abbeville North 2,Wilcox,441.0,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,4.0,20.0,6.0,0.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8,,,,,
Pineview 2,Wilcox,630.0,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,4.0,10.0,1.0,0.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,,,,,
Pitts 3,Wilcox,876.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,
Rochelle South 4,Wilcox,1033.0,,,,,,636.0,,,,,,,,,,,,,,,,,,,,,169.0,363.0,104.0,0.0,636.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.6,,,,,
Agri-Center,Sumter,2059.0,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,
Andersonville,Sumter,434.0,,,,,,319.0,,,,,,,,,,,,,,,,,,,,,,,,,,125.0,68.0,25.0,0.0,218.0,19.0,12.0,10.0,0.0,41.0,27.0,20.0,12.0,1.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.5,,,,,
