Precinct,County,Registered Voters,Donald Britt_Election Day Votes,Donald Britt_Advanced Voting Votes,Donald Britt_Absentee by Mail Votes,Donald Britt_Provisional Votes,Donald Britt_Choice Total,Kay Brumbelow_Election Day Votes,Kay Brumbelow_Advanced Voting Votes,Kay Brumbelow_Absentee by Mail Votes,Kay Brumbelow_Provisional Votes,Kay Brumbelow_Choice Total,Total,calc_participation
Brooks,Fayette,2567.0,42.0,54.0,37.0,1.0,134.0,77.0,127.0,37.0,1.0,242.0,376.0,14.6
