Precinct,County,Registered Voters,John A. Severson (I) (Dem)_Election Day Votes,John A. Severson (I) (Dem)_Advanced Voting Votes,John A. Severson (I) (Dem)_Absentee by Mail Votes,John A. Severson (I) (Dem)_Provisional Votes,John A. Severson (I) (Dem)_Choice Total,Total,calc_participation
Edison,Calhoun,523.0,80.0,112.0,67.0,0.0,259.0,259.0,49.5
