Precinct,County,Registered Voters,Hollis Harrison (Rep)_Election Day Votes,Hollis Harrison (Rep)_Advanced Voting Votes,Hollis Harrison (Rep)_Absentee by Mail Votes,Hollis Harrison (Rep)_Provisional Votes,Hollis Harrison (Rep)_Choice Total,Total,calc_participation
101.0,Putnam,3264.0,249.0,1070.0,399.0,0.0,1718.0,1718.0,52.6
104.0,Putnam,3380.0,237.0,1060.0,458.0,0.0,1755.0,1755.0,51.9
105.0,Putnam,3734.0,448.0,1578.0,743.0,0.0,2769.0,2769.0,74.2
106.0,Putnam,1332.0,314.0,442.0,178.0,0.0,934.0,934.0,70.1
107.0,Putnam,4293.0,586.0,1604.0,730.0,0.0,2920.0,2920.0,68.0
