Precinct,County,Registered Voters,"Artie Gardner, Sr. (I)_Election Day Votes","Artie Gardner, Sr. (I)_Advanced Voting Votes","Artie Gardner, Sr. (I)_Absentee by Mail Votes","Artie Gardner, Sr. (I)_Provisional Votes","Artie Gardner, Sr. (I)_Choice Total",Melissa Marshall_Election Day Votes,Melissa Marshall_Advanced Voting Votes,Melissa Marshall_Absentee by Mail Votes,Melissa Marshall_Provisional Votes,Melissa Marshall_Choice Total,Total,calc_participation,Ind_total
Dawson,Terrell,3043.0,19.0,51.0,34.0,0.0,104.0,32.0,49.0,29.0,0.0,110.0,214.0,7.0,104.0
