Precinct,County,Registered Voters,Mike Young (Rep)_Election Day Votes,Mike Young (Rep)_Advanced Voting Votes,Mike Young (Rep)_Absentee by Mail Votes,Mike Young (Rep)_Provisional Votes,Mike Young (Rep)_Choice Total,Total,
Dahlonega,Lumpkin,22407,2255,8938,2553,1,13747,13747,
