Precinct,County,Registered Voters,Jimmy E. Guthrie (I)_Election Day Votes,Jimmy E. Guthrie (I)_Advanced Voting Votes,Jimmy E. Guthrie (I)_Absentee by Mail Votes,Jimmy E. Guthrie (I)_Provisional Votes,Jimmy E. Guthrie (I)_Choice Total,Total,
Good Hope,Walton,2149,102,88,22,0,212,212,
