Precinct,County,Registered Voters,YES_Election Day Votes,YES_Advanced Voting Votes,YES_Absentee by Mail Votes,YES_Provisional Votes,YES_Choice Total,NO_Election Day Votes,NO_Advanced Voting Votes,NO_Absentee by Mail Votes,NO_Provisional Votes,NO_Choice Total,Total,
Barnesville,Lamar,2546,217,497,328,0,1042,57,205,92,0,354,1396,
Chappell Mill V FD,Lamar,1577,255,490,167,1,913,70,149,23,0,242,1155,
Senior Citizen Bldg,Lamar,1337,150,368,138,0,656,42,124,33,1,200,856,
Redbone,Lamar,623,154,141,59,0,354,40,42,9,0,91,445,
L C S C,Lamar,2808,301,911,288,0,1500,82,274,66,4,426,1926,
Milner,Lamar,3948,589,1216,369,2,2176,191,369,66,0,626,2802,
