Precinct,County,Registered Voters,Daniel W. Brown (I) (Rep)_Election Day Votes,Daniel W. Brown (I) (Rep)_Advanced Voting Votes,Daniel W. Brown (I) (Rep)_Absentee by Mail Votes,Daniel W. Brown (I) (Rep)_Provisional Votes,Daniel W. Brown (I) (Rep)_Choice Total,Total,
104,Putnam,3380,231,1045,442,0,1718,1718,
