Precinct,County,Registered Voters,YES_Election Day Votes,YES_Advanced Voting Votes,YES_Absentee by Mail Votes,YES_Provisional Votes,YES_Choice Total,NO_Election Day Votes,NO_Advanced Voting Votes,NO_Absentee by Mail Votes,NO_Provisional Votes,NO_Choice Total,Total,
Hartwell,Hart,6451,510,2203,817,2,3532,135,545,160,0,840,4372,
Goldmine,Hart,1901,310,547,200,1,1058,81,139,42,0,262,1320,
Cokesbury,Hart,1162,169,303,138,0,610,52,90,26,0,168,778,
Reed Creek,Hart,2990,414,1089,407,1,1911,90,196,50,0,336,2247,
Bowersville,Hart,1395,281,365,91,0,737,64,102,14,0,180,917,
Shoal Creek,Hart,1656,312,507,190,0,1009,67,85,36,0,188,1197,
Bio,Hart,1374,208,416,124,0,748,62,128,21,0,211,959,
