Precinct,County,Registered Voters,Guy Baker (I)_Election Day Votes,Guy Baker (I)_Advanced Voting Votes,Guy Baker (I)_Absentee by Mail Votes,Guy Baker (I)_Provisional Votes,Guy Baker (I)_Choice Total,Total,
North Jackson,Jackson,12699,144,437,129,0,710,710,
