Precinct,County,Registered Voters,Carolyn_Election Day Votes,Carolyn_Advanced Voting Votes,Carolyn_Absentee by Mail Votes,Carolyn_Provisional Votes,Carolyn_Choice Total,Total,
Fairground,Bleckley,0,1126,3039,782,1,4948,4948,
