Precinct,County,Registered Voters,Kris Coody (I) (Rep)_Election Day Votes,Kris Coody (I) (Rep)_Advanced Voting Votes,Kris Coody (I) (Rep)_Absentee by Mail Votes,Kris Coody (I) (Rep)_Provisional Votes,Kris Coody (I) (Rep)_Choice Total,Total,
Fairground,Bleckley,0,1144,3114,799,1,5058,5058,
