Precinct,County,Registered Voters,Molly Lima (I) (Rep)_Election Day Votes,Molly Lima (I) (Rep)_Advanced Voting Votes,Molly Lima (I) (Rep)_Absentee by Mail Votes,Molly Lima (I) (Rep)_Provisional Votes,Molly Lima (I) (Rep)_Choice Total,Total,
Rabun County,Rabun,13072,1301,4939,2012,0,8252,8252,
