,Precinct,County,Registered Voters,"Lauren Bubba McDonald, Jr. (I) (Rep)_Election Day Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Advanced Voting Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Absentee by Mail Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Provisional Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Choice Total",Daniel Blackman (Dem)_Election Day Votes,Daniel Blackman (Dem)_Advanced Voting Votes,Daniel Blackman (Dem)_Absentee by Mail Votes,Daniel Blackman (Dem)_Provisional Votes,Daniel Blackman (Dem)_Choice Total,Nathan Wilson (Lib)_Election Day Votes,Nathan Wilson (Lib)_Advanced Voting Votes,Nathan Wilson (Lib)_Absentee by Mail Votes,Nathan Wilson (Lib)_Provisional Votes,Nathan Wilson (Lib)_Choice Total,Total,calc_participation
2074,Alexander,Burke,389.0,83.0,54.0,14.0,0.0,151.0,26.0,16.0,65.0,0.0,107.0,0.0,3.0,1.0,0.0,4.0,262.0,67.4
2079,Keysville,Burke,476.0,60.0,39.0,11.0,0.0,110.0,92.0,9.0,32.0,0.0,133.0,4.0,1.0,1.0,0.0,6.0,249.0,52.3
2080,Midville,Burke,492.0,87.0,20.0,11.0,0.0,118.0,80.0,25.0,59.0,0.0,164.0,6.0,0.0,2.0,0.0,8.0,290.0,58.9
2084,Telfair,Burke,1121.0,143.0,166.0,48.0,0.0,357.0,64.0,120.0,118.0,0.0,302.0,10.0,4.0,2.0,0.0,16.0,675.0,60.2
2085,St Clair,Burke,442.0,64.0,81.0,25.0,0.0,170.0,36.0,36.0,57.0,0.0,129.0,5.0,0.0,0.0,0.0,5.0,304.0,68.8
2086,Vidette,Burke,313.0,68.0,24.0,9.0,0.0,101.0,36.0,15.0,42.0,0.0,93.0,1.0,1.0,3.0,0.0,5.0,199.0,63.6
2087,North Waynesboro,Burke,2949.0,81.0,323.0,67.0,0.0,471.0,255.0,467.0,485.0,0.0,1207.0,10.0,14.0,4.0,0.0,28.0,1706.0,57.9
2081,Munnerlyn,Burke,299.0,55.0,45.0,3.0,0.0,103.0,25.0,26.0,27.0,0.0,78.0,0.0,3.0,0.0,0.0,3.0,184.0,61.5
2082,Sardis,Burke,1049.0,197.0,116.0,52.0,0.0,365.0,126.0,73.0,50.0,0.0,249.0,7.0,2.0,0.0,0.0,9.0,623.0,59.4
2078,Greenscut,Burke,1036.0,140.0,214.0,38.0,0.0,392.0,78.0,88.0,87.0,0.0,253.0,5.0,10.0,2.0,0.0,17.0,662.0,63.9
2083,Scotts Crossroads,Burke,294.0,37.0,19.0,4.0,0.0,60.0,34.0,36.0,43.0,0.0,113.0,1.0,1.0,0.0,0.0,2.0,175.0,59.5
2075,Four Points,Burke,2558.0,430.0,472.0,135.0,0.0,1037.0,118.0,220.0,139.0,0.0,477.0,14.0,15.0,10.0,0.0,39.0,1553.0,60.7
2088,South Waynesboro,Burke,3290.0,216.0,889.0,145.0,0.0,1250.0,209.0,419.0,307.0,0.0,935.0,10.0,26.0,13.0,0.0,49.0,2234.0,67.9
2089,Blakeney,Burke,681.0,33.0,115.0,11.0,0.0,159.0,67.0,87.0,68.0,0.0,222.0,4.0,1.0,0.0,0.0,5.0,386.0,56.7
1682,Butts County Admin Bldg,Butts,17154.0,791.0,6194.0,1072.0,1.0,8058.0,343.0,1771.0,890.0,1.0,3005.0,42.0,186.0,68.0,1.0,297.0,11360.0,66.2
1558,Leary,Calhoun,721.0,73.0,108.0,35.0,0.0,216.0,83.0,83.0,105.0,0.0,271.0,4.0,4.0,0.0,0.0,8.0,495.0,68.7
1562,Arlington,Calhoun,684.0,32.0,69.0,15.0,0.0,116.0,104.0,101.0,129.0,0.0,334.0,1.0,1.0,1.0,0.0,3.0,453.0,66.2
1561,Edison-Arlington,Calhoun,594.0,56.0,79.0,26.0,0.0,161.0,59.0,97.0,65.0,0.0,221.0,1.0,0.0,0.0,0.0,1.0,383.0,64.5
1559,Morgan,Calhoun,662.0,83.0,195.0,61.0,0.0,339.0,19.0,56.0,61.0,0.0,136.0,1.0,2.0,0.0,0.0,3.0,478.0,72.2
1560,Edison,Calhoun,523.0,19.0,30.0,11.0,0.0,60.0,73.0,94.0,54.0,0.0,221.0,1.0,1.0,1.0,0.0,3.0,284.0,54.3
792,Waverly,Camden,1530.0,253.0,456.0,138.0,0.0,847.0,71.0,94.0,156.0,0.0,321.0,15.0,8.0,9.0,0.0,32.0,1200.0,78.4
793,Woodbine,Camden,1973.0,236.0,459.0,104.0,1.0,800.0,83.0,229.0,182.0,0.0,494.0,21.0,13.0,5.0,0.0,39.0,1333.0,67.6
802,South St Marys,Camden,2139.0,194.0,609.0,151.0,1.0,955.0,41.0,231.0,227.0,1.0,500.0,17.0,33.0,15.0,0.0,65.0,1520.0,71.1
803,Mush Bluff,Camden,2816.0,283.0,795.0,171.0,0.0,1249.0,75.0,288.0,199.0,1.0,563.0,33.0,58.0,24.0,0.0,115.0,1927.0,68.4
795,Harrietts Bluff,Camden,1834.0,339.0,560.0,130.0,0.0,1029.0,40.0,129.0,88.0,1.0,258.0,26.0,29.0,5.0,0.0,60.0,1347.0,73.4
794,Browntown,Camden,698.0,110.0,200.0,51.0,0.0,361.0,16.0,21.0,34.0,0.0,71.0,8.0,11.0,5.0,0.0,24.0,456.0,65.3
801,St Marys,Camden,3218.0,322.0,670.0,155.0,0.0,1147.0,130.0,393.0,257.0,0.0,780.0,33.0,62.0,26.0,0.0,121.0,2048.0,63.6
800,North St Marys,Camden,2095.0,139.0,305.0,71.0,0.0,515.0,78.0,190.0,91.0,1.0,360.0,27.0,22.0,12.0,0.0,61.0,936.0,44.7
799,East Kingsland,Camden,6866.0,463.0,1863.0,381.0,0.0,2707.0,156.0,826.0,458.0,0.0,1440.0,64.0,115.0,36.0,0.0,215.0,4362.0,63.5
798,Kingsland,Camden,2274.0,160.0,478.0,88.0,0.0,726.0,68.0,243.0,131.0,0.0,442.0,25.0,28.0,5.0,0.0,58.0,1226.0,53.9
791,Tarboro,Camden,979.0,206.0,200.0,55.0,0.0,461.0,45.0,55.0,75.0,0.0,175.0,6.0,11.0,4.0,0.0,21.0,657.0,67.1
797,North Kingsland,Camden,2599.0,180.0,460.0,77.0,0.0,717.0,111.0,381.0,225.0,0.0,717.0,21.0,42.0,9.0,0.0,72.0,1506.0,57.9
796,West Kingsland,Camden,2782.0,278.0,869.0,157.0,0.0,1304.0,76.0,246.0,108.0,0.0,430.0,25.0,37.0,8.0,0.0,70.0,1804.0,64.8
804,West St Marys,Camden,3147.0,209.0,1167.0,370.0,0.0,1746.0,43.0,310.0,256.0,0.0,609.0,18.0,43.0,14.0,0.0,75.0,2430.0,77.2
1579,Jack Strickland Comm Center,Candler,6300.0,418.0,2241.0,364.0,0.0,3023.0,175.0,620.0,356.0,1.0,1152.0,21.0,49.0,8.0,0.0,78.0,4253.0,67.5
1998,Bowdon Junction,Carroll,1547.0,233.0,385.0,88.0,0.0,706.0,43.0,98.0,59.0,0.0,200.0,12.0,11.0,6.0,0.0,29.0,935.0,60.4
1995,Mt Zion,Carroll,2641.0,595.0,633.0,161.0,0.0,1389.0,67.0,105.0,83.0,0.0,255.0,23.0,32.0,6.0,0.0,61.0,1705.0,64.6
1996,Burwell,Carroll,1564.0,364.0,364.0,122.0,2.0,852.0,55.0,76.0,53.0,0.0,184.0,11.0,13.0,6.0,0.0,30.0,1066.0,68.2
2000,Fairfield,Carroll,3867.0,792.0,1044.0,268.0,0.0,2104.0,148.0,297.0,240.0,0.0,685.0,38.0,39.0,14.0,0.0,91.0,2880.0,74.5
1997,Clem,Carroll,3695.0,432.0,1346.0,265.0,1.0,2044.0,90.0,293.0,157.0,2.0,542.0,23.0,52.0,14.0,0.0,89.0,2675.0,72.4
2001,Hulett,Carroll,2408.0,464.0,745.0,138.0,0.0,1347.0,67.0,127.0,82.0,0.0,276.0,30.0,29.0,6.0,0.0,65.0,1688.0,70.1
2012,Bonner,Carroll,3736.0,201.0,958.0,155.0,1.0,1315.0,119.0,594.0,214.0,0.0,927.0,22.0,51.0,20.0,1.0,94.0,2336.0,62.5
2004,V R County North,Carroll,5472.0,503.0,1466.0,287.0,0.0,2256.0,140.0,504.0,322.0,0.0,966.0,48.0,66.0,19.0,0.0,133.0,3355.0,61.3
2005,Villa Rica City,Carroll,7250.0,391.0,1307.0,277.0,0.0,1975.0,324.0,1135.0,565.0,1.0,2025.0,45.0,82.0,34.0,0.0,161.0,4161.0,57.4
2006,Temple County,Carroll,4354.0,609.0,1200.0,240.0,2.0,2051.0,93.0,239.0,147.0,2.0,481.0,33.0,40.0,11.0,0.0,84.0,2616.0,60.1
2007,Temple City,Carroll,3700.0,525.0,779.0,162.0,2.0,1468.0,151.0,383.0,184.0,1.0,719.0,40.0,27.0,11.0,0.0,78.0,2265.0,61.2
2008,Whitesburg,Carroll,2190.0,507.0,534.0,132.0,0.0,1173.0,48.0,90.0,66.0,0.0,204.0,22.0,13.0,6.0,0.0,41.0,1418.0,64.7
2009,Roopville,Carroll,3200.0,603.0,992.0,200.0,4.0,1799.0,57.0,129.0,108.0,0.0,294.0,30.0,29.0,11.0,0.0,70.0,2163.0,67.6
2010,West Carrollton,Carroll,4380.0,126.0,521.0,118.0,1.0,766.0,267.0,744.0,311.0,3.0,1325.0,24.0,50.0,21.0,0.0,95.0,2186.0,49.9
2011,Lakeshore Rec Center,Carroll,1671.0,96.0,378.0,92.0,1.0,567.0,48.0,250.0,107.0,0.0,405.0,9.0,24.0,7.0,0.0,40.0,1012.0,60.6
1999,Tyus,Carroll,1920.0,529.0,492.0,122.0,0.0,1143.0,43.0,66.0,60.0,1.0,170.0,7.0,5.0,5.0,0.0,17.0,1330.0,69.3
2013,University of W GA,Carroll,2164.0,115.0,482.0,91.0,2.0,690.0,146.0,242.0,121.0,1.0,510.0,16.0,28.0,11.0,0.0,55.0,1255.0,58.0
1991,Kansas,Carroll,1165.0,424.0,250.0,83.0,1.0,758.0,17.0,21.0,25.0,0.0,63.0,13.0,7.0,1.0,0.0,21.0,842.0,72.3
1992,Bowdon,Carroll,3289.0,579.0,631.0,190.0,1.0,1401.0,113.0,181.0,147.0,1.0,442.0,28.0,32.0,10.0,0.0,70.0,1913.0,58.2
1993,Sandhill,Carroll,4459.0,469.0,1285.0,239.0,1.0,1994.0,122.0,380.0,176.0,1.0,679.0,27.0,50.0,25.0,0.0,102.0,2775.0,62.2
1994,Center Point,Carroll,1775.0,433.0,588.0,140.0,1.0,1162.0,26.0,69.0,43.0,0.0,138.0,16.0,5.0,3.0,0.0,24.0,1324.0,74.6
2014,County Admin Bldg,Carroll,2620.0,156.0,681.0,137.0,1.0,975.0,73.0,408.0,190.0,0.0,671.0,13.0,40.0,15.0,1.0,69.0,1715.0,65.5
2015,Tabernacle Church,Carroll,1628.0,95.0,442.0,158.0,1.0,696.0,64.0,192.0,101.0,0.0,357.0,10.0,23.0,7.0,0.0,40.0,1093.0,67.1
2016,Burson Center,Carroll,1466.0,122.0,403.0,81.0,0.0,606.0,46.0,181.0,90.0,0.0,317.0,3.0,12.0,9.0,1.0,25.0,948.0,64.7
2017,Old Camp Church,Carroll,2297.0,340.0,715.0,159.0,2.0,1216.0,52.0,195.0,107.0,0.0,354.0,25.0,31.0,3.0,0.0,59.0,1629.0,70.9
2018,Oak Grove,Carroll,1668.0,283.0,454.0,85.0,1.0,823.0,30.0,128.0,73.0,0.0,231.0,15.0,14.0,4.0,0.0,33.0,1087.0,65.2
2003,V R County South,Carroll,2942.0,267.0,959.0,208.0,1.0,1435.0,69.0,194.0,114.0,0.0,377.0,10.0,37.0,13.0,0.0,60.0,1872.0,63.6
2002,Bethany,Carroll,4779.0,358.0,977.0,182.0,0.0,1517.0,172.0,549.0,268.0,1.0,990.0,39.0,47.0,15.0,0.0,101.0,2608.0,54.6
703,Blackstock,Catoosa,1952.0,354.0,563.0,105.0,0.0,1022.0,36.0,100.0,60.0,1.0,197.0,27.0,20.0,2.0,0.0,49.0,1268.0,65.0
704,Boynton,Catoosa,6027.0,644.0,2356.0,364.0,2.0,3366.0,110.0,503.0,262.0,1.0,876.0,59.0,85.0,15.0,0.0,159.0,4401.0,73.0
709,Lakeview,Catoosa,3572.0,318.0,1038.0,181.0,1.0,1538.0,76.0,229.0,120.0,1.0,426.0,33.0,54.0,17.0,1.0,105.0,2069.0,57.9
706,Chambers,Catoosa,2552.0,316.0,1073.0,185.0,2.0,1576.0,52.0,163.0,96.0,0.0,311.0,16.0,41.0,8.0,1.0,66.0,1953.0,76.5
707,Ft Oglethorpe,Catoosa,4054.0,345.0,1242.0,295.0,1.0,1883.0,94.0,339.0,206.0,0.0,639.0,29.0,52.0,19.0,0.0,100.0,2622.0,64.7
708,Graysville,Catoosa,4501.0,528.0,1562.0,241.0,3.0,2334.0,96.0,300.0,189.0,0.0,585.0,35.0,52.0,7.0,0.0,94.0,3013.0,66.9
710,Poplar Springs,Catoosa,4191.0,430.0,1622.0,258.0,0.0,2310.0,67.0,284.0,164.0,1.0,516.0,46.0,50.0,16.0,0.0,112.0,2938.0,70.1
711,Ringgold,Catoosa,7414.0,550.0,2877.0,522.0,2.0,3951.0,132.0,656.0,356.0,0.0,1144.0,42.0,119.0,30.0,0.0,191.0,5286.0,71.3
712,Westside,Catoosa,5895.0,376.0,2013.0,387.0,1.0,2777.0,83.0,499.0,231.0,1.0,814.0,34.0,80.0,17.0,0.0,131.0,3722.0,63.1
713,Woodstation,Catoosa,2946.0,491.0,1120.0,149.0,2.0,1762.0,72.0,169.0,103.0,1.0,345.0,36.0,39.0,8.0,0.0,83.0,2190.0,74.3
705,Catoosa Keith,Catoosa,2611.0,468.0,817.0,160.0,0.0,1445.0,45.0,144.0,95.0,0.0,284.0,28.0,35.0,13.0,0.0,76.0,1805.0,69.1
1683,Folkston,Charlton,2420.0,132.0,454.0,94.0,0.0,680.0,157.0,383.0,201.0,0.0,741.0,18.0,16.0,4.0,0.0,38.0,1459.0,60.3
1684,GA Bend,Charlton,509.0,213.0,53.0,39.0,0.0,305.0,9.0,11.0,2.0,0.0,22.0,3.0,1.0,1.0,0.0,5.0,332.0,65.2
1685,St George,Charlton,661.0,197.0,128.0,42.0,1.0,368.0,9.0,3.0,10.0,0.0,22.0,6.0,2.0,1.0,0.0,9.0,399.0,60.4
1686,American Legion,Charlton,748.0,123.0,325.0,54.0,0.0,502.0,7.0,19.0,18.0,0.0,44.0,4.0,9.0,2.0,0.0,15.0,561.0,75.0
1687,Homeland,Charlton,864.0,141.0,304.0,47.0,0.0,492.0,24.0,35.0,12.0,0.0,71.0,2.0,5.0,1.0,0.0,8.0,571.0,66.1
1688,Folkston Fire,Charlton,767.0,73.0,331.0,49.0,0.0,453.0,3.0,33.0,20.0,0.0,56.0,2.0,15.0,1.0,0.0,18.0,527.0,68.7
1689,Racepond,Charlton,266.0,64.0,99.0,17.0,0.0,180.0,2.0,9.0,5.0,0.0,16.0,2.0,2.0,0.0,0.0,4.0,200.0,75.2
1690,Winokur,Charlton,317.0,83.0,87.0,21.0,0.0,191.0,5.0,2.0,7.0,0.0,14.0,1.0,4.0,0.0,0.0,5.0,210.0,66.2
1857,8-15C Garden City Rec Center,Chatham,1622.0,24.0,34.0,20.0,0.0,78.0,198.0,270.0,228.0,2.0,698.0,7.0,7.0,2.0,1.0,17.0,793.0,48.9
1858,8-16C Royal Cinemas and IMAX,Chatham,3087.0,195.0,553.0,239.0,1.0,988.0,143.0,486.0,442.0,2.0,1073.0,11.0,42.0,23.0,0.0,76.0,2137.0,69.2
1824,6-05C Windsor Hall,Chatham,1993.0,137.0,175.0,107.0,0.0,419.0,198.0,317.0,250.0,0.0,765.0,14.0,8.0,12.0,0.0,34.0,1218.0,61.1
1823,6-03C Crusader Comm Center,Chatham,2736.0,262.0,329.0,171.0,1.0,763.0,209.0,453.0,416.0,1.0,1079.0,27.0,15.0,12.0,0.0,54.0,1896.0,69.3
1822,6-02C Windsor Forest Baptist,Chatham,2290.0,389.0,407.0,230.0,0.0,1026.0,132.0,261.0,275.0,1.0,669.0,22.0,19.0,12.0,0.0,53.0,1748.0,76.3
1821,6-01C White Bluff Presbyterian,Chatham,1919.0,141.0,149.0,84.0,3.0,377.0,161.0,318.0,224.0,2.0,705.0,32.0,10.0,15.0,1.0,58.0,1140.0,59.4
1820,5-11C Largo-Tibet Elementary,Chatham,3019.0,77.0,134.0,171.0,2.0,384.0,304.0,590.0,380.0,7.0,1281.0,15.0,8.0,8.0,0.0,31.0,1696.0,56.2
1819,5-10C Tatumville Community Center,Chatham,3507.0,37.0,39.0,24.0,0.0,100.0,518.0,645.0,660.0,5.0,1828.0,14.0,16.0,12.0,0.0,42.0,1970.0,56.2
1812,5-01C Bartlett Middle School,Chatham,1063.0,67.0,48.0,36.0,0.0,151.0,128.0,170.0,126.0,0.0,424.0,11.0,7.0,4.0,0.0,22.0,597.0,56.2
1817,5-07C Station 1,Chatham,1856.0,97.0,85.0,59.0,0.0,241.0,207.0,317.0,227.0,5.0,756.0,13.0,14.0,8.0,1.0,36.0,1033.0,55.7
1816,5-06C Seed Church,Chatham,2598.0,76.0,67.0,36.0,1.0,180.0,247.0,419.0,337.0,6.0,1009.0,21.0,15.0,10.0,0.0,46.0,1235.0,47.5
1815,5-05C Liberty City Comm Ctr,Chatham,2574.0,19.0,17.0,7.0,0.0,43.0,406.0,548.0,568.0,2.0,1524.0,10.0,7.0,4.0,1.0,22.0,1589.0,61.7
1814,5-03C Butler Presbyterian Church,Chatham,1078.0,12.0,5.0,8.0,0.0,25.0,177.0,155.0,175.0,6.0,513.0,8.0,7.0,1.0,0.0,16.0,554.0,51.4
1813,5-02C Senior Citizens Center,Chatham,783.0,23.0,12.0,9.0,0.0,44.0,104.0,111.0,121.0,1.0,337.0,7.0,5.0,2.0,0.0,14.0,395.0,50.4
1856,8-13C Savannah Christian,Chatham,1022.0,103.0,92.0,48.0,1.0,244.0,37.0,38.0,50.0,1.0,126.0,11.0,9.0,5.0,0.0,25.0,395.0,38.6
1811,4-15C Skidaway Island State Park,Chatham,0.0,293.0,323.0,415.0,3.0,1034.0,38.0,131.0,285.0,0.0,454.0,9.0,2.0,12.0,0.0,23.0,1511.0,
1810,4-14C Skidaway Island Baptist,Chatham,1744.0,364.0,315.0,316.0,2.0,997.0,44.0,124.0,270.0,0.0,438.0,5.0,8.0,11.0,0.0,24.0,1459.0,83.7
1818,5-08C Savannah Primitive BC,Chatham,1848.0,93.0,123.0,77.0,0.0,293.0,179.0,312.0,270.0,2.0,763.0,15.0,13.0,12.0,1.0,41.0,1097.0,59.4
1855,8-12C Beach High School,Chatham,1310.0,42.0,51.0,16.0,1.0,110.0,150.0,209.0,146.0,1.0,506.0,8.0,6.0,7.0,0.0,21.0,637.0,48.6
1826,6-08C Christ Memorial Baptist Church,Chatham,2194.0,87.0,145.0,75.0,0.0,307.0,218.0,370.0,264.0,2.0,854.0,19.0,17.0,11.0,0.0,47.0,1208.0,55.1
1853,8-10C Carver Heights Comm Ctr,Chatham,1784.0,11.0,10.0,2.0,0.0,23.0,335.0,254.0,352.0,0.0,941.0,9.0,3.0,6.0,0.0,18.0,982.0,55.0
1847,8-03C Silk Hope Baptist Church,Chatham,831.0,150.0,99.0,39.0,0.0,288.0,55.0,44.0,58.0,0.0,157.0,2.0,4.0,1.0,0.0,7.0,452.0,54.4
1848,8-05C W Broad St YMCA,Chatham,1543.0,18.0,6.0,2.0,0.0,26.0,253.0,201.0,162.0,1.0,617.0,13.0,8.0,4.0,0.0,25.0,668.0,43.3
1849,8-06C Tompkins Rec Center,Chatham,1055.0,12.0,6.0,0.0,1.0,19.0,181.0,138.0,152.0,1.0,472.0,8.0,8.0,5.0,0.0,21.0,512.0,48.5
1850,8-07C Woodville-Tompkins TI,Chatham,630.0,9.0,6.0,2.0,1.0,18.0,120.0,99.0,82.0,0.0,301.0,3.0,2.0,4.0,0.0,9.0,328.0,52.1
1846,8-02C Hellenic Center,Chatham,1709.0,73.0,67.0,44.0,0.0,184.0,176.0,346.0,226.0,1.0,749.0,18.0,12.0,8.0,0.0,38.0,971.0,56.8
1845,8-01C Civic Center,Chatham,850.0,21.0,28.0,18.0,0.0,67.0,55.0,100.0,80.0,3.0,238.0,5.0,3.0,2.0,0.0,10.0,315.0,37.1
1844,7-16C Pooler Recreation Center Gymnasium,Chatham,3701.0,224.0,825.0,390.0,5.0,1444.0,108.0,542.0,437.0,7.0,1094.0,20.0,49.0,31.0,0.0,100.0,2638.0,71.3
1843,7-15C Rice Creek School,Chatham,2564.0,249.0,211.0,72.0,3.0,535.0,259.0,424.0,258.0,2.0,943.0,26.0,11.0,5.0,0.0,42.0,1520.0,59.3
1842,7-14C Coastal Cathedral,Chatham,7572.0,379.0,768.0,453.0,2.0,1602.0,536.0,1471.0,1142.0,7.0,3156.0,58.0,52.0,43.0,0.0,153.0,4911.0,64.9
1841,7-13C Southside Fire Trng Ctr,Chatham,2513.0,225.0,690.0,360.0,1.0,1276.0,63.0,260.0,366.0,0.0,689.0,16.0,23.0,16.0,0.0,55.0,2020.0,80.4
1840,7-12C Pooler Church,Chatham,3334.0,172.0,544.0,206.0,4.0,926.0,157.0,668.0,462.0,0.0,1287.0,21.0,31.0,21.0,0.0,73.0,2286.0,68.6
1851,8-08C Resur of Our Lord Church,Chatham,1704.0,14.0,8.0,6.0,0.0,28.0,298.0,251.0,267.0,4.0,820.0,9.0,2.0,1.0,0.0,12.0,860.0,50.5
1854,8-11C Butler Elementary,Chatham,1386.0,9.0,2.0,4.0,0.0,15.0,238.0,302.0,355.0,0.0,895.0,8.0,1.0,4.0,0.0,13.0,923.0,66.6
1839,7-11C Seventh Day Adv Church,Chatham,6469.0,441.0,714.0,259.0,6.0,1420.0,415.0,1164.0,764.0,7.0,2350.0,69.0,74.0,33.0,1.0,177.0,3947.0,61.0
1837,7-09C Savannah Holy C of G,Chatham,2823.0,227.0,308.0,145.0,1.0,681.0,202.0,365.0,359.0,2.0,928.0,26.0,19.0,8.0,1.0,54.0,1663.0,58.9
1836,7-08C Bloomingdale Comm Ctr,Chatham,2733.0,489.0,622.0,195.0,0.0,1306.0,70.0,119.0,135.0,0.0,324.0,27.0,17.0,9.0,0.0,53.0,1683.0,61.6
1835,7-07C Rothwell Baptist Church,Chatham,3932.0,265.0,903.0,370.0,3.0,1541.0,111.0,437.0,394.0,2.0,944.0,25.0,35.0,20.0,3.0,83.0,2568.0,65.3
1834,7-06C Pooler City Hall,Chatham,3555.0,240.0,571.0,174.0,1.0,986.0,171.0,493.0,366.0,1.0,1031.0,16.0,37.0,14.0,0.0,67.0,2084.0,58.6
1833,7-05C Woodlawn Baptist Church,Chatham,1305.0,131.0,125.0,40.0,0.0,296.0,135.0,176.0,105.0,0.0,416.0,9.0,4.0,3.0,0.0,16.0,728.0,55.8
1832,7-04C Lake Shore Comm Ctr,Chatham,3067.0,184.0,178.0,58.0,0.0,420.0,370.0,691.0,342.0,1.0,1404.0,34.0,29.0,8.0,0.0,71.0,1895.0,61.8
1831,7-03C PB Edwards Gym,Chatham,1290.0,286.0,125.0,77.0,0.0,488.0,92.0,57.0,77.0,0.0,226.0,19.0,6.0,2.0,0.0,27.0,741.0,57.4
1830,7-01C Garden City Senior Ctr,Chatham,1542.0,178.0,169.0,99.0,0.0,446.0,105.0,139.0,140.0,0.0,384.0,19.0,8.0,7.0,0.0,34.0,864.0,56.0
1829,6-11C Bamboo Farms,Chatham,5149.0,311.0,444.0,178.0,4.0,937.0,414.0,951.0,633.0,5.0,2003.0,40.0,31.0,29.0,0.0,100.0,3040.0,59.0
1828,6-10C Station 3,Chatham,4184.0,380.0,668.0,302.0,2.0,1352.0,239.0,625.0,594.0,4.0,1462.0,30.0,33.0,27.0,1.0,91.0,2905.0,69.4
1827,6-09C Trinity Lutheran Church,Chatham,3319.0,299.0,416.0,241.0,1.0,957.0,240.0,518.0,391.0,7.0,1156.0,35.0,28.0,19.0,0.0,82.0,2195.0,66.1
1825,6-06C The Light Church,Chatham,1543.0,125.0,199.0,92.0,0.0,416.0,129.0,177.0,137.0,0.0,443.0,18.0,7.0,5.0,0.0,30.0,889.0,57.6
1838,7-10C Progressive Rec Center,Chatham,4288.0,259.0,427.0,169.0,2.0,857.0,310.0,726.0,512.0,4.0,1552.0,39.0,54.0,24.0,2.0,119.0,2528.0,59.0
1852,8-09C Moses Jackson Center,Chatham,1362.0,11.0,5.0,3.0,0.0,19.0,250.0,191.0,198.0,6.0,645.0,7.0,3.0,3.0,1.0,14.0,678.0,49.8
1789,3-03C Savannah High School,Chatham,1185.0,17.0,27.0,16.0,0.0,60.0,182.0,198.0,129.0,5.0,514.0,8.0,4.0,1.0,0.0,13.0,587.0,49.5
1808,4-12C St Peters Episcopal,Chatham,2294.0,576.0,459.0,371.0,3.0,1409.0,70.0,133.0,280.0,0.0,483.0,19.0,7.0,15.0,0.0,41.0,1933.0,84.3
1784,2-09C Salvation Army,Chatham,3342.0,95.0,98.0,50.0,0.0,243.0,344.0,683.0,601.0,3.0,1631.0,35.0,22.0,19.0,0.0,76.0,1950.0,58.3
1783,2-07C Christ Community Church,Chatham,2808.0,90.0,72.0,43.0,0.0,205.0,313.0,539.0,409.0,3.0,1264.0,26.0,26.0,13.0,0.0,65.0,1534.0,54.6
1782,2-06C Eli Whitney Complex,Chatham,759.0,26.0,34.0,7.0,0.0,67.0,112.0,97.0,89.0,3.0,301.0,5.0,10.0,4.0,0.0,19.0,387.0,51.0
1781,2-05C Holy Spirit Lutheran Church,Chatham,2079.0,52.0,53.0,24.0,1.0,130.0,255.0,459.0,339.0,3.0,1056.0,16.0,18.0,7.0,0.0,41.0,1227.0,59.0
1780,2-04C Fellowship of Love Church,Chatham,3178.0,57.0,46.0,31.0,0.0,134.0,399.0,561.0,586.0,1.0,1547.0,21.0,17.0,8.0,0.0,46.0,1727.0,54.3
1779,2-03C W W Law Center,Chatham,1609.0,53.0,55.0,21.0,0.0,129.0,175.0,227.0,236.0,1.0,639.0,15.0,17.0,8.0,1.0,41.0,809.0,50.3
1778,2-02C Blackshear Community Center,Chatham,1714.0,47.0,77.0,45.0,1.0,170.0,192.0,230.0,216.0,8.0,646.0,15.0,12.0,5.0,0.0,32.0,848.0,49.5
1777,1-17C Islands Christian Church,Chatham,3136.0,450.0,807.0,435.0,0.0,1692.0,80.0,220.0,407.0,1.0,708.0,29.0,37.0,21.0,0.0,87.0,2487.0,79.3
1785,2-11C Stillwell Towers,Chatham,1900.0,60.0,62.0,28.0,0.0,150.0,271.0,249.0,252.0,3.0,775.0,12.0,6.0,12.0,0.0,30.0,955.0,50.3
1776,1-16C Ferguson Ave Baptist,Chatham,2905.0,577.0,640.0,261.0,4.0,1482.0,121.0,190.0,202.0,1.0,514.0,21.0,14.0,20.0,0.0,55.0,2051.0,70.6
1774,1-13C The Sanctuary,Chatham,1396.0,230.0,233.0,107.0,1.0,571.0,81.0,131.0,164.0,0.0,376.0,18.0,9.0,10.0,0.0,37.0,984.0,70.5
1773,1-12C Isle of Hope Baptist,Chatham,1909.0,503.0,367.0,269.0,1.0,1140.0,74.0,161.0,174.0,0.0,409.0,15.0,15.0,4.0,0.0,34.0,1583.0,82.9
1772,1-10C St Thomas Episcopal Church,Chatham,1101.0,316.0,176.0,158.0,1.0,651.0,54.0,86.0,96.0,0.0,236.0,18.0,8.0,8.0,1.0,35.0,922.0,83.7
1771,1-09C Immanuel Baptist Church,Chatham,739.0,76.0,57.0,40.0,2.0,175.0,66.0,92.0,86.0,1.0,245.0,4.0,0.0,5.0,0.0,9.0,429.0,58.1
