,Precinct,County,Registered Voters,Thad Calhoun_Election Day Votes,Thad Calhoun_Advanced Voting Votes,Thad Calhoun_Absentee by Mail Votes,Thad Calhoun_Provisional Votes,Thad Calhoun_Choice Total,Allen L. Troy_Election Day Votes,Allen L. Troy_Advanced Voting Votes,Allen L. Troy_Absentee by Mail Votes,Allen L. Troy_Provisional Votes,Allen L. Troy_Choice Total,Total,calc_participation
0,Warrenton,Warren,3785.0,8.0,24.0,7.0,0.0,39.0,5.0,29.0,6.0,0.0,40.0,79.0,2.1
