,Precinct,County,Registered Voters,Jim Gowen_Election Day Votes,Jim Gowen_Advanced Voting Votes,Jim Gowen_Absentee by Mail Votes,Jim Gowen_Provisional Votes,Jim Gowen_Choice Total,Raymond Roberts_Election Day Votes,Raymond Roberts_Advanced Voting Votes,Raymond Roberts_Absentee by Mail Votes,Raymond Roberts_Provisional Votes,Raymond Roberts_Choice Total,Total,calc_participation
0,Folkston,Charlton,2420.0,76.0,246.0,68.0,0.0,390.0,94.0,210.0,91.0,0.0,395.0,785.0,32.4
