,Precinct,County,Registered Voters,YES_Election Day Votes,YES_Advanced Voting Votes,YES_Absentee by Mail Votes,YES_Provisional Votes,YES_Choice Total,NO_Election Day Votes,NO_Advanced Voting Votes,NO_Absentee by Mail Votes,NO_Provisional Votes,NO_Choice Total,Total,calc_participation
2488,Kell 01,Cobb,2006.0,306.0,399.0,468.0,0.0,1173.0,118.0,126.0,88.0,1.0,333.0,1506.0,75.1
2489,Kemp 01,Cobb,1960.0,235.0,486.0,414.0,0.0,1135.0,80.0,194.0,107.0,0.0,381.0,1516.0,77.3
2490,Kemp 02,Cobb,4049.0,380.0,1055.0,883.0,7.0,2325.0,152.0,337.0,259.0,0.0,748.0,3073.0,75.9
2491,Kemp 03,Cobb,3955.0,457.0,1103.0,726.0,3.0,2289.0,146.0,426.0,229.0,0.0,801.0,3090.0,78.1
2492,Lassiter 01,Cobb,3647.0,415.0,868.0,875.0,0.0,2158.0,140.0,288.0,284.0,0.0,712.0,2870.0,78.7
2493,Lindley 01,Cobb,4797.0,326.0,1386.0,1114.0,0.0,2826.0,129.0,364.0,306.0,0.0,799.0,3625.0,75.6
2494,Lost Mountain 01,Cobb,3604.0,200.0,1138.0,771.0,1.0,2110.0,97.0,422.0,225.0,0.0,744.0,2854.0,79.2
2495,Lost Mountain 02,Cobb,4121.0,355.0,1357.0,815.0,0.0,2527.0,104.0,522.0,220.0,0.0,846.0,3373.0,81.8
2480,Harrison 01,Cobb,3122.0,335.0,889.0,600.0,0.0,1824.0,92.0,287.0,190.0,0.0,569.0,2393.0,76.6
2464,Eastside 01,Cobb,3040.0,316.0,624.0,910.0,2.0,1852.0,106.0,242.0,230.0,2.0,580.0,2432.0,80.0
2479,Harmony-Leland 01,Cobb,6394.0,352.0,1764.0,1263.0,4.0,3383.0,119.0,477.0,383.0,1.0,980.0,4363.0,68.2
2477,Garrison Mill 01,Cobb,2872.0,352.0,736.0,687.0,1.0,1776.0,112.0,195.0,162.0,0.0,469.0,2245.0,78.2
2466,Elizabeth 01,Cobb,4065.0,439.0,872.0,548.0,3.0,1862.0,105.0,257.0,157.0,1.0,520.0,2382.0,58.6
2467,Elizabeth 02,Cobb,2434.0,280.0,513.0,576.0,3.0,1372.0,94.0,156.0,162.0,0.0,412.0,1784.0,73.3
2468,Elizabeth 03,Cobb,2767.0,324.0,601.0,733.0,2.0,1660.0,104.0,194.0,198.0,0.0,496.0,2156.0,77.9
2469,Elizabeth 04,Cobb,3011.0,391.0,554.0,601.0,1.0,1547.0,127.0,163.0,133.0,0.0,423.0,1970.0,65.4
2470,Elizabeth 05,Cobb,2884.0,364.0,613.0,706.0,1.0,1684.0,115.0,187.0,191.0,0.0,493.0,2177.0,75.5
2478,Gritters 01,Cobb,4033.0,491.0,857.0,838.0,2.0,2188.0,181.0,269.0,236.0,0.0,686.0,2874.0,71.3
2472,Fair Oaks 02,Cobb,5779.0,532.0,1082.0,894.0,4.0,2512.0,182.0,333.0,322.0,5.0,842.0,3354.0,58.0
2471,East Piedmont 01,Cobb,2627.0,346.0,561.0,503.0,0.0,1410.0,104.0,146.0,128.0,0.0,378.0,1788.0,68.1
2474,Fullers Park 01,Cobb,3452.0,359.0,782.0,920.0,0.0,2061.0,130.0,241.0,272.0,0.0,643.0,2704.0,78.3
2475,Ford 01,Cobb,3161.0,294.0,929.0,601.0,0.0,1824.0,94.0,359.0,163.0,1.0,617.0,2441.0,77.2
2476,Frey 01,Cobb,2582.0,170.0,811.0,439.0,0.0,1420.0,64.0,302.0,152.0,0.0,518.0,1938.0,75.1
2473,Fair Oaks 04,Cobb,5322.0,591.0,711.0,641.0,5.0,1948.0,174.0,223.0,226.0,2.0,625.0,2573.0,48.3
2449,Chattahoochee 01,Cobb,5969.0,537.0,1532.0,978.0,7.0,3054.0,147.0,358.0,205.0,1.0,711.0,3765.0,63.1
1873,Ambrose,Coffee,2053.0,258.0,475.0,68.0,3.0,804.0,128.0,223.0,50.0,0.0,401.0,1205.0,58.7
1876,Nicholls,Coffee,2115.0,291.0,379.0,67.0,0.0,737.0,139.0,188.0,45.0,1.0,373.0,1110.0,52.5
1875,Broxton,Coffee,2398.0,291.0,582.0,86.0,2.0,961.0,137.0,253.0,43.0,1.0,434.0,1395.0,58.2
1874,Bridgetown,Coffee,344.0,90.0,48.0,10.0,0.0,148.0,47.0,27.0,5.0,0.0,79.0,227.0,66.0
1872,Douglas,Coffee,17243.0,1229.0,4144.0,827.0,1.0,6201.0,417.0,1984.0,447.0,1.0,2849.0,9050.0,52.5
1877,West Green,Coffee,961.0,199.0,152.0,29.0,0.0,380.0,99.0,78.0,25.0,0.0,202.0,582.0,60.6
769,Warrior,Colquitt,971.0,187.0,168.0,44.0,0.0,399.0,89.0,88.0,30.0,0.0,207.0,606.0,62.4
752,Moultrie,Colquitt,4809.0,367.0,1120.0,393.0,1.0,1881.0,160.0,509.0,177.0,0.0,846.0,2727.0,56.7
751,Shaw,Colquitt,3487.0,327.0,454.0,235.0,0.0,1016.0,65.0,196.0,129.0,0.0,390.0,1406.0,40.3
767,Thigpen,Colquitt,251.0,73.0,24.0,13.0,0.0,110.0,27.0,18.0,7.0,0.0,52.0,162.0,64.5
766,Robinson,Colquitt,860.0,161.0,140.0,41.0,0.0,342.0,90.0,77.0,16.0,0.0,183.0,525.0,61.0
765,Norman Park,Colquitt,2586.0,342.0,524.0,143.0,0.0,1009.0,132.0,252.0,99.0,0.0,483.0,1492.0,57.7
764,Murphy,Colquitt,973.0,126.0,309.0,59.0,0.0,494.0,60.0,144.0,20.0,0.0,224.0,718.0,73.8
763,Monk,Colquitt,1555.0,241.0,323.0,90.0,0.0,654.0,114.0,165.0,45.0,0.0,324.0,978.0,62.9
762,Millcreek,Colquitt,422.0,73.0,88.0,23.0,0.0,184.0,35.0,53.0,18.0,0.0,106.0,290.0,68.7
761,Lee,Colquitt,1094.0,147.0,205.0,58.0,0.0,410.0,87.0,107.0,32.0,0.0,226.0,636.0,58.1
768,Tyty,Colquitt,543.0,161.0,60.0,23.0,0.0,244.0,62.0,22.0,13.0,0.0,97.0,341.0,62.8
759,Hartsfield,Colquitt,408.0,106.0,60.0,29.0,1.0,196.0,57.0,27.0,16.0,0.0,100.0,296.0,72.5
758,Hamilton,Colquitt,784.0,217.0,139.0,34.0,0.0,390.0,57.0,74.0,20.0,0.0,151.0,541.0,69.0
757,Funston,Colquitt,1030.0,189.0,199.0,50.0,2.0,440.0,98.0,91.0,35.0,1.0,225.0,665.0,64.6
756,Doerun,Colquitt,619.0,158.0,98.0,35.0,0.0,291.0,54.0,43.0,8.0,0.0,105.0,396.0,64.0
755,Crosland,Colquitt,289.0,74.0,33.0,19.0,0.0,126.0,25.0,12.0,8.0,1.0,46.0,172.0,59.5
754,Bridgecreek,Colquitt,1191.0,186.0,277.0,78.0,0.0,541.0,90.0,164.0,31.0,1.0,286.0,827.0,69.4
753,Autreyville,Colquitt,1512.0,208.0,307.0,85.0,1.0,601.0,77.0,165.0,29.0,1.0,272.0,873.0,57.7
760,Hopewell,Colquitt,1670.0,209.0,437.0,98.0,1.0,745.0,79.0,218.0,45.0,1.0,343.0,1088.0,65.1
1396,Col Cty Bd of Edu,Columbia,2143.0,244.0,702.0,221.0,3.0,1170.0,68.0,256.0,83.0,0.0,407.0,1577.0,73.6
1395,Damascus Baptist Church,Columbia,1023.0,279.0,233.0,69.0,1.0,582.0,93.0,93.0,27.0,0.0,213.0,795.0,77.7
1394,Second Mt Carmel Baptist Church,Columbia,731.0,148.0,142.0,60.0,0.0,350.0,54.0,59.0,38.0,0.0,151.0,501.0,68.5
1393,Eubank-Blanchard Center,Columbia,1576.0,336.0,403.0,105.0,1.0,845.0,108.0,169.0,42.0,0.0,319.0,1164.0,73.9
1392,Grove First Baptist Church,Columbia,2954.0,254.0,886.0,264.0,1.0,1405.0,76.0,289.0,123.0,0.0,488.0,1893.0,64.1
1391,Grovetown Public Safety Station,Columbia,23696.0,348.0,1077.0,374.0,0.0,1799.0,109.0,334.0,142.0,1.0,586.0,2385.0,10.1
1388,Liberty Park-Grovetown,Columbia,3410.0,386.0,918.0,323.0,3.0,1630.0,116.0,308.0,113.0,1.0,538.0,2168.0,63.6
1397,Greenbrier High,Columbia,3369.0,461.0,1123.0,359.0,0.0,1943.0,115.0,401.0,122.0,0.0,638.0,2581.0,76.6
1382,New Life Church,Columbia,4438.0,423.0,1446.0,440.0,3.0,2312.0,147.0,476.0,130.0,0.0,753.0,3065.0,69.1
1384,Harlem Senior Center,Columbia,1819.0,297.0,481.0,156.0,0.0,934.0,105.0,183.0,80.0,0.0,368.0,1302.0,71.6
1383,Harlem Branch Library,Columbia,2642.0,328.0,763.0,208.0,0.0,1299.0,93.0,287.0,95.0,2.0,477.0,1776.0,67.2
1381,Patriots Park,Columbia,4046.0,371.0,1446.0,394.0,0.0,2211.0,106.0,503.0,110.0,0.0,719.0,2930.0,72.4
1380,Woodlawn Baptist Church,Columbia,1290.0,148.0,415.0,146.0,0.0,709.0,47.0,166.0,44.0,0.0,257.0,966.0,74.9
1379,Lewis Methodist Church,Columbia,3737.0,423.0,1187.0,459.0,2.0,2071.0,120.0,423.0,170.0,0.0,713.0,2784.0,74.5
1378,Kiokee Baptist Church,Columbia,2541.0,342.0,883.0,203.0,0.0,1428.0,121.0,346.0,78.0,0.0,545.0,1973.0,77.6
1387,Philadelphia Church,Columbia,2355.0,246.0,772.0,222.0,1.0,1241.0,77.0,237.0,78.0,0.0,392.0,1633.0,69.3
1386,Bessie Thomas Center,Columbia,799.0,86.0,281.0,58.0,0.0,425.0,38.0,114.0,21.0,2.0,175.0,600.0,75.1
1385,Second Mt Moriah Baptist Church,Columbia,1027.0,138.0,310.0,87.0,1.0,536.0,44.0,138.0,25.0,0.0,207.0,743.0,72.3
1390,G A Apostolic Church,Columbia,1701.0,224.0,438.0,179.0,0.0,841.0,94.0,153.0,70.0,1.0,318.0,1159.0,68.1
1389,Grovetown Methodist Church,Columbia,2736.0,326.0,603.0,261.0,5.0,1195.0,111.0,197.0,85.0,2.0,395.0,1590.0,58.1
1421,Col Cty Main Library,Columbia,2106.0,188.0,684.0,237.0,0.0,1109.0,61.0,257.0,69.0,1.0,388.0,1497.0,71.1
1400,Grace Baptist Church,Columbia,3558.0,409.0,1222.0,387.0,0.0,2018.0,118.0,386.0,109.0,0.0,613.0,2631.0,73.9
1415,Martinez Baptist,Columbia,1962.0,352.0,403.0,190.0,0.0,945.0,109.0,137.0,52.0,0.0,298.0,1243.0,63.4
1401,Christ Sanctified,Columbia,2521.0,341.0,749.0,248.0,1.0,1339.0,104.0,260.0,82.0,0.0,446.0,1785.0,70.8
1411,Genesis Church,Columbia,1830.0,241.0,521.0,236.0,1.0,999.0,71.0,186.0,105.0,0.0,362.0,1361.0,74.4
1412,Stevens Creek Church,Columbia,2760.0,341.0,905.0,375.0,0.0,1621.0,113.0,294.0,139.0,0.0,546.0,2167.0,78.5
1413,Mtz Col Fire Hdqtr,Columbia,1291.0,238.0,257.0,114.0,1.0,610.0,69.0,87.0,47.0,0.0,203.0,813.0,63.0
1402,Blanchard Park,Columbia,2026.0,252.0,507.0,210.0,2.0,971.0,85.0,181.0,84.0,0.0,350.0,1321.0,65.2
1424,Christ The King Luth Church,Columbia,2148.0,173.0,739.0,319.0,0.0,1231.0,68.0,238.0,118.0,1.0,425.0,1656.0,77.1
1423,Blue Ridge Elementary,Columbia,2301.0,301.0,648.0,234.0,1.0,1184.0,95.0,223.0,72.0,0.0,390.0,1574.0,68.4
1422,Christ Church Presbyterian,Columbia,2081.0,278.0,693.0,229.0,2.0,1202.0,69.0,245.0,63.0,0.0,377.0,1579.0,75.9
1420,Wesley Methodist,Columbia,2434.0,333.0,793.0,275.0,0.0,1401.0,67.0,265.0,68.0,3.0,403.0,1804.0,74.1
1419,Journey Comm Church,Columbia,1268.0,139.0,440.0,154.0,1.0,734.0,46.0,156.0,62.0,1.0,265.0,999.0,78.8
1418,West Acres Baptist,Columbia,2424.0,299.0,752.0,275.0,0.0,1326.0,89.0,240.0,98.0,0.0,427.0,1753.0,72.3
1417,Church of Our Savior,Columbia,2310.0,364.0,532.0,277.0,2.0,1175.0,94.0,178.0,122.0,1.0,395.0,1570.0,68.0
1416,Gold Cross EMS,Columbia,1889.0,226.0,446.0,288.0,3.0,963.0,76.0,165.0,119.0,1.0,361.0,1324.0,70.1
1399,Riverview Church,Columbia,1320.0,151.0,450.0,156.0,0.0,757.0,52.0,162.0,69.0,0.0,283.0,1040.0,78.8
1398,Parkway Baptist Church,Columbia,4596.0,565.0,1621.0,440.0,1.0,2627.0,168.0,543.0,148.0,1.0,860.0,3487.0,75.9
1414,Lakeside Middle,Columbia,1923.0,281.0,555.0,170.0,1.0,1007.0,77.0,171.0,56.0,0.0,304.0,1311.0,68.2
1403,Belair Baptist Church,Columbia,2440.0,351.0,678.0,280.0,0.0,1309.0,113.0,224.0,86.0,2.0,425.0,1734.0,71.1
1405,Westside Baptist Church,Columbia,1516.0,270.0,367.0,219.0,0.0,856.0,77.0,147.0,88.0,0.0,312.0,1168.0,77.0
1410,Gospel Water Branch,Columbia,2096.0,250.0,681.0,274.0,1.0,1206.0,92.0,213.0,86.0,0.0,391.0,1597.0,76.2
1406,Trinity Baptist Church,Columbia,2836.0,416.0,723.0,313.0,2.0,1454.0,138.0,270.0,105.0,0.0,513.0,1967.0,69.4
1407,Abilene Baptist,Columbia,2046.0,288.0,491.0,223.0,0.0,1002.0,108.0,180.0,102.0,0.0,390.0,1392.0,68.0
1404,Marvin Methodist,Columbia,1937.0,353.0,409.0,245.0,0.0,1007.0,92.0,148.0,61.0,0.0,301.0,1308.0,67.5
1408,Augusta Christian,Columbia,2179.0,339.0,566.0,276.0,1.0,1182.0,102.0,175.0,95.0,0.0,372.0,1554.0,71.3
1409,Savannah Rapids Pavilion,Columbia,1549.0,121.0,521.0,315.0,0.0,957.0,46.0,199.0,106.0,0.0,351.0,1308.0,84.4
1694,Lenox,Cook,1275.0,222.0,269.0,76.0,0.0,567.0,79.0,164.0,14.0,0.0,257.0,824.0,64.6
1691,Cecil,Cook,1899.0,184.0,482.0,104.0,0.0,770.0,48.0,215.0,58.0,0.0,321.0,1091.0,57.5
1692,Delle Beamguard,Cook,2446.0,217.0,708.0,174.0,0.0,1099.0,67.0,350.0,74.0,0.0,491.0,1590.0,65.0
1693,Elm Pine,Cook,531.0,64.0,84.0,45.0,0.0,193.0,19.0,21.0,23.0,0.0,63.0,256.0,48.2
1696,New Life Baptist Church,Cook,1233.0,169.0,337.0,48.0,0.0,554.0,75.0,174.0,31.0,0.0,280.0,834.0,67.6
1697,Riverbend,Cook,1280.0,100.0,394.0,87.0,0.0,581.0,42.0,216.0,45.0,0.0,303.0,884.0,69.1
1698,Sparks,Cook,1049.0,144.0,178.0,75.0,0.0,397.0,43.0,60.0,26.0,0.0,129.0,526.0,50.1
1695,Massee,Cook,919.0,81.0,299.0,31.0,0.0,411.0,29.0,145.0,27.0,0.0,201.0,612.0,66.6
2206,Sharpsburg,Coweta,4526.0,702.0,1270.0,462.0,0.0,2434.0,260.0,465.0,182.0,1.0,908.0,3342.0,73.8
2205,Newnan,Coweta,3478.0,457.0,571.0,468.0,0.0,1496.0,166.0,188.0,179.0,0.0,533.0,2029.0,58.3
2201,Senoia,Coweta,5838.0,805.0,1559.0,783.0,1.0,3148.0,323.0,603.0,321.0,0.0,1247.0,4395.0,75.3
2207,Fischer Road,Coweta,4328.0,607.0,1208.0,648.0,1.0,2464.0,199.0,442.0,159.0,1.0,801.0,3265.0,75.4
2203,Pine Road,Coweta,2095.0,421.0,409.0,214.0,0.0,1044.0,151.0,171.0,110.0,0.0,432.0,1476.0,70.5
2208,Cedar Creek,Coweta,5330.0,786.0,1384.0,823.0,0.0,2993.0,300.0,546.0,248.0,0.0,1094.0,4087.0,76.7
2209,Grantville,Coweta,2572.0,614.0,354.0,251.0,0.0,1219.0,246.0,132.0,79.0,1.0,458.0,1677.0,65.2
2202,Moreland,Coweta,2758.0,707.0,458.0,329.0,1.0,1495.0,279.0,197.0,126.0,0.0,602.0,2097.0,76.0
2226,Coweta Central Library,Coweta,1723.0,241.0,521.0,192.0,0.0,954.0,85.0,201.0,59.0,0.0,345.0,1299.0,75.4
2225,Thomas Crossroads,Coweta,4962.0,713.0,1419.0,579.0,0.0,2711.0,255.0,543.0,172.0,0.0,970.0,3681.0,74.2
2213,Raymond,Coweta,2492.0,537.0,555.0,287.0,0.0,1379.0,156.0,201.0,104.0,0.0,461.0,1840.0,73.8
2223,Westside,Coweta,838.0,170.0,87.0,88.0,0.0,345.0,68.0,31.0,43.0,0.0,142.0,487.0,58.1
2222,Cannongate,Coweta,3653.0,687.0,946.0,481.0,0.0,2114.0,209.0,326.0,146.0,0.0,681.0,2795.0,76.5
2221,Madras,Coweta,4462.0,655.0,1166.0,670.0,4.0,2495.0,230.0,427.0,220.0,0.0,877.0,3372.0,75.6
2220,White Oak,Coweta,4636.0,662.0,1264.0,564.0,0.0,2490.0,231.0,425.0,196.0,1.0,853.0,3343.0,72.1
2219,Expo Center,Coweta,1974.0,428.0,329.0,269.0,0.0,1026.0,160.0,136.0,119.0,0.0,415.0,1441.0,73.0
2212,Panther Creek,Coweta,3028.0,735.0,424.0,343.0,0.0,1502.0,250.0,191.0,101.0,0.0,542.0,2044.0,67.5
2217,Newnan Centre,Coweta,20465.0,2336.0,5381.0,2970.0,1.0,10688.0,783.0,1833.0,914.0,1.0,3531.0,14219.0,69.5
2216,Central,Coweta,4395.0,520.0,742.0,436.0,4.0,1702.0,175.0,204.0,186.0,1.0,566.0,2268.0,51.6
2210,Haralson,Coweta,2339.0,600.0,389.0,212.0,0.0,1201.0,243.0,167.0,103.0,0.0,513.0,1714.0,73.3
2211,Welcome,Coweta,3212.0,850.0,401.0,359.0,0.0,1610.0,327.0,184.0,139.0,0.0,650.0,2260.0,70.4
2215,Smokey Road,Coweta,2559.0,457.0,427.0,308.0,1.0,1193.0,170.0,154.0,119.0,0.0,443.0,1636.0,63.9
2214,Turin,Coweta,4477.0,824.0,1099.0,506.0,0.0,2429.0,318.0,496.0,184.0,0.0,998.0,3427.0,76.5
2224,Northside,Coweta,2285.0,489.0,353.0,334.0,1.0,1177.0,216.0,138.0,116.0,0.0,470.0,1647.0,72.1
2218,Greentop,Coweta,2846.0,479.0,497.0,428.0,0.0,1404.0,163.0,180.0,158.0,1.0,502.0,1906.0,67.0
2204,Dresden,Coweta,839.0,259.0,84.0,73.0,0.0,416.0,122.0,41.0,35.0,0.0,198.0,614.0,73.2
2173,District 1B,Crawford,1025.0,63.0,291.0,82.0,1.0,437.0,25.0,131.0,55.0,0.0,211.0,648.0,63.2
2172,District 1A,Crawford,516.0,67.0,101.0,35.0,0.0,203.0,33.0,46.0,24.0,0.0,103.0,306.0,59.3
2174,District 2,Crawford,1659.0,119.0,461.0,165.0,1.0,746.0,53.0,212.0,95.0,0.0,360.0,1106.0,66.7
2175,District 3,Crawford,1738.0,151.0,521.0,115.0,0.0,787.0,67.0,254.0,54.0,0.0,375.0,1162.0,66.9
2176,District 4,Crawford,1805.0,270.0,449.0,138.0,0.0,857.0,93.0,188.0,54.0,0.0,335.0,1192.0,66.0
2177,District 5,Crawford,1769.0,269.0,446.0,115.0,0.0,830.0,107.0,178.0,71.0,0.0,356.0,1186.0,67.0
1468,Arabi,Crisp,785.0,119.0,177.0,37.0,0.0,333.0,62.0,106.0,21.0,0.0,189.0,522.0,66.5
1469,Coney,Crisp,859.0,96.0,293.0,67.0,0.0,456.0,33.0,130.0,46.0,0.0,209.0,665.0,77.4
1471,Jamestown,Crisp,1196.0,135.0,322.0,110.0,1.0,568.0,75.0,191.0,55.0,0.0,321.0,889.0,74.3
1470,Cordele,Crisp,8897.0,548.0,1986.0,688.0,1.0,3223.0,184.0,939.0,376.0,2.0,1501.0,4724.0,53.1
1472,Listonia,Crisp,817.0,129.0,183.0,58.0,0.0,370.0,57.0,112.0,31.0,0.0,200.0,570.0,69.8
1652,Davis,Dade,2012.0,298.0,481.0,70.0,1.0,850.0,120.0,189.0,29.0,0.0,338.0,1188.0,59.0
1651,New Salem,Dade,1255.0,239.0,315.0,113.0,0.0,667.0,67.0,96.0,38.0,0.0,201.0,868.0,69.2
1650,South Dade,Dade,969.0,146.0,237.0,58.0,0.0,441.0,50.0,84.0,20.0,0.0,154.0,595.0,61.4
1654,West Brow,Dade,1237.0,261.0,265.0,96.0,0.0,622.0,57.0,70.0,33.0,0.0,160.0,782.0,63.2
1655,Trenton,Dade,3573.0,272.0,893.0,154.0,1.0,1320.0,64.0,291.0,64.0,0.0,419.0,1739.0,48.7
1656,North Dade,Dade,1903.0,233.0,480.0,119.0,1.0,833.0,80.0,171.0,50.0,0.0,301.0,1134.0,59.6
1653,New Home,Dade,711.0,149.0,113.0,43.0,0.0,305.0,64.0,36.0,16.0,1.0,117.0,422.0,59.4
1338,West,Dawson,2723.0,326.0,829.0,438.0,1.0,1594.0,90.0,250.0,106.0,0.0,446.0,2040.0,74.9
1340,East,Dawson,8915.0,851.0,2986.0,951.0,1.0,4789.0,242.0,1001.0,302.0,0.0,1545.0,6334.0,71.0
1339,Central,Dawson,9891.0,746.0,3368.0,732.0,1.0,4847.0,238.0,1312.0,288.0,0.0,1838.0,6685.0,67.6
2389,Skyland,DeKalb,2100.0,192.0,672.0,385.0,4.0,1253.0,48.0,169.0,80.0,2.0,299.0,1552.0,73.9
2390,Snapfinger Elem,DeKalb,1894.0,126.0,503.0,371.0,1.0,1001.0,45.0,108.0,121.0,0.0,274.0,1275.0,67.3
2391,Smoke Rise,DeKalb,2108.0,159.0,676.0,498.0,0.0,1333.0,55.0,159.0,129.0,1.0,344.0,1677.0,79.6
2388,Silver Lake,DeKalb,4979.0,247.0,1566.0,904.0,4.0,2721.0,86.0,449.0,230.0,1.0,766.0,3487.0,70.0
2387,Stone Mountain Elem,DeKalb,2338.0,146.0,462.0,555.0,3.0,1166.0,30.0,115.0,158.0,0.0,303.0,1469.0,62.8
2326,Lavista,DeKalb,3223.0,204.0,849.0,644.0,6.0,1703.0,74.0,158.0,94.0,2.0,328.0,2031.0,63.0
2386,Shaw-Robert Shaw Elem,DeKalb,2892.0,210.0,729.0,479.0,1.0,1419.0,58.0,156.0,117.0,2.0,333.0,1752.0,60.6
2325,Lavista Road,DeKalb,2223.0,152.0,568.0,643.0,2.0,1365.0,41.0,99.0,112.0,1.0,253.0,1618.0,72.8
2324,Lakeside High,DeKalb,3216.0,245.0,1037.0,782.0,2.0,2066.0,54.0,231.0,127.0,0.0,412.0,2478.0,77.1
2323,Kittredge Elem,DeKalb,2161.0,137.0,741.0,495.0,3.0,1376.0,52.0,210.0,102.0,1.0,365.0,1741.0,80.6
2322,Knollwood,DeKalb,2546.0,209.0,558.0,354.0,9.0,1130.0,69.0,129.0,108.0,2.0,308.0,1438.0,56.5
2392,Stone Mtn Middle,DeKalb,3247.0,247.0,506.0,249.0,13.0,1015.0,68.0,124.0,97.0,3.0,292.0,1307.0,40.3
2385,Scott,DeKalb,2805.0,116.0,776.0,853.0,0.0,1745.0,34.0,124.0,121.0,0.0,279.0,2024.0,72.2
2416,Woodrow Road,DeKalb,3493.0,196.0,869.0,366.0,7.0,1438.0,58.0,237.0,127.0,5.0,427.0,1865.0,53.4
2328,Lin-Mary Lin Elem,DeKalb,3009.0,146.0,1016.0,894.0,6.0,2062.0,28.0,151.0,91.0,1.0,271.0,2333.0,77.5
2375,Rockbridge Elem,DeKalb,3595.0,263.0,793.0,405.0,10.0,1471.0,69.0,174.0,107.0,8.0,358.0,1829.0,50.9
2376,Rock Chapel Elem,DeKalb,2910.0,178.0,889.0,419.0,7.0,1493.0,40.0,230.0,86.0,0.0,356.0,1849.0,63.5
2377,Rowland Elem,DeKalb,3765.0,249.0,757.0,466.0,7.0,1479.0,57.0,189.0,120.0,2.0,368.0,1847.0,49.1
2378,Redan-Trotti Library,DeKalb,3990.0,209.0,1018.0,544.0,15.0,1786.0,60.0,251.0,184.0,5.0,500.0,2286.0,57.3
2379,Rockbridge Road,DeKalb,3965.0,244.0,1207.0,761.0,7.0,2219.0,73.0,288.0,204.0,1.0,566.0,2785.0,70.2
2308,Hambrick Elem,DeKalb,3776.0,277.0,944.0,517.0,9.0,1747.0,66.0,219.0,158.0,2.0,445.0,2192.0,58.1
2309,Hawthorne Elem,DeKalb,3884.0,288.0,1167.0,671.0,3.0,2129.0,77.0,246.0,121.0,4.0,448.0,2577.0,66.3
2305,Gresham Road,DeKalb,3601.0,193.0,997.0,616.0,14.0,1820.0,35.0,193.0,153.0,3.0,384.0,2204.0,61.2
2327,Lithonia,DeKalb,1730.0,187.0,322.0,149.0,3.0,661.0,58.0,85.0,71.0,0.0,214.0,875.0,50.6
2380,Rowland Road,DeKalb,2080.0,141.0,486.0,335.0,7.0,969.0,53.0,119.0,92.0,1.0,265.0,1234.0,59.3
2382,Rock Chapel Road,DeKalb,4178.0,228.0,1350.0,649.0,15.0,2242.0,43.0,307.0,187.0,4.0,541.0,2783.0,66.6
2383,Redan Middle,DeKalb,2496.0,121.0,702.0,410.0,3.0,1236.0,38.0,181.0,115.0,2.0,336.0,1572.0,63.0
2384,Sagamore Hills Elem,DeKalb,2925.0,203.0,878.0,903.0,0.0,1984.0,80.0,186.0,143.0,0.0,409.0,2393.0,81.8
2321,Kelley Chapel Road,DeKalb,1337.0,94.0,374.0,229.0,0.0,697.0,34.0,87.0,84.0,1.0,206.0,903.0,67.5
2332,McNair High,DeKalb,4160.0,234.0,1242.0,771.0,2.0,2249.0,59.0,218.0,201.0,3.0,481.0,2730.0,65.6
2331,Miller-Eldridge L Miller Elem,DeKalb,3455.0,250.0,783.0,546.0,5.0,1584.0,64.0,189.0,170.0,2.0,425.0,2009.0,58.1
2330,Livsey Elem,DeKalb,1350.0,92.0,446.0,314.0,0.0,852.0,29.0,134.0,57.0,0.0,220.0,1072.0,79.4
2329,Lithonia High,DeKalb,3610.0,292.0,865.0,405.0,9.0,1571.0,66.0,222.0,131.0,4.0,423.0,1994.0,55.2
2381,Redan Road,DeKalb,2932.0,184.0,725.0,373.0,6.0,1288.0,50.0,176.0,144.0,3.0,373.0,1661.0,56.7
2320,Kingsley Elem,DeKalb,2490.0,195.0,784.0,598.0,7.0,1584.0,71.0,193.0,141.0,2.0,407.0,1991.0,80.0
2315,Idlewood Elem,DeKalb,2472.0,204.0,678.0,360.0,8.0,1250.0,58.0,136.0,87.0,0.0,281.0,1531.0,61.9
2318,Jolly Elem,DeKalb,3679.0,241.0,830.0,555.0,11.0,1637.0,64.0,159.0,131.0,3.0,357.0,1994.0,54.2
2239,Ashford Dunwoody Rd,DeKalb,2966.0,183.0,1039.0,625.0,4.0,1851.0,76.0,321.0,118.0,2.0,517.0,2368.0,79.8
2404,South Hairston,DeKalb,3814.0,295.0,890.0,514.0,12.0,1711.0,72.0,205.0,126.0,3.0,406.0,2117.0,55.5
2405,Stephenson High,DeKalb,3555.0,224.0,1014.0,617.0,5.0,1860.0,41.0,209.0,183.0,2.0,435.0,2295.0,64.6
2406,Stonecrest Library,DeKalb,3720.0,189.0,1235.0,431.0,12.0,1867.0,32.0,311.0,116.0,2.0,461.0,2328.0,62.6
2407,Snapfinger Road,DeKalb,4872.0,180.0,1797.0,818.0,9.0,2804.0,40.0,420.0,257.0,1.0,718.0,3522.0,72.3
2408,Terry Mill,DeKalb,2808.0,186.0,837.0,465.0,2.0,1490.0,47.0,141.0,131.0,3.0,322.0,1812.0,64.5
2409,Toney Elem,DeKalb,1729.0,124.0,368.0,245.0,5.0,742.0,38.0,89.0,95.0,1.0,223.0,965.0,55.8
